state	year	county	precinct	cd	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	g2012_USH_rv	g2012_USH_dv	g2012_USH_tv
"IA"	2012	"Woodbury"	"37 CLIMBING HILL/GRT-WES"	4	189	81	277	189	81	275
"IA"	2012	"Woodbury"	"38 SLOAN/SLOAN TWP"	4	361	228	602	357	222	597
"IA"	2012	"Woodbury"	"39 HORNICK/WILLOW TWP"	4	173	64	245	181	58	243
"IA"	2012	"Woodbury"	"4 EMERSON SCHOOL"	4	201	552	767	229	507	754
"IA"	2012	"Woodbury"	"40 ANTHON/MILLER TWP"	4	246	151	402	268	121	402
"IA"	2012	"Woodbury"	"41 DANBURY/LIS-MOR TWP"	4	227	110	343	232	102	338
"IA"	2012	"Woodbury"	"42 SMITHLAND/LITTLE SIOUX"	4	139	85	231	142	82	227
"IA"	2012	"Woodbury"	"43 OTO/OTO TWP"	4	68	73	141	81	56	140
"IA"	2012	"Woodbury"	"44 CUSHING/ROCK TWP"	4	119	88	209	133	73	207
"IA"	2012	"Woodbury"	"5 RIVERSIDE SCHOOL"	4	351	852	1228	408	773	1216
"IA"	2012	"Woodbury"	"6 FAITH LUTHERAN CHURCH"	4	501	735	1256	523	684	1229
"IA"	2012	"Woodbury"	"7 CRESCENT PARK SCHOOL"	4	473	746	1255	513	672	1228
"IA"	2012	"Woodbury"	"8 MT. ZION BAPTIST CHURCH"	4	148	520	683	162	481	666
"IA"	2012	"Woodbury"	"9 BOYS & GIRLS HOME"	4	94	296	400	105	273	390
"IA"	2012	"Worth"	"Barton-Deer Creek-Union-Grafton"	1	238	271	511	214	246	468
"IA"	2012	"Worth"	"Bristol-Silver Lake-Joice"	1	189	211	408	172	196	386
"IA"	2012	"Worth"	"Brookfield-Kensett"	1	170	233	412	172	214	400
"IA"	2012	"Worth"	"Danville-Hanlontown"	1	120	136	260	113	124	243
"IA"	2012	"Worth"	"Deer Creek-Grove-Hartland-Northwood"	1	583	758	1365	599	638	1280
"IA"	2012	"Worth"	"Fertile"	1	195	178	385	191	155	361
"IA"	2012	"Worth"	"Lincoln Manly"	1	249	563	831	226	536	790
"IA"	2012	"Wright"	"BELMOND PRECINCT"	4	805	826	1658	770	824	1625
"IA"	2012	"Wright"	"BIG 6"	4	427	231	663	428	212	647
"IA"	2012	"Wright"	"CLARION PRECINCT"	4	648	596	1266	612	579	1220
"IA"	2012	"Wright"	"DOWS PRECINCT"	4	184	188	377	191	166	367
"IA"	2012	"Wright"	"EAGLE GROVE - WARD #1"	4	111	169	283	112	159	279
"IA"	2012	"Wright"	"EAGLE GROVE - WARD #2"	4	200	187	392	194	177	382
"IA"	2012	"Wright"	"EAGLE GROVE - WARD #3"	4	255	167	429	246	160	419
"IA"	2012	"Wright"	"EAGLE GROVE - WARD #4"	4	188	169	362	179	162	349
"IA"	2012	"Wright"	"GOLDFIELD PRECINCT"	4	275	165	449	265	164	444
"IA"	2012	"Wright"	"RURAL EAGLE GROVE"	4	256	138	399	260	124	397
