state	year	county	precinct	cd	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	g2012_USH_rv	g2012_USH_dv	g2012_USH_tv
"IA"	2012	"Clinton"	"DEEP CREEK GOOSE LAKE"	2	180	185	374	192	155	353
"IA"	2012	"Clinton"	"DEWITT 1"	2	558	840	1433	598	743	1373
"IA"	2012	"Clinton"	"DEWITT 2"	2	730	786	1540	748	713	1487
"IA"	2012	"Clinton"	"DEWITT TWP"	2	495	356	862	498	313	823
"IA"	2012	"Clinton"	"EDEN CAMANCHE TWP"	2	180	147	334	186	127	321
"IA"	2012	"Clinton"	"ELK RIVER HAMPSHIRE ANDOV"	2	415	455	891	440	391	847
"IA"	2012	"Clinton"	"LIBERTY TORONTO"	2	88	84	177	82	78	168
"IA"	2012	"Clinton"	"LOW MOOR"	2	62	79	143	63	73	140
"IA"	2012	"Clinton"	"OLIVE GRANT CALAMUS"	2	365	241	617	359	218	590
"IA"	2012	"Clinton"	"ORANGE GRAND MOUND"	2	253	355	627	266	319	602
"IA"	2012	"Clinton"	"SHARON LOST NATION"	2	185	161	359	176	151	337
"IA"	2012	"Clinton"	"SPRING ROCK WHEATLAND"	2	259	294	561	249	274	541
"IA"	2012	"Clinton"	"WATERFORD CHARLOTTE"	2	179	173	356	186	146	343
"IA"	2012	"Clinton"	"WELTON WASHINGTON WELTON"	2	255	261	525	273	225	509
"IA"	2012	"Crawford"	"Charter Oak"	4	309	180	498	330	151	499
"IA"	2012	"Crawford"	"DCAB"	4	348	318	670	370	267	651
"IA"	2012	"Crawford"	"Denison 1st Ward"	4	380	455	844	426	401	842
"IA"	2012	"Crawford"	"Denison 2nd Ward / Denison Twp"	4	440	523	973	486	445	950
"IA"	2012	"Crawford"	"Denison 3rd Ward / Goodrich Twp"	4	664	551	1228	721	476	1212
"IA"	2012	"Crawford"	"Northeast"	4	435	357	802	497	281	799
"IA"	2012	"Crawford"	"SRK"	4	494	309	819	532	261	810
"IA"	2012	"Crawford"	"Southeast"	4	525	373	918	551	336	910
"IA"	2012	"Dallas"	"ABSENTEE"	3	0	0	0	0	0	0
"IA"	2012	"Dallas"	"Adams"	3	482	254	742	513	188	729
"IA"	2012	"Dallas"	"Adel 1"	3	476	431	928	529	331	900
"IA"	2012	"Dallas"	"Adel 2"	3	579	510	1113	644	381	1080
"IA"	2012	"Dallas"	"Beaver/Des Moines"	3	545	610	1178	607	479	1146
"IA"	2012	"Dallas"	"Clive 5"	3	993	524	1524	1055	424	1494
"IA"	2012	"Dallas"	"Clive 6"	3	979	513	1499	1043	397	1464
"IA"	2012	"Dallas"	"Colfax/Adel"	3	472	245	732	508	174	711
"IA"	2012	"Dallas"	"DeSoto"	3	216	252	475	247	188	461
"IA"	2012	"Dallas"	"Lincoln/Washington/Linn"	3	329	265	610	366	198	599
"IA"	2012	"Dallas"	"Perry 1"	3	344	651	1008	429	501	994
"IA"	2012	"Dallas"	"Perry 2"	3	285	611	914	363	495	891
"IA"	2012	"Dallas"	"Perry 3"	3	291	553	857	355	432	836
"IA"	2012	"Dallas"	"Spring Valley/Dallas"	3	212	280	501	236	221	486
"IA"	2012	"Dallas"	"Sugar Grove/Dallas Center"	3	746	598	1386	803	455	1344
"IA"	2012	"Dallas"	"Union"	3	541	514	1079	604	390	1054
"IA"	2012	"Dallas"	"Urbandale 13"	3	965	655	1636	1074	482	1584
"IA"	2012	"Dallas"	"Urbandale 14"	3	1164	525	1705	1223	421	1666
"IA"	2012	"Dallas"	"Urbandale 15"	3	528	230	762	557	180	741
"IA"	2012	"Dallas"	"Van Meter"	3	910	595	1531	986	449	1491
"IA"	2012	"Dallas"	"Walnut/Grimes/Grant"	3	729	523	1289	781	421	1261
"IA"	2012	"Dallas"	"Waukee 1"	3	974	835	1844	1099	622	1787
"IA"	2012	"Dallas"	"Waukee 2"	3	448	508	974	532	385	950
"IA"	2012	"Dallas"	"Waukee 3"	3	919	769	1701	1006	598	1645
"IA"	2012	"Dallas"	"Waukee 4"	3	1131	567	1704	1203	442	1671
"IA"	2012	"Dallas"	"Waukee 5"	3	440	270	719	490	193	701
"IA"	2012	"Dallas"	"Waukee 6"	3	674	488	1173	721	393	1154
"IA"	2012	"Dallas"	"West Des Moines 221"	3	1002	819	1853	1113	641	1796
"IA"	2012	"Dallas"	"West Des Moines 222"	3	683	569	1262	737	455	1220
"IA"	2012	"Dallas"	"West Des Moines 223"	3	644	509	1168	698	399	1125
"IA"	2012	"Dallas"	"West Des Moines 224"	3	134	99	237	146	76	234
"IA"	2012	"Dallas"	"West Des Moines 225"	3	917	836	1782	1030	646	1714
"IA"	2012	"Dallas"	"West Des Moines 226"	3	492	528	1034	545	431	999
"IA"	2012	"Dallas"	"West Des Moines 321"	3	272	202	480	294	159	463
"IA"	2012	"Dallas"	"West Des Moines 322"	3	472	238	716	496	194	707
"IA"	2012	"Davis"	"Bloomfield 1st Ward"	2	230	217	468	201	257	465
"IA"	2012	"Davis"	"Bloomfield 2nd Ward"	2	208	205	422	162	252	420
"IA"	2012	"Davis"	"Bloomfield 3rd Ward"	2	200	193	403	166	224	397
"IA"	2012	"Davis"	"Central"	2	353	232	600	291	284	584
"IA"	2012	"Davis"	"Northeast"	2	358	224	604	318	272	599
"IA"	2012	"Davis"	"Northwest"	2	302	194	514	268	233	510
"IA"	2012	"Davis"	"Southeast"	2	312	143	470	260	198	465
"IA"	2012	"Davis"	"Southwest"	2	175	112	292	156	131	290
"IA"	2012	"Decatur"	"BL/FA/Lamoni"	2	544	649	1212	479	611	1124
"IA"	2012	"Decatur"	"BU/NB/DC/HA/MO/PL"	2	234	125	375	206	128	344
"IA"	2012	"Decatur"	"Decatur City/DE"	2	113	81	200	100	88	193
"IA"	2012	"Decatur"	"GG/GG/LR/HP/WO"	2	175	132	328	155	142	313
"IA"	2012	"Decatur"	"GR/RL/GR"	2	120	111	231	118	100	221
"IA"	2012	"Decatur"	"LC/VW/FR/WE"	2	190	184	385	177	179	366
"IA"	2012	"Decatur"	"Leon/CE/ED"	2	571	509	1102	508	510	1040
"IA"	2012	"Delaware"	"Adams/Hazel Green"	1	321	268	594	321	250	578
"IA"	2012	"Delaware"	"Colony"	1	208	201	414	204	187	400
"IA"	2012	"Delaware"	"Delaware"	1	331	219	555	321	206	533
"IA"	2012	"Delaware"	"Delhi/Delaware Corp"	1	347	297	647	345	274	628
"IA"	2012	"Delaware"	"Honey Creek/Elk"	1	373	389	771	376	366	748
"IA"	2012	"Delaware"	"Manchester Ward 1"	1	312	455	775	328	424	764
"IA"	2012	"Delaware"	"Manchester Ward 2"	1	430	447	894	448	425	877
"IA"	2012	"Delaware"	"Manchester Ward 3"	1	385	557	956	392	530	934
"IA"	2012	"Delaware"	"Milo/Prairie"	1	566	495	1073	567	469	1046
"IA"	2012	"Delaware"	"Oneida/N Fork/Bremen"	1	786	572	1385	747	593	1363
"IA"	2012	"Delaware"	"Richland/Coffins Grove"	1	262	339	613	273	319	598
"IA"	2012	"Delaware"	"South Fork/Union"	1	315	377	701	310	375	690
"IA"	2012	"Des Moines"	"PCT 1T"	2	831	880	1739	817	853	1693
"IA"	2012	"Des Moines"	"PCT 2"	2	524	1028	1577	516	1006	1554
"IA"	2012	"Des Moines"	"PCT 3"	2	425	911	1374	429	878	1336
"IA"	2012	"Des Moines"	"PCT 4"	2	331	936	1301	337	900	1276
"IA"	2012	"Des Moines"	"PCT 5"	2	564	800	1380	555	767	1346
"IA"	2012	"Des Moines"	"PCT 6"	2	215	694	933	213	670	908
"IA"	2012	"Des Moines"	"PCT 7"	2	569	1086	1675	533	1048	1627
"IA"	2012	"Des Moines"	"PCT 8C"	2	755	1078	1856	745	1044	1814
"IA"	2012	"Des Moines"	"PCT 9"	2	608	943	1576	594	903	1522
"IA"	2012	"Des Moines"	"PCT DM"	2	476	419	922	434	432	884
"IA"	2012	"Des Moines"	"PCT FM"	2	627	773	1422	617	756	1397
"IA"	2012	"Des Moines"	"PCT HJ"	2	408	271	688	384	273	670
"IA"	2012	"Des Moines"	"PCT MY"	2	770	672	1464	738	650	1416
"IA"	2012	"Des Moines"	"PCT PW"	2	241	171	416	226	176	406
"IA"	2012	"Des Moines"	"PCT UNION"	2	222	227	459	208	234	451
"IA"	2012	"Des Moines"	"PCT WB"	2	570	999	1603	559	981	1572
"IA"	2012	"Dickinson"	"Precinct No. 1"	4	417	289	721	444	247	709
"IA"	2012	"Dickinson"	"Precinct No. 10-City-Wahpeton-W Okoboji"	4	319	173	500	292	190	488
"IA"	2012	"Dickinson"	"Precinct No. 11"	4	447	260	715	417	269	693
"IA"	2012	"Dickinson"	"Precinct No. 12"	4	342	174	519	344	156	506
"IA"	2012	"Dickinson"	"Precinct No. 13"	4	458	388	857	438	383	837
"IA"	2012	"Dickinson"	"Precinct No. 14"	4	223	209	438	223	201	432
"IA"	2012	"Dickinson"	"Precinct No. 15"	4	848	569	1446	835	553	1413
"IA"	2012	"Dickinson"	"Precinct No. 2"	4	444	246	697	450	230	689
"IA"	2012	"Dickinson"	"Precinct No. 3"	4	445	267	715	428	270	707
"IA"	2012	"Dickinson"	"Precinct No. 4"	4	134	108	254	143	94	246
"IA"	2012	"Dickinson"	"Precinct No. 5"	4	564	394	972	539	397	955
"IA"	2012	"Dickinson"	"Precinct No. 6"	4	125	159	287	134	145	288
"IA"	2012	"Dickinson"	"Precinct No. 7"	4	83	55	140	77	61	140
"IA"	2012	"Dickinson"	"Precinct No. 8"	4	995	762	1786	986	735	1761
"IA"	2012	"Dickinson"	"Precinct No. 9"	4	68	42	112	69	37	109
"IA"	2012	"Dubuque"	"ARC Building"	1	462	710	1189	433	700	1139
"IA"	2012	"Dubuque"	"Asbury Fire Station"	1	738	883	1642	689	894	1593
"IA"	2012	"Dubuque"	"Beckman High School"	1	798	595	1407	699	640	1354
"IA"	2012	"Dubuque"	"Bernard Fire Station"	1	141	210	359	122	215	343
"IA"	2012	"Dubuque"	"Cascade City Hall"	1	557	744	1324	517	752	1288
"IA"	2012	"Dubuque"	"Comiskey Park"	1	362	881	1268	333	870	1225
"IA"	2012	"Dubuque"	"Dyersville Memorial Hall"	1	346	358	712	338	354	700
"IA"	2012	"Dubuque"	"Election Annex"	1	165	555	744	170	527	715
"IA"	2012	"Dubuque"	"Emmaus Bible School"	1	480	731	1231	428	752	1192
"IA"	2012	"Dubuque"	"Epworth Council Chambers"	1	629	859	1509	586	873	1478
"IA"	2012	"Dubuque"	"Farley Community Center"	1	311	464	785	288	461	755
"IA"	2012	"Dubuque"	"Federal Building"	1	378	868	1282	364	849	1235
"IA"	2012	"Dubuque"	"Fogarty Hall"	1	651	1064	1750	617	1066	1702
"IA"	2012	"Dubuque"	"Holy Trinity Church"	1	413	923	1355	392	901	1308
"IA"	2012	"Dubuque"	"Hope Church"	1	809	746	1574	721	801	1533
"IA"	2012	"Dubuque"	"Key West Fire Station"	1	845	997	1873	738	1064	1816
"IA"	2012	"Dubuque"	"Luxemburg City Hall"	1	753	566	1339	707	584	1299
"IA"	2012	"Dubuque"	"Meadow Golf Course"	1	1163	919	2105	1019	999	2030
"IA"	2012	"Dubuque"	"Peosta Community Center"	1	1091	930	2048	1006	976	1998
"IA"	2012	"Dubuque"	"Rockdale Methodist Church"	1	898	1027	1948	833	1039	1891
"IA"	2012	"Dubuque"	"SS Peter & Paul School"	1	736	847	1613	695	848	1561
"IA"	2012	"Dubuque"	"Sacred Heart Church"	1	250	730	1004	239	708	964
"IA"	2012	"Dubuque"	"St Francis Xavier Bsm't"	1	389	289	689	346	313	664
"IA"	2012	"Dubuque"	"St John's Church"	1	238	610	878	229	596	842
"IA"	2012	"Dubuque"	"Summit Church"	1	729	872	1632	660	904	1578
"IA"	2012	"Dubuque"	"Swiss Valley Nature Center"	1	775	630	1425	709	657	1376
"IA"	2012	"Dubuque"	"The Journey Church"	1	894	1082	2008	828	1103	1949
"IA"	2012	"Dubuque"	"Theisens"	1	882	1019	1931	816	1046	1874
"IA"	2012	"Dubuque"	"Tri-State Blind - 5"	1	760	1106	1899	678	1133	1829
"IA"	2012	"Dubuque"	"Tri-State Blind 7"	1	783	1262	2077	715	1270	2002
"IA"	2012	"Dubuque"	"U.A.W. Local 94 Hall"	1	482	995	1501	451	986	1447
"IA"	2012	"Dubuque"	"Westminister Church - 10"	1	641	1279	1955	606	1236	1861
"IA"	2012	"Dubuque"	"Westminster Church - 9"	1	663	966	1667	622	941	1589
"IA"	2012	"Dubuque"	"Windsor Park"	1	554	1094	1670	484	1121	1619
"IA"	2012	"Dubuque"	"Y Building"	1	514	957	1501	491	950	1456
"IA"	2012	"Emmet"	"AG-IL-Armstrong"	4	362	257	626	328	270	614
"IA"	2012	"Emmet"	"CN-SL-Gruver"	4	137	64	203	128	68	200
"IA"	2012	"Emmet"	"DM-JC-Ringsted"	4	173	122	308	163	133	304
"IA"	2012	"Emmet"	"EL-LN-Dolliver"	4	110	75	188	120	60	184
"IA"	2012	"Emmet"	"Emmet-Estherville"	4	231	116	352	218	120	341
"IA"	2012	"Emmet"	"Estherville Ward 1"	4	356	335	701	357	319	689
"IA"	2012	"Emmet"	"Estherville Ward 2"	4	285	248	541	273	251	535
"IA"	2012	"Emmet"	"Estherville Ward 3"	4	272	309	590	250	313	578
"IA"	2012	"Emmet"	"Estherville Ward 4"	4	218	253	486	201	270	482
"IA"	2012	"Emmet"	"Estherville Ward 5"	4	185	192	383	167	192	373
"IA"	2012	"Emmet"	"HL-TM-Wallingford"	4	178	128	309	179	117	305
"IA"	2012	"Fayette"	"AUBURN TWP"	1	140	148	293	124	154	284
"IA"	2012	"Fayette"	"BANKS-FREMONT TWP"	1	253	231	490	244	234	484
"IA"	2012	"Fayette"	"BETHEL-WINDSOR TWP"	1	246	297	549	248	286	539
"IA"	2012	"Fayette"	"CENTER TWP"	1	95	77	176	100	73	175
"IA"	2012	"Fayette"	"CLERMONT TWP"	1	256	205	466	245	208	459
"IA"	2012	"Fayette"	"DOVER TWP."	1	163	108	277	157	108	271
"IA"	2012	"Fayette"	"EDEN TWP"	1	131	141	278	117	140	263
"IA"	2012	"Fayette"	"FAIRBANK, INC.                "	1	65	136	201	60	138	199
"IA"	2012	"Fayette"	"FAIRFIELD-PUTNAM TWP"	1	252	249	505	251	243	498
"IA"	2012	"Fayette"	"HARLAN TWP"	1	193	242	441	175	250	432
"IA"	2012	"Fayette"	"ILLYRIA TWP"	1	122	143	271	126	138	266
"IA"	2012	"Fayette"	"JEFFERSON TWP."	1	131	169	309	125	171	303
"IA"	2012	"Fayette"	"OELWEIN - WARD 1"	1	287	471	764	272	469	753
"IA"	2012	"Fayette"	"OELWEIN - WARD 2"	1	174	477	662	179	466	655
"IA"	2012	"Fayette"	"OELWEIN - WARD 3"	1	165	469	645	159	462	633
"IA"	2012	"Fayette"	"OELWEIN - WARD 4"	1	307	530	843	305	523	833
"IA"	2012	"Fayette"	"ORAN TWP."	1	112	126	240	106	126	235
"IA"	2012	"Fayette"	"PLEASANT VALLEY TWP"	1	264	215	487	245	233	479
"IA"	2012	"Fayette"	"SCOTT TWP"	1	74	65	140	83	54	138
"IA"	2012	"Fayette"	"SMITHFIELD TWP."	1	79	49	130	74	53	130
"IA"	2012	"Fayette"	"UNION TWP."	1	128	93	224	120	98	219
"IA"	2012	"Fayette"	"WEST UNION - WARD 1"	1	246	251	503	237	251	493
"IA"	2012	"Fayette"	"WEST UNION - WARD 2"	1	173	192	367	156	191	350
"IA"	2012	"Fayette"	"WEST UNION - WARD 3"	1	154	230	390	160	222	386
"IA"	2012	"Fayette"	"WESTFIELD TWP"	1	282	418	715	255	415	683
"IA"	2012	"Floyd"	"Charles City Corp / CC1"	4	445	686	1146	393	716	1134
"IA"	2012	"Floyd"	"Charles City Corp / CC2"	4	501	821	1336	479	819	1325
"IA"	2012	"Floyd"	"Charles City Corp / CC3"	4	394	833	1242	376	827	1226
"IA"	2012	"Floyd"	"Floyd / Cedar / Niles"	4	442	450	905	422	436	881
"IA"	2012	"Floyd"	"Rock - Grove - Rudd"	4	459	696	1172	424	707	1159
"IA"	2012	"Floyd"	"Rockford - Ulster"	4	370	425	801	362	416	794
"IA"	2012	"Floyd"	"Scott - Union - Pleasant Grove"	4	258	318	587	248	311	573
"IA"	2012	"Floyd"	"St. Charles Twp - Riverton"	4	603	451	1068	552	472	1056
"IA"	2012	"Franklin"	"Geneva/Ingham/East Mott"	4	199	178	390	189	180	385
"IA"	2012	"Franklin"	"Grant/Osceola"	4	184	119	309	183	111	302
"IA"	2012	"Franklin"	"Hamilton/Lee/Reeve"	4	219	139	364	219	135	357
"IA"	2012	"Franklin"	"Hampton 1"	4	158	189	358	145	195	352
"IA"	2012	"Franklin"	"Hampton 2"	4	265	226	500	253	229	491
"IA"	2012	"Franklin"	"Hampton 3"	4	279	264	553	257	275	546
"IA"	2012	"Franklin"	"Hampton 4"	4	183	256	447	172	264	443
"IA"	2012	"Franklin"	"Marion"	4	215	153	376	219	145	374
"IA"	2012	"Franklin"	"Oakland/Morgan"	4	208	151	369	217	150	370
"IA"	2012	"Franklin"	"Richland/Ross/West Fork"	4	568	406	985	520	437	977
"IA"	2012	"Franklin"	"West Mott Township"	4	158	99	261	153	99	255
"IA"	2012	"Franklin"	"Wisner/Scott"	4	187	86	274	176	94	273
"IA"	2012	"Fremont"	"FARRAGUT"	3	402	340	748	428	255	716
"IA"	2012	"Fremont"	"GREEN/RIVERSIDE/SCOTT"	3	545	399	960	587	274	917
"IA"	2012	"Fremont"	"HAMBURG II"	3	61	86	151	82	55	146
"IA"	2012	"Fremont"	"HAMBURG III"	3	57	56	119	66	40	115
"IA"	2012	"Fremont"	"HAMBURG WARD I/WASHINGTON TWP"	3	199	196	402	224	137	384
"IA"	2012	"Fremont"	"RIVERTON"	3	139	127	271	149	87	257
"IA"	2012	"Fremont"	"SIDNEY"	3	569	433	1017	615	314	987
"IA"	2012	"Greene"	"Central Precinct"	4	378	275	664	386	255	654
"IA"	2012	"Greene"	"East Precinct"	4	302	419	736	326	379	725
"IA"	2012	"Greene"	"Jefferson 1 Precinct"	4	305	340	659	298	334	641
"IA"	2012	"Greene"	"Jefferson 2 Precinct"	4	337	366	714	318	365	700
"IA"	2012	"Greene"	"Jefferson 3 Precinct"	4	427	454	903	409	459	892
"IA"	2012	"Greene"	"North Precinct"	4	323	313	644	329	288	631
"IA"	2012	"Greene"	"West Precinct"	4	308	208	526	298	203	514
"IA"	2012	"Grundy"	"PRECINCT 1"	4	573	409	994	552	393	969
"IA"	2012	"Grundy"	"PRECINCT 2"	4	299	134	441	281	152	438
"IA"	2012	"Grundy"	"PRECINCT 3"	4	619	240	879	610	233	862
"IA"	2012	"Grundy"	"PRECINCT 4"	4	371	139	520	362	139	508
"IA"	2012	"Grundy"	"PRECINCT 5"	4	718	589	1324	693	550	1273
"IA"	2012	"Grundy"	"PRECINCT 6"	4	852	553	1432	840	533	1390
"IA"	2012	"Grundy"	"PRECINCT 7"	4	783	571	1372	736	573	1336
"IA"	2012	"Guthrie"	"Black Precinct"	3	210	207	427	237	149	415
"IA"	2012	"Guthrie"	"Blue Precinct"	3	731	536	1295	814	401	1261
"IA"	2012	"Guthrie"	"Brown Precinct"	3	357	167	540	373	133	530
"IA"	2012	"Guthrie"	"Gold Precinct"	3	590	524	1156	699	370	1126
"IA"	2012	"Guthrie"	"Green Precinct"	3	345	327	682	378	240	660
"IA"	2012	"Guthrie"	"Purple Precinct"	3	551	565	1137	603	439	1109
"IA"	2012	"Guthrie"	"Red Precinct - Bayard/Highland/Orange"	3	208	166	389	238	117	375
"IA"	2012	"Guthrie"	"White Precinct"	3	179	77	262	186	66	258
"IA"	2012	"Hamilton"	"Precinct 1"	4	388	324	728	380	314	714
"IA"	2012	"Hamilton"	"Precinct 2"	4	358	253	618	354	238	611
"IA"	2012	"Hamilton"	"Precinct 3"	4	667	472	1171	677	453	1161
"IA"	2012	"Hamilton"	"Precinct 4"	4	624	429	1075	590	443	1058
"IA"	2012	"Hamilton"	"Precinct 5"	4	392	200	614	391	199	614
"IA"	2012	"Hamilton"	"Webster City 1"	4	535	743	1295	531	710	1275
"IA"	2012	"Hamilton"	"Webster City 2"	4	705	819	1545	693	801	1531
"IA"	2012	"Hamilton"	"Webster City 3 / Cass"	4	322	542	881	308	531	868
"IA"	2012	"Hancock"	"Precinct 1"	4	364	259	628	340	265	622
"IA"	2012	"Hancock"	"Precinct 10"	4	94	80	180	86	87	180
"IA"	2012	"Hancock"	"Precinct 2"	4	86	134	225	83	130	220
"IA"	2012	"Hancock"	"Precinct 3"	4	109	92	206	101	87	199
"IA"	2012	"Hancock"	"Precinct 4"	4	821	534	1365	784	534	1347
"IA"	2012	"Hancock"	"Precinct 5"	4	123	73	202	108	80	197
"IA"	2012	"Hancock"	"Precinct 6"	4	1007	805	1835	932	851	1818
"IA"	2012	"Hancock"	"Precinct 7"	4	294	213	513	276	205	498
"IA"	2012	"Hancock"	"Precinct 8"	4	159	128	298	160	120	293
"IA"	2012	"Hancock"	"Precinct 9"	4	260	203	473	261	200	469
"IA"	2012	"Hardin"	"Alden/Buckeye Precinct"	4	359	346	716	361	320	700
"IA"	2012	"Hardin"	"Concord/Sherman/Grant/Tip"	4	789	478	1292	783	473	1288
"IA"	2012	"Hardin"	"Eldora City Precinct"	4	651	567	1245	643	545	1227
"IA"	2012	"Hardin"	"Eldora/Pleas/Prov/Union"	4	558	368	944	567	334	934
"IA"	2012	"Hardin"	"Etna/Clay Precinct"	4	690	552	1271	697	508	1245
"IA"	2012	"Hardin"	"Hardin/Ellis/Jackson Prec"	4	453	371	837	432	376	826
"IA"	2012	"Hardin"	"Iowa Falls Precinct #1"	4	443	638	1095	425	616	1069
"IA"	2012	"Hardin"	"Iowa Falls Precinct #2"	4	727	755	1498	729	718	1478
"IA"	2012	"Harrison"	"Precinct #1"	4	58	85	146	60	81	144
"IA"	2012	"Harrison"	"Precinct #10 - Logan"	4	349	343	703	354	307	681
"IA"	2012	"Harrison"	"Precinct #11 - St. John Township"	4	410	280	700	400	269	689
"IA"	2012	"Harrison"	"Precinct #12 - Missouri Valley"	4	597	652	1274	583	625	1245
"IA"	2012	"Harrison"	"Precinct #13"	4	407	188	604	379	199	590
"IA"	2012	"Harrison"	"Precinct #2"	4	192	112	310	173	120	308
"IA"	2012	"Harrison"	"Precinct #3"	4	307	404	719	297	392	705
"IA"	2012	"Harrison"	"Precinct #4"	4	230	145	385	216	144	377
"IA"	2012	"Harrison"	"Precinct #5"	4	383	190	585	364	176	567
"IA"	2012	"Harrison"	"Precinct #6"	4	161	98	262	159	93	258
"IA"	2012	"Harrison"	"Precinct #7 - Woodbine"	4	402	330	741	414	289	723
"IA"	2012	"Harrison"	"Precinct #8"	4	212	169	383	211	157	374
"IA"	2012	"Harrison"	"Precinct #9"	4	357	140	510	327	147	492
"IA"	2012	"Henry"	"Central Precinct"	2	879	606	1510	830	587	1455
"IA"	2012	"Henry"	"Mt Pleasant Ward 1"	2	496	523	1047	485	511	1014
"IA"	2012	"Henry"	"Mt Pleasant Ward 2"	2	422	528	968	422	492	934
"IA"	2012	"Henry"	"Mt Pleasant Ward 3"	2	421	498	937	410	464	903
"IA"	2012	"Henry"	"Mt Pleasant Ward 4"	2	452	333	800	442	331	786
"IA"	2012	"Henry"	"Northeast Precinct"	2	543	387	952	531	351	913
"IA"	2012	"Henry"	"Northwest Precinct"	2	586	393	999	533	411	960
"IA"	2012	"Henry"	"Southeast Precinct"	2	814	874	1723	792	811	1664
"IA"	2012	"Henry"	"Southwest Precinct"	2	422	318	761	381	324	730
"IA"	2012	"Howard"	"Afton/Howard/Paris"	1	311	471	795	294	436	739
"IA"	2012	"Howard"	"Albion/Forest City"	1	202	246	455	185	232	435
"IA"	2012	"Howard"	"Chester/Oakdale"	1	97	120	222	94	101	203
"IA"	2012	"Howard"	"Cresco 1A"	1	90	201	298	94	176	280
"IA"	2012	"Howard"	"Cresco 2"	1	265	428	702	267	395	677
"IA"	2012	"Howard"	"Cresco 3"	1	207	393	614	211	361	581
"IA"	2012	"Howard"	"Jamestown"	1	120	138	265	128	113	246
"IA"	2012	"Howard"	"New Oregon"	1	176	244	431	183	225	410
"IA"	2012	"Howard"	"Saratoga/Howard Center"	1	127	133	260	122	119	245
"IA"	2012	"Howard"	"Vernon Springs"	1	200	394	603	207	347	573
"IA"	2012	"Humboldt"	"Avery-North Weaver"	4	137	143	281	134	135	279
"IA"	2012	"Humboldt"	"Dakota City-Grove"	4	342	223	581	332	223	579
"IA"	2012	"Humboldt"	"Delana-Wacousta-North Rutland"	4	230	138	373	221	136	361
"IA"	2012	"Humboldt"	"Humboldt 1-Corinth-South Weaver"	4	731	379	1122	688	394	1103
"IA"	2012	"Humboldt"	"Humboldt 2-Beaver-South Norway"	4	516	413	947	496	413	934
"IA"	2012	"Humboldt"	"Humboldt 3-South Rutland"	4	657	430	1101	632	422	1080
"IA"	2012	"Humboldt"	"Humboldt-West Vernon"	4	226	102	338	202	122	332
"IA"	2012	"Humboldt"	"North Lake-East Vernon"	4	147	68	221	145	69	217
"IA"	2012	"Humboldt"	"South Lake-North Norway"	4	113	76	194	108	69	188
"IA"	2012	"Ida"	"City of Arthur"	4	267	129	407	307	92	404
"IA"	2012	"Ida"	"City of Battle Creek & Grant Twp"	4	507	306	826	543	265	817
"IA"	2012	"Ida"	"City of Galva"	4	188	74	267	196	64	263
"IA"	2012	"Ida"	"City of Holstein"	4	579	370	966	613	326	956
"IA"	2012	"Ida"	"Ida Grove Ward 1"	4	232	131	366	240	121	367
"IA"	2012	"Ida"	"Ida Grove Ward 2"	4	259	150	411	273	125	409
"IA"	2012	"Ida"	"Ida Grove Ward 3"	4	254	161	420	268	138	420
"IA"	2012	"Iowa"	"Dayton/English I"	1	197	131	332	188	137	330
"IA"	2012	"Iowa"	"English II"	1	326	287	623	295	296	604
"IA"	2012	"Iowa"	"Fillmore/Greene"	1	335	335	678	340	314	663
"IA"	2012	"Iowa"	"Hartford I/Sumner"	1	190	166	366	178	173	358
"IA"	2012	"Iowa"	"Hartford II/Lincoln"	1	337	263	612	307	280	600
"IA"	2012	"Iowa"	"Hilton/Washington"	1	412	310	742	395	314	722
"IA"	2012	"Iowa"	"Honey Creek/Marengo Rural"	1	209	165	377	185	173	365
"IA"	2012	"Iowa"	"Lenox/Iowa"	1	762	761	1550	715	760	1502
"IA"	2012	"Iowa"	"Marengo City"	1	468	687	1171	438	667	1129
"IA"	2012	"Iowa"	"Pilot/Troy/York"	1	429	230	672	398	251	662
"IA"	2012	"Iowa"	"Williamsburg"	1	904	809	1743	845	817	1678
"IA"	2012	"Jackson"	"Andrew City Hall - Pct 6"	1	300	331	645	275	333	616
"IA"	2012	"Jackson"	"Bellevue City Hall - Pct 1"	1	591	974	1584	531	977	1524
"IA"	2012	"Jackson"	"Courthouse Courtroom - Pct 7"	1	411	446	868	380	437	834
"IA"	2012	"Jackson"	"Courthouse North Lobby - Pct 15 - 4th Ward Maquoketa City"	1	221	413	643	207	404	616
"IA"	2012	"Jackson"	"LaMotte Recreation Center - Pct 3"	1	259	287	555	228	295	529
"IA"	2012	"Jackson"	"Maquoketa City Hall - Pct 14 - 3rd Ward Maquoketa City"	1	160	356	528	153	346	507
"IA"	2012	"Jackson"	"Maquoketa Fire Station - Pct 16 - 5th Ward Maquoketa City"	1	292	412	717	251	420	679
"IA"	2012	"Jackson"	"Miles City Hall - Pct 10"	1	191	210	405	157	212	378
"IA"	2012	"Jackson"	"Monmouth City Hall - Pct 5"	1	156	232	394	150	233	390
"IA"	2012	"Jackson"	"Preston Community Hall - Pct 9"	1	435	518	970	366	534	912
"IA"	2012	"Jackson"	"Sabula City Hall - Pct 11"	1	177	237	416	158	226	386
