state	year	precinct	precinct_code	g2012_USP_dv	g2012_USP_ldv	g2012_USP_adv	g2012_USP_rv	g2012_USP_lrv	g2012_USP_arv	g2012_USS_dv	g2012_USS_ldv	g2012_USS_adv	g2012_USS_rv	g2012_USS_lrv	g2012_USS_arv	g2012_USP_tv	g2012_USP_atv	g2012_USP_ltv	g2012_USS_tv	g2012_USS_atv	g2012_USS_ltv	cd	g2012_USH_dv	g2012_USH_ldv	g2012_USH_adv	g2012_USH_rv	g2012_USH_lrv	g2012_USH_arv	g2012_USH_tv	g2012_USH_atv	g2012_USH_ltv	ld	g2012_STH_dv	g2012_STH_ldv	g2012_STH_adv	g2012_STH_rv	g2012_STH_lrv	g2012_STH_arv	g2012_STH_tv	g2012_STH_atv	g2012_STH_ltv	sd	g2012_STS_dv	g2012_STS_ldv	g2012_STS_adv	g2012_STS_rv	g2012_STS_lrv	g2012_STS_arv	g2012_STS_tv	g2012_STS_atv	g2012_STS_ltv
"RI"	2012	"Providence 2875"	2875	767	746	21	109	106	3	764	745	19	100	96	4	880	24	856	864	23	841	2	712	693	19	104	100	4	851	23	828	13	774	754	20				790	22	768	7	723	704	19				841	23	818
"RI"	2012	"Providence 2876"	2876	506	489	17	77	72	5	513	494	19	68	65	3	590	22	568	583	22	561	2	491	475	16	53	49	4	569	20	549	13	529	510	19				536	19	517	7	482	465	17				562	19	543
"RI"	2012	"Providence 2877"	2877	245	234	11	64	64	0	255	245	10	59	58	1	317	11	306	314	11	303	2	238	228	10	58	57	1	313	11	302	14	268	258	10				277	10	267	7	259	249	10				312	11	301
"RI"	2012	"Providence 2878"	2878	55	52	3	6	6	0	58	56	2	5	5	0	63	3	60	63	2	61	2	56	54	2	4	4	0	63	2	61	14	56	55	1				56	1	55	7	52	51	1				61	1	60
"RI"	2012	"Providence Limited 1"	2879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0																				
"RI"	2012	"Providence Limited 2"	2880	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	0	0	1	1	0	1	0	1																				
"RI"	2012	"Providence President"	2881	3194	3181	13	501	500	1							3770	14	3756	0	0	0																														
"RI"	2012	"Richmond 2901"	2901	1025	977	48	771	739	32	1048	1002	46	779	743	36	1873	82	1791	1832	82	1750	2	864	823	41	692	661	31	1850	82	1768	39	996	951	45	780	747	33	1777	78	1699	34	992	947	45	793	758	35	1786	80	1706
"RI"	2012	"Richmond 2902"	2902	939	911	28	761	741	20	961	933	28	752	734	18	1752	48	1704	1717	46	1671	2	820	796	24	658	640	18	1731	45	1686	39	945	923	22	742	721	21	1693	43	1650	34	924	904	20	774	751	23	1700	43	1657
"RI"	2012	"Richmond Limited"	2903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0																				
"RI"	2012	"Richmond President"	2904	38	37	1	23	23	0							61	1	60	0	0	0																														
"RI"	2012	"Scituate 3001"	3001	811	753	58	1063	991	72	839	774	65	1008	944	64	1913	130	1783	1853	129	1724	2	792	737	55	971	901	70	1885	130	1755	41	1033	956	77	722	670	52	1873	131	1742	21	925	858	67	933	871	62	1862	129	1733
"RI"	2012	"Scituate 3002"	3002	872	837	35	888	841	47	859	822	37	883	838	45	1802	84	1718	1745	82	1663	2	798	768	30	831	786	45	1772	82	1690	41	978	938	40	586	556	30	1742	80	1662	21	833	805	28	908	858	50	1744	78	1666
"RI"	2012	"Scituate 3003"	3003	893	833	60	1033	961	72	941	873	68	976	914	62	1979	133	1846	1923	130	1793	2	879	824	55	900	836	64	1945	130	1815	41	1160	1090	70	653	601	52	1939	129	1810	21	992	929	63	927	863	64	1924	127	1797
"RI"	2012	"Scituate Limited"	3004	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	2	1	1	0	0	0	0	1	0	1																				
"RI"	2012	"Scituate President"	3005	30	30	0	34	33	1							65	1	64	0	0	0																														
"RI"	2012	"Smithfield 3101"	3101	798	741	57	737	681	56	814	751	63	692	643	49	1555	115	1440	1507	112	1395	1	566	512	54	881	828	53	1540	113	1427	44	905	841	64	603	560	43	1508	107	1401	22	800	745	55	705	653	52	1506	107	1399
"RI"	2012	"Smithfield 3102"	3102	880	836	44	602	559	43	862	813	49	585	547	38	1512	89	1423	1449	87	1362	1	604	569	35	772	724	48	1489	88	1401	44	923	874	49	517	480	37	1441	86	1355	22	908	855	53	547	515	32	1458	86	1372
"RI"	2012	"Smithfield 3103"	3103	892	843	49	783	746	37	900	853	47	730	692	38	1695	86	1609	1632	85	1547	1	642	608	34	951	904	47	1682	87	1595	44	1058	1006	52	585	552	33	1646	85	1561	22	938	897	41	701	657	44	1644	85	1559
"RI"	2012	"Smithfield 3104"	3104	911	833	78	917	868	49	968	879	89	844	802	42	1877	133	1744	1815	132	1683	1	612	546	66	1127	1070	57	1857	130	1727	53	1159	1059	100	650	621	29	1812	129	1683	22	1009	921	88	809	767	42	1821	130	1691
"RI"	2012	"Smithfield 3105"	3105	981	854	127	821	747	74	1014	891	123	740	673	67	1832	203	1629	1760	191	1569	1	703	610	93	990	899	91	1812	200	1612	53	1165	1042	123	578	515	63	1750	187	1563	22	1077	959	118	686	618	68	1765	186	1579
"RI"	2012	"Smithfield 3106"	3106	739	679	60	767	705	62	774	706	68	703	649	54	1544	124	1420	1478	122	1356	1	539	491	48	895	830	65	1529	124	1405	53	881	804	77	587	547	40	1475	118	1357	22	747	684	63	736	686	50	1488	115	1373
"RI"	2012	"Smithfield Limited"	3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0																				
"RI"	2012	"Smithfield President"	3108	92	89	3	54	54	0							148	3	145	0	0	0																														
"RI"	2012	"South Kingstown 3201"	3201	324	308	16	255	242	13	316	301	15	259	246	13	594	29	565	577	28	549	2	251	239	12	232	222	10	587	27	560	33	268	255	13	296	283	13	564	26	538	35	279	266	13	266	253	13	545	26	519
"RI"	2012	"South Kingstown 3202"	3202	911	840	71	497	435	62	881	810	71	493	432	61	1437	136	1301	1376	132	1244	2	736	677	59	475	418	57	1410	131	1279	33	751	695	56	587	516	71	1341	127	1214	37	902	832	70	479	418	61	1382	131	1251
"RI"	2012	"South Kingstown 3203"	3203	969	877	92	553	503	50	924	836	88	559	510	49	1553	142	1411	1488	137	1351	2	745	671	74	509	469	40	1525	139	1386	33	833	754	79	626	570	56	1462	135	1327	37	1010	912	98	491	450	41	1502	139	1363
"RI"	2012	"South Kingstown 3204"	3204	932	886	46	322	303	19	941	895	46	309	296	13	1307	68	1239	1251	59	1192	2	656	620	36	273	258	15	1270	61	1209	34	877	836	41	381	360	21	1261	62	1199	37	973	927	46	283	269	14	1258	60	1198
"RI"	2012	"South Kingstown 3205"	3205	1165	1105	60	441	417	24	1108	1051	57	471	447	24	1658	85	1573	1583	81	1502	2	793	750	43	418	392	26	1614	80	1534	34	1030	991	39	555	522	33	1586	72	1514	37	1178	1123	55	394	377	17	1575	72	1503
"RI"	2012	"South Kingstown 3206"	3206	758	686	72	388	355	33	719	650	69	420	384	36	1184	107	1077	1140	105	1035	2	564	499	65	344	313	31	1161	107	1054	35	664	606	58	443	397	46	1112	104	1008	37	869	789	80	289	265	24	1161	104	1057
"RI"	2012	"South Kingstown 3207"	3207	1129	1041	88	601	567	34	1110	1025	85	584	551	33	1778	124	1654	1698	118	1580	2	856	788	68	506	480	26	1742	121	1621	35	961	895	66	698	654	44	1665	110	1555	37	1176	1088	88	515	487	28	1693	116	1577
"RI"	2012	"South Kingstown 3208"	3208	1048	956	92	798	741	57	987	895	92	822	767	55	1882	154	1728	1811	147	1664	2	705	640	65	755	700	55	1849	150	1699	35	845	779	66	933	852	81	1782	147	1635	37	1109	1017	92	712	657	55	1823	148	1675
"RI"	2012	"South Kingstown 3209"	3209	449	411	38	329	302	27	451	415	36	321	293	28	798	67	731	774	64	710	2	289	266	23	275	251	24	781	64	717	36	410	384	26	248	221	27	753	63	690	37	489	455	34	282	253	29	773	64	709
"RI"	2012	"South Kingstown 3210"	3210	735	677	58	469	431	38	730	670	60	458	421	37	1240	98	1142	1191	98	1093	2	558	508	50	423	391	32	1220	99	1121	36	685	632	53	363	333	30	1178	90	1088	38				674	619	55	709	57	652
"RI"	2012	"South Kingstown Limited"	3211	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	2	1	0	1	0	0	0	1	1	0																				
"RI"	2012	"South Kingstown President"	3212	190	183	7	67	65	2							266	9	257	0	0	0																														
"RI"	2012	"Tiverton 3301"	3301	865	818	47	592	525	67	867	817	50	548	487	61	1476	114	1362	1415	111	1304	1	677	641	36	675	602	73	1441	113	1328	70	926	869	57				1322	95	1227	10	1032	966	66				1047	66	981
"RI"	2012	"Tiverton 3302"	3302	950	913	37	560	535	25	938	901	37	521	497	24	1532	63	1469	1461	61	1400	1	728	701	27	672	642	30	1498	63	1435	70	1042	998	44				1382	56	1326	10	1133	1094	39				1145	39	1106
"RI"	2012	"Tiverton 3303"	3303	536	513	23	275	252	23	527	504	23	265	244	21	833	47	786	793	44	749	1	421	401	20	332	309	23	824	47	777	70	573	546	27				753	39	714	10	628	594	34				633	34	599
"RI"	2012	"Tiverton 3304"	3304	570	538	32	458	434	24	570	533	37	439	420	19	1049	58	991	1013	56	957	1	405	380	25	548	519	29	1025	58	967	70	663	622	41				964	53	911	11				628	589	39	644	40	604
"RI"	2012	"Tiverton 3305"	3305	171	165	6	77	74	3	166	162	4	80	76	4	257	9	248	248	8	240	1	125	121	4	106	102	4	251	8	243	70	166	163	3				233	7	226	12	166	160	6				171	7	164
"RI"	2012	"Tiverton 3306"	3306	840	797	43	566	542	24	841	796	45	536	511	25	1441	69	1372	1379	70	1309	1	660	624	36	645	617	28	1404	69	1335	71	988	940	48				1000	49	951	12	975	928	47				990	47	943
"RI"	2012	"Tiverton 3307"	3307	565	530	35	501	443	58	562	530	32	475	421	54	1086	94	992	1039	86	953	1	434	412	22	567	501	66	1067	90	977	71	681	639	42				697	43	654	12	685	639	46				699	46	653
"RI"	2012	"Tiverton Limited"	3308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0																				
"RI"	2012	"Tiverton President"	3309	76	75	1	27	26	1							104	2	102	0	0	0																														
"RI"	2012	"Warren 3401"	3401	785	712	73	329	299	30	768	693	75	325	299	26	1144	104	1040	1094	101	993	1	621	558	63	419	385	34	1125	100	1025	67	801	734	67	308	277	31	1109	98	1011	10	949	870	79				961	79	882
"RI"	2012	"Warren 3402"	3402	969	920	49	652	604	48	985	936	49	612	557	55	1657	102	1555	1598	104	1494	1	728	691	37	809	750	59	1638	101	1537	67	1024	964	60	584	544	40	1610	100	1510	10	1314	1232	82				1343	85	1258
"RI"	2012	"Warren 3403"	3403	1239	1149	90	677	622	55	1211	1118	93	662	612	50	1956	147	1809	1875	143	1732	1	913	851	62	845	776	69	1923	143	1780	68	1101	1017	84	725	672	53	1830	137	1693	10	1558	1438	120				1593	124	1469
"RI"	2012	"Warren Limited"	3404	1	1	0	1	1	0	1	1	0	1	1	0	2	0	2	2	0	2	1	1	1	0	1	1	0	2	0	2																				
"RI"	2012	"Warren President"	3405	64	64	0	29	29	0							94	0	94	0	0	0																														
"RI"	2012	"Warwick 3501"	3501	1153	1100	53	736	690	46	1095	1039	56	731	691	40	1922	99	1823	1829	96	1733	2	1006	960	46	732	685	47	1909	99	1810	19	1446	1377	69				1490	70	1420	29	1388	1324	64				1462	67	1395
"RI"	2012	"Warwick 3502"	3502	1054	1020	34	658	629	29	1032	995	37	624	597	27	1742	64	1678	1663	64	1599	2	1022	985	37	583	563	20	1721	65	1656	19	1322	1276	46				1358	48	1310	29	1290	1243	47				1352	50	1302
"RI"	2012	"Warwick 3503"	3503	584	564	20	290	276	14	577	558	19	284	268	16	894	34	860	862	35	827	2	559	541	18	270	257	13	887	35	852	19	652	629	23				680	25	655	29	662	641	21				695	25	670
"RI"	2012	"Warwick 3504"	3504	943	905	38	393	375	18	924	886	38	396	379	17	1380	56	1324	1323	55	1268	2	867	830	37	362	344	18	1363	56	1307	19	1084	1039	45				1112	47	1065	31	1050	1010	40				1077	43	1034
"RI"	2012	"Warwick 3505"	3505	431	422	9	207	199	8	429	420	9	206	199	7	656	17	639	636	16	620	2	419	410	9	191	183	8	653	17	636	19	496	483	13				508	13	495	31	497	488	9				508	10	498
"RI"	2012	"Warwick 3506"	3506	405	388	17	215	212	3	410	395	15	214	209	5	642	20	622	627	20	607	2	397	381	16	201	197	4	636	20	616	20	486	470	16				508	17	491	30	412	396	16	125	122	3	621	20	601
"RI"	2012	"Warwick 3507"	3507	192	184	8	121	111	10	186	178	8	122	114	8	324	18	306	308	16	292	2	172	164	8	106	97	9	315	17	298	20	223	212	11				236	11	225	30	159	150	9	75	70	5	295	15	280
"RI"	2012	"Warwick 3508"	3508	920	885	35	453	441	12	928	892	36	451	440	11	1416	48	1368	1382	47	1335	2	877	842	35	419	407	12	1404	48	1356	20	1079	1048	31				1104	31	1073	31	1077	1045	32				1108	32	1076
"RI"	2012	"Warwick 3509"	3509	206	190	16	131	119	12	203	187	16	125	113	12	339	28	311	329	28	301	2	202	190	12	116	103	13	338	28	310	20	252	232	20				255	20	235	31	254	233	21				256	22	234
"RI"	2012	"Warwick 3510"	3510	611	592	19	401	390	11	604	588	16	377	364	13	1028	30	998	983	29	954	2	564	548	16	372	358	14	1018	30	988	20	727	708	19				755	19	736	31	759	737	22				779	22	757
"RI"	2012	"Warwick 3511"	3511	972	867	105	602	563	39	943	853	90	585	545	40	1607	144	1463	1530	130	1400	2	929	837	92	539	501	38	1568	134	1434	20	1104	1017	87				1127	88	1039	31	1132	1043	89				1157	90	1067
"RI"	2012	"Warwick 3512"	3512	644	620	24	354	341	13	643	620	23	339	324	15	1020	37	983	985	38	947	2	649	626	23	288	273	15	1008	38	970	21	784	755	29				802	29	773	29	797	768	29				824	30	794
"RI"	2012	"Warwick 3513"	3513	954	870	84	580	531	49	945	868	77	571	519	52	1574	134	1440	1520	129	1391	2	914	835	79	560	506	54	1561	134	1427	21	1159	1067	92				1188	93	1095	29	1215	1116	99				1251	103	1148
"RI"	2012	"Warwick 3514"	3514	1160	1106	54	660	628	32	1143	1085	58	642	613	29	1862	87	1775	1789	87	1702	2	1048	998	50	634	603	31	1847	85	1762	21	1392	1323	69				1422	71	1351	29	1465	1391	74				1502	75	1427
"RI"	2012	"Warwick 3515"	3515	1148	1100	48	597	565	32	1127	1075	52	583	553	30	1785	84	1701	1715	82	1633	2	1084	1036	48	558	528	30	1758	83	1675	21	1388	1328	60				1435	61	1374	29	1450	1391	59				1490	62	1428
"RI"	2012	"Warwick 3516"	3516	288	277	11	158	148	10	287	277	10	158	148	10	455	21	434	445	20	425	2	262	252	10	154	145	9	449	20	429	22	329	314	15				335	15	320	29	353	339	14				363	14	349
"RI"	2012	"Warwick 3517"	3517	359	343	16	227	222	5	350	337	13	228	220	8	599	22	577	580	21	559	2	352	336	16	202	197	5	592	22	570	22	449	432	17				457	18	439	29	463	445	18				473	19	454
"RI"	2012	"Warwick 3518"	3518	1010	962	48	789	748	41	1021	976	45	739	702	37	1834	90	1744	1762	82	1680	2	973	930	43	734	692	42	1806	87	1719	22	1305	1242	63				1343	64	1279	30	1095	1048	47	426	400	26	1754	85	1669
"RI"	2012	"Warwick 3519"	3519	1074	1021	53	726	689	37	1053	996	57	694	663	31	1841	91	1750	1752	88	1664	2	981	932	49	667	629	38	1807	90	1717	22	1342	1279	63				1396	63	1333	30	1089	1039	50	400	376	24	1756	83	1673
"RI"	2012	"Warwick 3520"	3520	893	875	18	416	410	6	869	852	17	425	418	7	1346	25	1321	1295	24	1271	2	823	805	18	414	411	3	1333	25	1308	22	1038	1016	22				1071	22	1049	30	854	837	17	242	239	3	1298	24	1274
"RI"	2012	"Warwick 3521"	3521	849	793	56	454	425	29	858	792	66	428	407	21	1341	87	1254	1291	87	1204	2	816	752	64	410	389	21	1329	86	1243	23	874	820	54	390	369	21	1269	76	1193	29	1066	997	69				1095	71	1024
"RI"	2012	"Warwick 3522"	3522	665	652	13	327	321	6	635	622	13	336	328	8	1028	20	1008	976	21	955	2	626	610	16	301	296	5	1007	21	986	23	700	686	14	261	254	7	965	21	944	30	612	603	9	197	189	8	971	21	950
"RI"	2012	"Warwick 3523"	3523	1031	995	36	668	642	26	1008	972	36	646	621	25	1737	63	1674	1660	61	1599	2	918	879	39	593	573	20	1721	62	1659	23	1099	1060	39	552	535	17	1659	56	1603	30	949	911	38	307	296	11	1680	59	1621
"RI"	2012	"Warwick 3524"	3524	744	717	27	463	446	17	746	721	25	458	440	18	1242	45	1197	1208	43	1165	2	704	683	21	425	406	19	1225	45	1180	23	791	759	32	390	378	12	1184	44	1140	30	773	740	33	264	253	11	1193	45	1148
"RI"	2012	"Warwick 3525"	3525	821	781	40	489	463	26	785	745	40	506	482	24	1341	68	1273	1294	66	1228	2	742	707	35	468	442	26	1319	68	1251	23	838	797	41	420	396	24	1262	65	1197	30	787	751	36	282	265	17	1276	66	1210
"RI"	2012	"Warwick 3526"	3526	253	232	21	186	176	10	243	224	19	178	167	11	444	31	413	421	30	391	2	243	223	20	162	152	10	434	31	403	24				302	282	20	312	21	291	30	227	211	16	125	114	11	412	29	383
"RI"	2012	"Warwick 3527"	3527	711	672	39	491	478	13	705	667	38	492	478	14	1250	53	1197	1203	52	1151	2	686	644	42	438	427	11	1236	54	1182	24				877	840	37	923	38	885	30	628	597	31	347	330	17	1180	51	1129
"RI"	2012	"Warwick 3528"	3528	360	348	12	236	228	8	353	344	9	217	208	9	605	20	585	571	18	553	2	348	336	12	209	202	7	595	19	576	24				404	386	18	414	18	396	31	446	432	14				461	14	447
"RI"	2012	"Warwick 3529"	3529	730	688	42	531	492	39	733	690	43	499	465	34	1284	81	1203	1234	77	1157	2	715	671	44	478	444	34	1260	79	1181	24				869	817	52	892	55	837	31	919	860	59				935	60	875
"RI"	2012	"Warwick 3530"	3530	967	914	53	733	692	41	945	894	51	710	672	38	1726	96	1630	1658	89	1569	2	943	891	52	679	639	40	1703	94	1609	24				1188	1123	65	1229	68	1161	31	1231	1169	62				1270	65	1205
"RI"	2012	"Warwick 3531"	3531	977	889	88	1077	1003	74	994	908	86	989	921	68	2083	164	1919	1986	155	1831	2	1008	923	85	924	860	64	2052	157	1895	24				1462	1364	98	1509	100	1409	31	1435	1330	105				1482	107	1375
"RI"	2012	"Warwick 3532"	3532	469	442	27	248	232	16	449	426	23	251	232	19	733	43	690	700	42	658	2	423	397	26	250	234	16	718	43	675	26	361	342	19	331	310	21	693	40	653	31	525	500	25				531	25	506
"RI"	2012	"Warwick 3533"	3533	468	427	41	274	256	18	433	396	37	293	274	19	753	60	693	726	56	670	2	412	373	39	277	264	13	740	57	683	27	467	426	41	244	233	11	711	52	659	31	537	492	45				555	45	510
"RI"	2012	"Warwick Limited"	3534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0																				
"RI"	2012	"Warwick President"	3535	402	402	0	136	136	0							547	0	547	0	0	0																														
"RI"	2012	"West Greenwich 3701"	3701	459	442	17	526	497	29	468	451	17	508	478	30	1005	48	957	977	47	930	2	426	411	15	466	439	27	985	48	937	29	478	461	17	487	456	31	966	48	918	21	411	394	17	547	516	31	959	48	911
"RI"	2012	"West Greenwich 3702"	3702	447	430	17	347	327	20	442	424	18	337	319	18	808	37	771	782	36	746	2	431	410	21	314	299	15	794	37	757	29	470	453	17	311	291	20	784	37	747	33	504	479	25	283	271	12	788	37	751
"RI"	2012	"West Greenwich 3703"	3703	308	294	14	360	342	18	305	290	15	362	344	18	686	34	652	667	33	634	2	285	272	13	343	324	19	680	34	646	29	331	316	15	329	310	19	660	34	626	34	282	269	13	376	356	20	659	33	626
"RI"	2012	"West Greenwich 3704"	3704	253	248	5	331	313	18	244	240	4	331	311	20	597	24	573	577	24	553	2	231	226	5	308	292	16	583	23	560	30	181	177	4	302	286	16	563	24	539	33	321	314	7	251	234	17	574	24	550
"RI"	2012	"West Greenwich Limited"	3705	1	1	0	4	4	0	1	1	0	4	4	0	5	0	5	5	0	5	2	3	3	0	2	2	0	5	0	5																				
"RI"	2012	"West Greenwich President"	3706	35	35	0	22	22	0							61	0	61	0	0	0																														
"RI"	2012	"West Warwick 3801"	3801	649	625	24	394	370	24	650	624	26	402	378	24	1077	49	1028	1055	50	1005	2	618	593	25	363	341	22	1057	48	1009	25	814	785	29				838	30	808	9	701	676	25	298	283	15	1023	46	977
"RI"	2012	"West Warwick 3802"	3802	435	418	17	249	240	9	425	409	16	256	248	8	709	26	683	683	24	659	2	415	400	15	226	219	7	691	23	668	25	539	521	18				555	19	536	9	434	419	15	199	194	5	668	23	645
"RI"	2012	"West Warwick 3803"	3803	298	290	8	179	167	12	290	280	10	175	167	8	487	20	467	466	18	448	2	275	262	13	154	147	7	478	20	458	25	367	356	11				379	11	368	9	306	297	9	143	138	5	460	16	444
"RI"	2012	"West Warwick 3804"	3804	1151	1082	69	853	804	49	1205	1137	68	792	745	47	2055	118	1937	2001	115	1886	2	1136	1069	67	750	704	46	2027	117	1910	26	928	883	45	1081	1014	67	2016	113	1903	9	1187	1126	61	729	687	42	1966	111	1855
"RI"	2012	"West Warwick 3805"	3805	463	450	13	248	232	16	464	449	15	243	230	13	723	30	693	708	28	680	2	421	404	17	234	221	13	718	30	688	26	407	394	13	303	286	17	710	30	680	9	482	468	14	198	187	11	697	28	669
"RI"	2012	"West Warwick 3806"	3806	382	353	29	282	265	17	403	371	32	254	240	14	678	47	631	658	46	612	2	380	355	25	239	222	17	664	47	617	26	312	291	21	353	328	25	667	46	621	27	355	327	28	129	123	6	665	46	619
"RI"	2012	"West Warwick 3807"	3807	1155	1094	61	574	535	39	1109	1049	60	591	554	37	1772	101	1671	1702	98	1604	2	1068	1007	61	549	515	34	1735	97	1638	27	1229	1168	61	473	446	27	1706	89	1617	9	1153	1100	53	527	491	36	1691	89	1602
"RI"	2012	"West Warwick 3808"	3808	917	874	43	665	642	23	916	874	42	632	611	21	1614	67	1547	1551	63	1488	2	878	839	39	601	579	22	1587	65	1522	27	1060	1014	46	490	473	17	1554	63	1491	9	993	947	46	528	512	16	1543	64	1479
"RI"	2012	"West Warwick 3809"	3809	717	677	40	507	488	19	731	689	42	470	455	15	1248	59	1189	1202	57	1145	2	700	663	37	448	429	19	1222	59	1163	27	786	746	40	414	396	18	1201	58	1143	9	733	698	35	437	419	18	1183	55	1128
"RI"	2012	"West Warwick 3810"	3810	588	565	23	314	304	10	598	575	23	305	295	10	929	34	895	905	33	872	2	572	551	21	276	266	10	916	34	882	25	732	704	28				748	28	720	9	629	605	24	246	238	8	892	33	859
"RI"	2012	"West Warwick Limited"	3811	63	63	0	29	29	0	11	11	0	6	6	0	92	0	92	17	0	17	2	11	11	0	6	6	0	17	0	17																				
"RI"	2012	"West Warwick President"	3812	138	134	4	38	37	1							183	5	178	0	0	0																														
"RI"	2012	"Westerly 3601"	3601	398	373	25	318	283	35	435	405	30	275	247	28	734	60	674	711	58	653	2	404	373	31	250	222	28	714	60	654	36	436	402	34	163	145	18	682	53	629	38				582	537	45	590	45	545
"RI"	2012	"Westerly 3602"	3602	1065	985	80	621	563	58	1105	1010	95	509	470	39	1716	139	1577	1617	134	1483	2	1016	923	93	475	441	34	1625	136	1489	37	1378	1264	114				1397	116	1281	38				1295	1186	109	1318	110	1208
"RI"	2012	"Westerly 3603"	3603	1042	932	110	661	587	74	1058	945	113	606	538	68	1743	188	1555	1666	181	1485	2	990	887	103	573	504	69	1700	183	1517	37	1358	1218	140				1376	143	1233	38				1347	1204	143	1370	146	1224
"RI"	2012	"Westerly 3604"	3604	842	755	87	894	770	124	876	790	86	789	674	115	1754	213	1541	1667	201	1466	2	826	742	84	755	648	107	1678	200	1478	37	1252	1115	137				1268	137	1131	38				1401	1238	163	1418	164	1254
"RI"	2012	"Westerly 3605"	3605	975	873	102	784	710	74	970	870	100	701	637	64	1784	176	1608	1673	164	1509	2	909	824	85	666	598	68	1723	167	1556	37	1323	1193	130				1342	132	1210	38				1400	1257	143	1418	145	1273
"RI"	2012	"Westerly 3606"	3606	858	801	57	557	524	33	880	822	58	498	468	30	1446	91	1355	1382	89	1293	2	821	772	49	461	427	34	1397	90	1307	38	971	909	62				1336	77	1259	38				1141	1071	70	1155	70	1085
"RI"	2012	"Westerly 3607"	3607	747	685	62	478	442	36	794	724	70	406	380	26	1246	98	1148	1200	96	1104	2	711	649	62	385	361	24	1204	95	1109	38	845	774	71				1166	92	1074	38				980	898	82	998	84	914
"RI"	2012	"Westerly Limited"	3608	1	1	0	2	2	0	0	0	0	1	1	0	3	0	3	1	0	1	2	1	1	0	1	1	0	2	0	2																				
"RI"	2012	"Westerly President"	3609	143	132	11	67	57	10							214	21	193	0	0	0																														
"RI"	2012	"Woonsocket 3901"	3901	160	158	2	57	56	1	160	158	2	54	53	1	222	3	219	214	3	211	1	133	132	1	66	65	1	219	3	216	49	163	161	2				199	3	196	20	186	183	3				187	3	184
"RI"	2012	"Woonsocket 3902"	3902	472	445	27	163	156	7	454	427	27	143	137	6	641	34	607	599	33	566	1	408	384	24	187	176	11	628	36	592	49	521	488	33				602	35	567	24	530	497	33				550	33	517
"RI"	2012	"Woonsocket 3903"	3903	914	881	33	479	462	17	945	911	34	450	435	15	1445	50	1395	1401	49	1352	1	774	746	28	570	551	19	1431	50	1381	49	1074	1032	42				1342	49	1293	24	1137	1093	44				1187	45	1142
"RI"	2012	"Woonsocket 3904"	3904	849	802	47	222	212	10	847	801	46	197	187	10	1098	58	1040	1050	56	994	1	756	716	40	254	242	12	1071	56	1015	49	842	795	47				1021	55	966	24	927	878	49				962	49	913
"RI"	2012	"Woonsocket 3905"	3905	625	611	14	301	291	10	629	617	12	265	256	9	943	24	919	896	21	875	1	531	518	13	333	323	10	920	24	896	50	612	591	21				839	23	816	20	753	732	21				769	21	748
"RI"	2012	"Woonsocket 3906"	3906	639	631	8	329	319	10	655	639	16	305	302	3	999	19	980	960	19	941	1	548	537	11	368	359	9	984	20	964	50	624	611	13				910	20	890	24	762	745	17				794	17	777
"RI"	2012	"Woonsocket 3907"	3907	744	725	19	449	433	16	762	742	20	396	380	16	1218	37	1181	1167	36	1131	1	657	639	18	482	464	18	1206	36	1170	50	762	740	22				1105	29	1076	24	936	912	24				968	27	941
"RI"	2012	"Woonsocket 3908"	3908	710	681	29	503	485	18	740	706	34	427	415	12	1229	47	1182	1170	46	1124	1	582	556	26	560	540	20	1211	48	1163	50	751	718	33				1125	44	1081	24	937	892	45				965	45	920
"RI"	2012	"Woonsocket 3909"	3909	953	902	51	618	598	20	958	912	46	554	530	24	1582	72	1510	1519	70	1449	1	749	710	39	720	693	27	1559	70	1489	51	910	866	44	585	566	19	1514	64	1450	20	1286	1230	56				1318	57	1261
"RI"	2012	"Woonsocket 3910"	3910	911	866	45	561	534	27	972	925	47	489	466	23	1513	74	1439	1468	70	1398	1	736	707	29	659	624	35	1497	69	1428	51	950	905	45	497	477	20	1463	65	1398	20	1215	1157	58				1259	60	1199
"RI"	2012	"Woonsocket 3911"	3911	739	707	32	390	374	16	761	730	31	363	344	19	1161	50	1111	1129	50	1079	1	628	601	27	457	437	20	1148	49	1099	51	780	750	30	329	309	20	1119	50	1069	20	941	898	43				965	44	921
"RI"	2012	"Woonsocket Limited"	3912	6	6	0	0	0	0	1	1	0	0	0	0	6	0	6	1	0	1	1	1	1	0	0	0	0	1	0	1																				
"RI"	2012	"Woonsocket President"	3913	263	262	1	42	41	1							312	2	310	0	0	0																														
