state	year	county	electiondistrictbeat	precinct	precinct_code	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv
"MS"	2012	"Adams"	5	"Airport"		3		266	427					521	195	717	495	191	686
"MS"	2012	"Adams"	1	"By-Pass Fire"		3		293	450					658	249	910	603	234	837
"MS"	2012	"Adams"	1	"Bellemont"		3		1303	1497					507	1201	1728	459	1169	1628
"MS"	2012	"Adams"	2	"Beau Pre"		3		490	599					318	428	750	310	408	718
"MS"	2012	"Adams"	3	"Concord"		3		122	318					640	23	666	548	30	578
"MS"	2012	"Adams"	1	"Courthouse"		3		519	596					182	490	678	165	473	638
"MS"	2012	"Adams"	4	"Carpenter"		3		183	319					354	128	486	324	129	453
"MS"	2012	"Adams"	2	"Duncan Park"		3		601	753					366	544	920	333	513	846
"MS"	2012	"Adams"	5	"Foster Mound"		3		185	522					975	58	1035	882	67	949
"MS"	2012	"Adams"	2	"Kingston"		3		521	571					122	520	645	141	471	612
"MS"	2012	"Adams"	2	"Liberty Park"		3		662	711					133	661	799	137	618	755
"MS"	2012	"Adams"	4	"Morgantown"		3		193	326					341	133	476	318	133	451
"MS"	2012	"Adams"	3	"Maryland Heights"		3		122	334					644	26	672	530	34	564
"MS"	2012	"Adams"	3	"Nps Multi Purpose Buliding"		3		204	308					285	173	464	252	161	413
"MS"	2012	"Adams"	4	"Northside"		3		127	362					789	2	794	690	22	712
"MS"	2012	"Adams"	5	"Oakland"		3		646	843					493	605	1107	457	570	1027
"MS"	2012	"Adams"	3	"Palestine"		3		424	620					550	363	918	497	342	839
"MS"	2012	"Adams"	4	"Pine Ridge"		3		141	264					425	86	513	385	92	477
"MS"	2012	"Adams"	4	"Thompson"		3		120	273					574	37	611	498	47	545
"MS"	2012	"Adams"	5	"Washington"		3		381	453					184	371	558	183	348	531
"MS"	2012	"Alcorn"		"Bethel"		1	21	52	73					3	73	77	14	62	76
"MS"	2012	"Alcorn"		"Biggersville"		1	179	422	601					159	483	654	170	452	622
"MS"	2012	"Alcorn"	2	"Central"		1	247	983	1230					200	1139	1361	241	1040	1281
"MS"	2012	"Alcorn"		"College Hill"		1	476	971	1447					458	1109	1587	489	1037	1526
"MS"	2012	"Alcorn"		"East Third Street"		1	127	280	407					113	318	435	115	303	418
"MS"	2012	"Alcorn"		"East Corinth"		1	348	840	1188					366	888	1266	340	877	1217
"MS"	2012	"Alcorn"	1	"Five Points"		1	279	1015	1294					241	1175	1429	255	1100	1355
"MS"	2012	"Alcorn"		"Glen"		1	232	606	838					163	739	927	184	685	869
"MS"	2012	"Alcorn"		"Jacinto"		1	64	209	273					45	251	299	60	220	280
"MS"	2012	"Alcorn"		"Kossuth"		1	214	1063	1277					141	1215	1372	184	1146	1330
"MS"	2012	"Alcorn"		"North Corinth"		1	192	788	980					187	856	1060	205	815	1020
"MS"	2012	"Alcorn"		"Rienzi"		1	230	555	785					206	638	858	206	638	844
"MS"	2012	"Alcorn"		"South Corinth"		1	715	382	1097					795	414	1224	795	414	1209
"MS"	2012	"Alcorn"		"Union Center"		1	196	648	844					134	774	919	134	774	908
"MS"	2012	"Alcorn"		"West Corinth"		1	129	382	511					115	434	559	115	434	549
"MS"	2012	"Alcorn"		"Wenasoga"		1	207	517	724					185	605	803	185	605	790
"MS"	2012	"Amite"		"East Gloster"		3		224	270					88	209	302	86	199	285
"MS"	2012	"Amite"		"Liberty"		3		415	472					135	400	539	137	388	525
"MS"	2012	"Amite"		"New Zion"		3		295	360					100	287	395	102	279	381
"MS"	2012	"Amite"		"Zion Hill"		3		282	295					31	275	308	35	257	292
"MS"	2012	"Amite"		"Amite River"		3		128	259					266	67	334	231	78	309
"MS"	2012	"Amite"		"Ariel"		3		88	139					129	60	189	117	60	177
"MS"	2012	"Amite"		"Berwick"		3		103	268					280	50	332	268	48	316
"MS"	2012	"Amite"		"East Centervill"		3		248	323					153	222	375	142	207	349
"MS"	2012	"Amite"		"Street"		3		181	220					87	176	264	84	166	250
"MS"	2012	"Amite"		"Crosby"		3		110	168					130	88	221	123	92	215
"MS"	2012	"Amite"		"Gloster"		3		338	615					720	195	921	637	198	835
"MS"	2012	"Amite"		"Homochitto"		3		73	78					7	72	80	10	68	78
"MS"	2012	"Amite"		"Oneil"		3		204	212					9	211	221	17	197	214
"MS"	2012	"Amite"		"East Fork"		3		402	476					144	376	524	133	367	500
"MS"	2012	"Amite"		"East Liberty"		3		200	243					105	175	283	97	172	269
"MS"	2012	"Amite"		"Smithdale"		3		301	368					158	282	441	129	279	408
"MS"	2012	"Amite"		"Tangipahoa"		3		394	431					68	378	447	55	375	430
"MS"	2012	"Amite"		"Riceville"		3		206	285					173	171	347	143	187	330
"MS"	2012	"Amite"		"South Liberty"		3		316	389					140	296	440	130	283	413
"MS"	2012	"Amite"		"Tickfaw"		3		89	120					96	76	172	86	75	161
"MS"	2012	"Amite"		"Walls"		3		371	449					223	348	571	197	340	537
"MS"	2012	"Attala"		"South Central"		2	399	396	795					382	452	840	356	445	801
"MS"	2012	"Attala"		"Williamsville"		2	399	622	1021					375	720	1099	331	693	1024
"MS"	2012	"Attala"		"North East"		2	877	256	1133					898	272	1174	776	293	1069
"MS"	2012	"Attala"		"Mccool"		2	137	138	275					130	171	303	122	160	282
"MS"	2012	"Attala"		"Liberty Chapel"		2	88	164	252					68	196	264	68	181	249
"MS"	2012	"Attala"		"Berea"		2	22	87	109					8	105	116	14	101	115
"MS"	2012	"Attala"		"North West"		2	331	267	598					329	315	647	265	330	595
"MS"	2012	"Attala"		"North Central"		2	44	221	265					29	247	278	32	241	273
"MS"	2012	"Attala"		"Aponaug"		2	95	121	216					81	150	231	71	145	216
"MS"	2012	"Attala"		"Carmack"		2	37	153	190					13	192	208	19	179	198
"MS"	2012	"Attala"		"Possumneck"		2	100	111	211					93	137	230	87	133	220
"MS"	2012	"Attala"		"Hesterville"		2	37	151	188					30	174	204	33	165	198
"MS"	2012	"Attala"		"South West"		2	186	51	237					193	62	256	162	71	233
"MS"	2012	"Attala"		"Newport"		2	143	121	264					138	137	275	118	134	252
"MS"	2012	"Attala"		"Sallis"		2	642	208	850					641	236	877	574	248	822
"MS"	2012	"Attala"		"Mcadams"		2	153	121	274					142	140	288	121	150	271
"MS"	2012	"Attala"		"East"		2	158	574	732					146	636	784	124	632	756
"MS"	2012	"Attala"		"Providence"		2	50	204	254					26	253	279	31	238	269
"MS"	2012	"Attala"		"Zama"		2	142	86	228					78	161	242	67	160	227
"MS"	2012	"Attala"		"Thompson"		2	23	94	117					9	123	132	14	113	127
"MS"	2012	"Attala"		"Ethel"		2	162	162	324					118	237	355	107	225	332
"MS"	2012	"Benton"		"Ashland"	"3"	1	330	405	735					384	441	829	342	427	769
"MS"	2012	"Benton"		"Canaan"	"1"	1	479	281	760					581	280	863	503	283	786
"MS"	2012	"Benton"		"Floyd"	"4"	1	218	467	685					227	525	759	231	488	719
"MS"	2012	"Benton"		"Hickorty Flat"	"5"	1	190	558	748					179	613	802	149	631	780
"MS"	2012	"Benton"		"Lamar"	"2"	1	613	180	793					680	182	863	641	181	822
"MS"	2012	"Bolivar"		"Beulah"		2	190	13	203					192	14	208	140	22	162
"MS"	2012	"Bolivar"		"Benoit"		2	265	82	347					275	95	375	171	103	274
"MS"	2012	"Bolivar"		"Boyle"		2	239	433	672					213	480	697	168	480	648
"MS"	2012	"Bolivar"		"Cleveland Courthouse"		2	68	167	235					64	182	252	48	194	242
"MS"	2012	"Bolivar"		"Choctaw"		2	169	22	191					172	33	208	116	42	158
"MS"	2012	"Bolivar"		"Duncan-Alligator"		2	210	49	259					214	52	269	175	62	237
"MS"	2012	"Bolivar"		"East Central Celveland"		2	453	4	457					469	4	480	376	13	389
"MS"	2012	"Bolivar"		"Eastgate"		2	48	562	610					568	51	626	438	72	510
"MS"	2012	"Bolivar"		"East Rosedale"		2	553	21	574					583	21	607	387	46	433
"MS"	2012	"Bolivar"		"East Cleveland"		2	1142	30	1172					1165	35	1208	999	48	1047
"MS"	2012	"Bolivar"		"Gunnison"		2	254	67	321					247	86	338	165	86	251
"MS"	2012	"Bolivar"		"Longshot"		2	30	44	74					26	54	80	20	55	75
"MS"	2012	"Bolivar"		"Mound Bayou"		2	1158	53	1211					1197	55	1269	952	95	1047
"MS"	2012	"Bolivar"		"Merigold"		2	175	126	301					172	144	318	126	140	266
"MS"	2012	"Bolivar"		"North Cleveland"		2	362	99	461					364	107	478	309	116	425
"MS"	2012	"Bolivar"		"North West Cleeland"		2	123	599	722					88	675	769	79	657	736
"MS"	2012	"Bolivar"		"Pace"		2	267	57	324					264	67	333	220	74	294
"MS"	2012	"Bolivar"		"Renova"		2	278	12	290					280	13	296	233	22	255
"MS"	2012	"Bolivar"		"Shelby"		2	1065	77	1142					1090	89	1186	847	124	971
"MS"	2012	"Bolivar"		"South Cleveland"		2	881	31	912					903	33	944	651	68	719
"MS"	2012	"Bolivar"		"Scott"		2	88	45	133					86	50	137	66	51	117
"MS"	2012	"Bolivar"		"Skene"		2	27	156	183					19	171	192	22	163	185
"MS"	2012	"Bolivar"		"Stringtown"		2	8	33	41					7	33	40	5	33	38
"MS"	2012	"Bolivar"		"Shaw"		2	1056	141	1197					1072	158	1239	839	183	1022
"MS"	2012	"Bolivar"		"West Central Cleveland"		2	174	605	779					117	704	829	110	674	784
"MS"	2012	"Bolivar"		"West Rosedale"		2	281	55	336					276	72	351	214	85	299
"MS"	2012	"Bolivar"		"West Cleveland"		2	297	1098	1395					243	1216	1475	226	1206	1432
"MS"	2012	"Bolivar"		"Winstonville"		2	209	6	215					216	7	224	175	16	191
"MS"	2012	"Calhoun"		"Calhoun City #1"		1	448	308	756					517	311	832	450	346	796
"MS"	2012	"Calhoun"		"Pittsboro #1"		1	501	116	617					591	82	675	481	145	626
"MS"	2012	"Calhoun"		"Northeast Calhoun"		1	174	354	528					149	596	755	141	599	740
"MS"	2012	"Calhoun"		"Pittsboro #2"		1	166	354	520					161	389	557	141	398	539
"MS"	2012	"Calhoun"		"Bruce #3"		1	289	664	953					285	712	1007	241	738	979
"MS"	2012	"Calhoun"		"Banner"		1	70	296	366					49	332	386	45	332	377
"MS"	2012	"Calhoun"		"Calhoun City #4"		1	291	787	1078					326	812	1149	271	846	1117
"MS"	2012	"Calhoun"		"Oerma #4"		1	109	299	408					106	319	433	105	328	433
"MS"	2012	"Calhoun"		"Oerma#5"		1	113	327	440					113	346	463	98	353	451
"MS"	2012	"Calhoun"		"Varaman"		1	268	477	745					289	513	811	243	541	784
"MS"	2012	"Carroll"		"430 School"		2	245	102	347					250	108	359	197	116	313
"MS"	2012	"Carroll"		"Black Hawk"		2	67	161	228					49	194	244	38	188	226
"MS"	2012	"Carroll"		"Calvary"		2	10	104	114					2	119	121	10	110	120
"MS"	2012	"Carroll"		"Carrollton"		2	34	223	257					28	238	267	24	232	256
"MS"	2012	"Carroll"		"East Valden"		2	357	281	638					332	334	668	268	336	604
"MS"	2012	"Carroll"		"Fire Tower"		2	344	205	549					345	212	559	285	234	519
"MS"	2012	"Carroll"		"Gravel Hill"		2	65	403	468					49	440	491	65	409	474
"MS"	2012	"Carroll"		"Rays Shop"		2	101	713	814					71	783	857	77	742	819
"MS"	2012	"Carroll"		"Salem"		2	156	67	223					159	67	226	147	70	217
"MS"	2012	"Carroll"		"West Carroll"		2	45	464	509					40	477	520	42	470	512
"MS"	2012	"Carroll"		"West Valden"		2	240	186	426					224	224	451	189	227	416
"MS"	2012	"Carroll"		"Mcarley"		2	152	203	355					152	226	381	140	218	358
"MS"	2012	"Carroll"		"North Carrollton"		2	279	368	647					271	403	677	226	400	626
"MS"	2012	"Carroll"		"Jefferson"		2	39	130	169					35	135	171	30	129	159
"MS"	2012	"Chickasaw"		"Anchor"	"1"	1	128	437	565					138	450	598	127	457	584
"MS"	2012	"Chickasaw"		"Buena Vista"	"2"	1	416	98	514					455	94	557	423	112	535
"MS"	2012	"Chickasaw"		"Egypt"	"3"	1	278	108	386					269	123	402	258	140	398
"MS"	2012	"Chickasaw"		"East Okolona"	"4"	1	692	88	780					782	72	863	705	110	815
"MS"	2012	"Chickasaw"		"North Houlka"	"5"	1	163	125	288					226	125	360	179	148	327
"MS"	2012	"Chickasaw"		"North Okolona"	"6"	1	324	218	542					344	234	582	313	247	560
"MS"	2012	"Chickasaw"		"Northwest Houston"	"7"	1	640	194	834					796	159	962	675	220	895
"MS"	2012	"Chickasaw"		"Pleasant Grove Thorn"	"8"	1	83	426	509					70	451	545	61	464	525
"MS"	2012	"Chickasaw"		"Pearsall"	"9"	1	107	201	308					115	207	326	102	212	314
"MS"	2012	"Chickasaw"		"Southeast Houston"	"10"	1	302	910	1212					273	990	1275	270	975	1245
"MS"	2012	"Chickasaw"		"South Houlka"	"11"	1	153	294	447					153	315	479	140	331	471
"MS"	2012	"Chickasaw"		"Sparta"	"12"	1	79	133	212					85	144	236	85	144	229
"MS"	2012	"Chickasaw"		"Van Vleet"	"13"	1	129	139	268					127	156	284	127	156	283
"MS"	2012	"Chickasaw"		"West Ololona"	"14"	1	378	313	691					382	351	744	382	351	733
"MS"	2012	"Chickasaw"		"Woodland"	"15"	1	123	130	253					163	123	290	163	123	286
"MS"	2012	"Choctaw"		"District 5"		1	168	774	942					203	793	1006	171	799	970
"MS"	2012	"Choctaw"		"Chester"		1	80	163	243					99	170	270	82	179	261
"MS"	2012	"Choctaw"		"East Weir"		1	225	80	305					251	75	329	220	95	315
"MS"	2012	"Choctaw"		"French Camp"		1	61	218	279					76	222	303	63	222	285
"MS"	2012	"Choctaw"		"Fentress"		1	76	200	276					83	214	298	73	202	275
"MS"	2012	"Choctaw"		"Hebron"		1	28	169	197					24	185	213	28	178	206
"MS"	2012	"Choctaw"		"Kenego"		1	20	201	221					20	218	240	14	213	227
"MS"	2012	"Choctaw"		"Panhandle"		1	94	127	221					98	137	236	87	142	229
"MS"	2012	"Choctaw"		"Reform"		1	100	177	277					110	187	298	100	191	291
"MS"	2012	"Choctaw"		"Sherwood"		1	17	288	305					12	301	315	18	290	308
"MS"	2012	"Choctaw"		"Southwest Ackerman"		1	226	44	270					288	36	326	234	56	290
"MS"	2012	"Choctaw"		"Bywy"		1	69	125	194					76	130	207	73	128	201
"MS"	2012	"Choctaw"		"West Weir"		1	72	138	210					88	144	232	73	140	213
"MS"	2012	"Choctaw"		"FRENCH CAMP FIRE DEPT"		1			0							0			0
"MS"	2012	"Choctaw"		"ACKERMAN TOWN HALL"		1			0							0			0
"MS"	2012	"Choctaw"		"WEIR FIRE DEPT"		1			0							0			0
"MS"	2012	"Claiborne"		"1-A"		2	121	59	180					125	61	186	110	63	173
"MS"	2012	"Claiborne"		"1-B"		2	512	30	542					522	32	554	452	49	501
"MS"	2012	"Claiborne"		"1-C"		2	574	7	581					603	1	605	566	20	586
"MS"	2012	"Claiborne"		"2"		2	953	58	1011					981	56	1042	806	108	914
"MS"	2012	"Claiborne"		"3-A"		2	532	234	766					556	245	805	487	276	763
"MS"	2012	"Claiborne"		"3-B"		2	51	91	142					57	95	153	46	93	139
"MS"	2012	"Claiborne"		"4-A"		2	407	24	431					425	24	449	365	41	406
"MS"	2012	"Claiborne"		"4-B"		2	480	37	517					487	35	524	400	62	462
"MS"	2012	"Claiborne"		"4-C"		2	91	2	93					94	0	94	83	3	86
"MS"	2012	"Claiborne"		"5-A"		2	558	29	587					574	29	610	479	55	534
"MS"	2012	"Claiborne"		"5-B"		2	401	45	446					414	47	462	335	73	408
"MS"	2012	"Clarke"		"South Quitman"		3		0	618					550	236	797	468	259	727
"MS"	2012	"Clarke"		"Harmony - 1"		3		0	104					51	75	127	49	66	115
"MS"	2012	"Clarke"		"Stonewall - 1"		3		0	241					249	96	348	223	95	318
"MS"	2012	"Clarke"		"Shubuta"		4	421	113	534					480	106	595	429	121	550
"MS"	2012	"Clarke"		"Beaverdam"		3		0	133					165	25	192	158	58	216
"MS"	2012	"Clarke"		"Harmony"		3		0	247					118	161	281	110	160	270
"MS"	2012	"Clarke"		"Oakgrove"		3		0	190					250	40	291	202	48	250
"MS"	2012	"Clarke"		"Pachuta"		3		0	215					197	85	287	177	86	263
"MS"	2012	"Clarke"		"Souinlovie"		3		0	159					33	127	165	30	119	149
"MS"	2012	"Clarke"		"Rolling Creek"		3		0	203					17	188	205	18	176	194
"MS"	2012	"Clarke"		"Stonewall - 3"		3		0	378					73	318	402	63	311	374
"MS"	2012	"Clarke"		"Enterprise"		3		0	1025					232	885	1127	216	861	1077
"MS"	2012	"Clarke"		"Pineridge"		3		0	90					82	59	142	69	60	129
"MS"	2012	"Clarke"		"Snell"		3		0	170					11	160	174	7	155	162
"MS"	2012	"Clarke"		"Energy"		3		0	184					16	183	201	10	178	188
"MS"	2012	"Clarke"		"Union"		3		0	562					38	535	577	32	533	565
"MS"	2012	"Clarke"		"Norht Quitman"		3		0	326					88	262	354	71	267	338
"MS"	2012	"Clarke"		"Langsdale"		4	43	17	60					48	17	66	40	23	63
"MS"	2012	"Clarke"		"Manassa"		4	3	94	97					6	106	113	5	102	107
"MS"	2012	"Clarke"		"Springs"		4	62	66	128					76	61	139	67	67	134
"MS"	2012	"Clarke"		"DeSoto"		3		0	172					130	98	232	108	96	204
"MS"	2012	"Clarke"		"Carmichael"		4	64	157	221					84	160	245	70	160	230
"MS"	2012	"Clarke"		"East Quitman"		3		0	1121					117	1033	1160	117	1033	1150
"MS"	2012	"Clay"		"Cairo"		1	174	169	343					194	166	360	177	169	346
"MS"	2012	"Clay"		"Caradine"		1	631	136	767					683	98	790	631	136	767
"MS"	2012	"Clay"		"Cedar Bluff"		1	25	172	197					30	167	199	25	172	197
"MS"	2012	"Clay"		"Central-West Point"		1	448	430	878					498	397	904	448	430	878
"MS"	2012	"Clay"		"East-West Point"		1	500	918	1418					551	893	1449	500	918	1418
"MS"	2012	"Clay"		"North-West Point"		1	771	578	1349					853	542	1398	771	578	1349
"MS"	2012	"Clay"		"Pheba"		1	256	239	495					294	225	519	256	239	495
"MS"	2012	"Clay"		"Pine Bluff"		1	308	100	408					359	68	434	308	100	408
"MS"	2012	"Clay"		"Siloam"		1	317	510	827					349	500	859	317	510	827
"MS"	2012	"Clay"		"South-West Point"		1	770	376	1146					856	344	1201	770	376	1146
"MS"	2012	"Clay"		"Tibbee"		1	186	123	309					204	119	326	186	123	309
"MS"	2012	"Clay"		"Union Star"		1	307	262	569					333	251	586	307	262	569
"MS"	2012	"Clay"		"Vinton"		1	309	208	517					328	212	542	309	208	517
"MS"	2012	"Clay"		"West-West Point"		1	1062	358	1420					1180	309	1505	1062	358	1420
"MS"	2012	"Coahoma"		"Lula"		2	163	109	272					172	129	302	156	121	277
"MS"	2012	"Coahoma"		"Coahoma"		2	244	13	257					256	18	275	187	27	214
"MS"	2012	"Coahoma"		"Lyon"		2	372	570	942					368	632	1005	336	614	950
"MS"	2012	"Coahoma"		"Clarksdale Courthouse"		2	490	249	739					498	277	787	434	276	710
"MS"	2012	"Coahoma"		"Friars Point"		2	558	38	596					577	41	620	512	45	557
"MS"	2012	"Coahoma"		"Farrell"		2	151	15	166					151	18	169	139	20	159
"MS"	2012	"Coahoma"		"Sherard"		2	23	6	29					24	8	32	17	12	29
"MS"	2012	"Coahoma"		"Clarksdale #2"		2	827	620	1447					818	701	1529	724	686	1410
"MS"	2012	"Coahoma"		"Jonestown"		2	700	12	712					734	6	740	675	20	695
"MS"	2012	"Coahoma"		"Dublin"		2	84	95	179					70	111	182	56	102	158
"MS"	2012	"Coahoma"		"Clarksdale #3"		2	501	53	554					524	58	583	441	74	515
"MS"	2012	"Coahoma"		"Sassee Street Fire Station"		2	520	8	528					535	12	549	472	19	491
"MS"	2012	"Coahoma"		"Cagle Crossing"		2	18	37	55					20	41	61	18	38	56
"MS"	2012	"Coahoma"		"Clarksdale #4"		2	1413	40	1453					1503	40	1546	1319	86	1405
"MS"	2012	"Coahoma"		"Clarksdale #4 North"		2	127	85	212					133	93	228	116	93	209
"MS"	2012	"Coahoma"		"Rena Lara"		2	43	138	181					27	178	206	39	156	195
"MS"	2012	"Coahoma"		"Bobo"		2	90	36	126					94	40	134	75	41	116
"MS"	2012	"Coahoma"		"Roundaway"		2	64	32	96					63	36	101	51	35	86
"MS"	2012	"Coahoma"		"Clarksdale #5"		2	1174	232	1406					1225	273	1500	1040	304	1344
"MS"	2012	"Copiah"		"Beauregard"		2	201	445	646					156	512	674	148	499	647
"MS"	2012	"Copiah"		"Centerpoint"		2	390	398	788					354	472	838	305	463	768
"MS"	2012	"Copiah"		"Carpenter"		2	139	52	191					142	58	200	126	60	186
"MS"	2012	"Copiah"		"Crystal Springs East"		2	776	1018	1794					774	1117	1910	642	1136	1778
"MS"	2012	"Copiah"		"Crystal Springs North"		2	305	82	387					320	87	409	262	102	364
"MS"	2012	"Copiah"		"Crystal Springs South"		2	1106	374	1480					1154	401	1565	985	449	1434
"MS"	2012	"Copiah"		"Crystal Springs West"		2	429	465	894					425	501	933	371	510	881
"MS"	2012	"Copiah"		"Dentville"		2	65	105	170					44	141	185	41	138	179
"MS"	2012	"Copiah"		"Georgetown North"		2	178	66	244					180	74	254	151	72	223
"MS"	2012	"Copiah"		"Georgetown South"		2	180	183	363					175	222	399	133	229	362
"MS"	2012	"Copiah"		"Hazlehurst East"		2	1084	48	1132					1114	50	1171	961	80	1041
"MS"	2012	"Copiah"		"Hazlehurst North"		2	175	76	251					175	82	260	145	92	237
"MS"	2012	"Copiah"		"Hazlehurst South"		2	329	103	432					320	130	451	282	136	418
"MS"	2012	"Copiah"		"Hazlehurst West"		2	1103	249	1352					1137	272	1416	996	310	1306
"MS"	2012	"Copiah"		"Martinsville"		2	255	107	362					242	126	369	208	133	341
"MS"	2012	"Copiah"		"Shady Grove"		2	132	263	395					97	315	416	93	308	401
"MS"	2012	"Copiah"		"Stronghouse Union"		2	60	293	353					37	328	369	35	326	361
"MS"	2012	"Copiah"		"Weston"	"*"	2	147	464	611					89	557	650	98	533	631
"MS"	2012	"Copiah"		"Gallart"	"*"	2	794	785	1579					814	840	1657	690	870	1560
"MS"	2012	"Covington"		"Seminary"		3		1285	1417					199	1262	1474	208	1215	1423
"MS"	2012	"Covington"		"Sirahan"		3		95	127					45	91	136	41	89	130
"MS"	2012	"Covington"		"West Collings"		3		236	254					26	227	260	26	220	246
"MS"	2012	"Covington"		"Richmond"		3		589	634					41	605	653	59	567	626
"MS"	2012	"Covington"		"Sanford"		3		695	756					81	700	792	78	689	767
"MS"	2012	"Covington"		"South Collins"		3		277	307					43	273	320	36	268	304
"MS"	2012	"Covington"		"Collins"		3		790	1279					876	622	1506	783	657	1440
"MS"	2012	"Covington"		"Williamsburg"		3		247	269					56	238	296	53	228	281
"MS"	2012	"Covington"		"Dry Creek"		3		144	286					323	70	395	264	93	357
"MS"	2012	"Covington"		"Lone Star / Black Luck"	"*"	3		177	225					82	172	254	73	170	243
"MS"	2012	"Covington"		"Mt Olive"		3		610	919					671	470	1145	564	502	1066
"MS"	2012	"Covington"		"Rock Hill"		3		108	123					16	112	129	17	105	122
"MS"	2012	"Covington"		"Kilmer"	"*"	3		111	272					342	46	390	281	65	346
"MS"	2012	"Covington"		"Mtchell"		3		160	166					11	161	172	12	154	166
"MS"	2012	"Covington"		"Okahay"	"*"	3		200	510					670	64	738	563	111	674
"MS"	2012	"Covington"		"Station Creek"	"*"	3		154	267					285	104	389	231	127	358
"MS"	2012	"Covington"		"Yawn"	"*"	3		198	249					111	188	299	93	180	273
"MS"	2012	"DeSoto"		"Ingramus Mill"		1	298	514	812					313	532	850	298	520	818
"MS"	2012	"DeSoto"		"Lewisburg East"		1	36	327	363					50	327	381	42	325	367
"MS"	2012	"DeSoto"		"Miller"		1	829	1728	2557					901	1757	2678	860	1712	2572
"MS"	2012	"DeSoto"		"Fairhaven"		1	641	932	1573					703	943	1669	668	918	1586
"MS"	2012	"DeSoto"		"Olive Branch South"		1	533	1913	2446					551	2009	2587	565	1931	2496
"MS"	2012	"DeSoto"		"Olive Branch North"		1	617	1240	1857					656	1290	1959	646	1248	1894
"MS"	2012	"DeSoto"		"Mineral Wells"		1	618	1525	2143					645	1586	2253	631	1542	2173
"MS"	2012	"DeSoto"		"Greenbrook North"		1	1007	1200	2207					1060	1236	2323	1044	1186	2230
"MS"	2012	"DeSoto"		"Southaven North"		1	537	1222	1759					566	1280	1871	583	1195	1778
"MS"	2012	"DeSoto"		"Greenbrook South"		1	757	2150	2907					800	2233	3065	800	2133	2933
"MS"	2012	"DeSoto"		"Summershill"		1	453	1474	1927					496	1519	2032	480	1469	1949
"MS"	2012	"DeSoto"		"Pleasant Hill North"		1	385	1547	1932					423	1577	2017	417	1533	1950
"MS"	2012	"DeSoto"		"Elmore"		1	194	613	807					199	637	847	212	608	820
"MS"	2012	"DeSoto"		"Cherry Valley"		1	194	572	766					214	606	831	219	561	780
"MS"	2012	"DeSoto"		"Southaven West"		1	703	885	1588					758	896	1676	737	857	1594
"MS"	2012	"DeSoto"		"Horn Lak North"		1	754	576	1330					810	575	1400	773	555	1328
"MS"	2012	"DeSoto"		"Horn Lake West"		1	675	631	1306					719	660	1394	715	609	1324
"MS"	2012	"DeSoto"		"Walls"		1	795	1006	1801					852	1047	1909	841	981	1822
"MS"	2012	"DeSoto"		"Lake Cormorant"		1	146	268	414					153	273	430	156	258	414
"MS"	2012	"DeSoto"		"Southaven South"		1	530	261	791					562	271	840	546	253	799
"MS"	2012	"DeSoto"		"Horn Lake East"		1	745	459	1204					787	471	1274	786	428	1214
"MS"	2012	"DeSoto"		"Nesbit West"		1	332	752	1084					361	792	1156	350	750	1100
"MS"	2012	"DeSoto"		"Eudora"		1	276	794	1070					318	795	1137	305	780	1085
"MS"	2012	"DeSoto"		"DeSoto Central"		1	764	2040	2804					825	2060	2911	793	2020	2813
"MS"	2012	"DeSoto"		"Newbit East"		1	410	857	1267					430	872	1311	424	858	1282
"MS"	2012	"DeSoto"		"Bridgetown"		1	297	1345	1642					310	1416	1737	326	1348	1674
"MS"	2012	"DeSoto"		"Lewisburg"		1	450	1721	2171					470	1758	2258	486	1708	2194
"MS"	2012	"DeSoto"		"Hernando East"		1	622	3134	3756					653	3229	3910	647	3156	3803
"MS"	2012	"DeSoto"		"Hernando West"		1	671	1703	2374					709	1753	2482	686	1722	2408
"MS"	2012	"DeSoto"		"Love"		1	202	813	1015					216	850	1078	219	806	1025
"MS"	2012	"DeSoto"		"Alphaba-Cockrum"		1	78	584	662					105	601	714	87	579	666
"MS"	2012	"DeSoto"		"Hernando Central"		1	397	1600	1997					427	1623	2074	412	1603	2015
"MS"	2012	"DeSoto"		"Horn Lake Central"		1	439	583	1022					473	599	1086	474	554	1028
"MS"	2012	"DeSoto"		"Hacks cross Road"		1	637	1115	1752					711	1153	1896	699	1095	1794
"MS"	2012	"DeSoto"		"Olive Branch West"		1	231	438	669					259	445	711	244	431	675
"MS"	2012	"DeSoto"		"Horn Lack Intermediate"		1	687	655	1342					736	662	1420	741	611	1352
"MS"	2012	"DeSoto"		"Cumberland"		1	683	800	1483					719	830	1563	720	483	1203
"MS"	2012	"DeSoto"		"Civic Center"		1	1548	2307	3855					1635	2396	4064	1623	2276	3899
"MS"	2012	"Forrest"		"Sigler Center"		4	662	307	969					750	293	1065	674	330	1004
"MS"	2012	"Forrest"		"Dantzler"		4	24	389	413					25	427	466	42	399	441
"MS"	2012	"Forrest"		"Dixie"		4	197	1304	1501					215	1414	1650	206	1351	1557
"MS"	2012	"Forrest"		"Kamper Park"		4	463	556	1019					530	571	1145	501	578	1079
