state	year	county	electiondistrictbeat	precinct	precinct_code	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv
"MS"	2012	"Holmes"		"Beat 2 West"		2	327	101	428					338	128	470	291	143	434
"MS"	2012	"Holmes"		"Beat 4 Lexington"		2	1086	140	1226					1139	147	1291	942	189	1131
"MS"	2012	"Holmes"		"1 Durant St. Anderson"		2	255	22	277					261	28	290	218	30	248
"MS"	2012	"Humphreys"		"Fourmile North"	"1010"	2	10	24	34					5	35	40	7	30	37
"MS"	2012	"Humphreys"		"Belzoni North -1"	"1020"	2	755	63	818					760	76	837	623	117	740
"MS"	2012	"Humphreys"		"Belzoni North -2"	"1021"	2	19	52	71					16	55	71	18	53	71
"MS"	2012	"Humphreys"		"Isola North"	"2010"	2	568	154	722					567	185	757	463	211	674
"MS"	2012	"Humphreys"		"Belzoni North -3"	"2020"	2	302	4	306					310	2	312	230	22	252
"MS"	2012	"Humphreys"		"Gooden Lake North"	"2030"	2	15	39	54					10	46	56	11	44	55
"MS"	2012	"Humphreys"		"Betlzoni South"	"3010"	2	384	9	393					400	12	412	315	36	351
"MS"	2012	"Humphreys"		"Silver City South"	"3020"	2	250	81	331					254	97	351	210	101	311
"MS"	2012	"Humphreys"		"Lake City South"	"3030"	2	24	62	86					16	73	89	10	73	83
"MS"	2012	"Humphreys"		"Belzoni North -4"	"4010"	2	390	206	596					381	235	616	329	247	576
"MS"	2012	"Humphreys"		"Belzoni South -2"	"4020"	2	277	139	416					274	151	431	225	169	394
"MS"	2012	"Humphreys"		"Putnam South"	"4030"	2	88	110	198					59	150	210	49	146	195
"MS"	2012	"Humphreys"		"Belzoni South -3"	"5010"	2	330	2	332					347	1	349	281	19	300
"MS"	2012	"Humphreys"		"Midnight South"	"5020"	2	96	52	148					97	64	161	70	67	137
"MS"	2012	"Humphreys"		"Louise South"	"5030"	2	393	99	492					407	111	520	328	125	453
"MS"	2012	"Issaquena"		"Valley Park Community Center"		2	60	81	141					61	83	146	44	81	125
"MS"	2012	"Issaquena"		"Tallula Community Center"		2	66	74	140					67	82	149	59	78	137
"MS"	2012	"Issaquena"		"Mayersville Courthouse"		2	136	10	146					141	7	149	114	12	126
"MS"	2012	"Issaquena"		"Addle Voting Precinct"		2	123	43	166					133	44	178	100	46	146
"MS"	2012	"Issaquena"		"Grace Voting Precinct"		2	83	76	159					77	86	165	65	89	154
"MS"	2012	"Itawamba"		"Courthouse"		1	47	128	175					25	154	180	24	152	176
"MS"	2012	"Itawamba"		"Banner-Pineville"		1	113	362	475					71	436	517	70	414	484
"MS"	2012	"Itawamba"		"Ryan"		1	101	143	244					57	195	257	54	195	249
"MS"	2012	"Itawamba"		"Salem-Copeland"		1	90	266	356					55	306	369	50	305	355
"MS"	2012	"Itawamba"		"Fairview-Pleasanton"		1	32	79	111					14	104	121	17	99	116
"MS"	2012	"Itawamba"		"Centerville"		1	89	205	294					45	256	312	48	252	300
"MS"	2012	"Itawamba"		"Ozark"		1	31	54	85					12	76	90	14	69	83
"MS"	2012	"Itawamba"		"Fawn Grove"		1	106	176	282					54	235	293	50	232	282
"MS"	2012	"Itawamba"		"Ratliff"		1	45	107	152					12	141	155	15	136	151
"MS"	2012	"Itawamba"		"Kirkville"		1	138	313	451					68	398	477	80	377	457
"MS"	2012	"Itawamba"		"Mantachie"		1	204	531	735					85	656	760	95	651	746
"MS"	2012	"Itawamba"		"Dorsey"		1	158	349	507					58	459	532	40	468	508
"MS"	2012	"Itawamba"		"Friendship"		1	155	219	374					58	313	382	66	304	370
"MS"	2012	"Itawamba"		"Cedarsville"		1	51	89	140					26	115	143	19	122	141
"MS"	2012	"Itawamba"		"Greenwood"		1	212	147	359					170	199	381	145	221	366
"MS"	2012	"Itawamba"		"Carolina"		1	100	140	240					65	179	248	66	175	241
"MS"	2012	"Itawamba"		"Evergreen"		1	181	169	350					154	214	372	139	220	359
"MS"	2012	"Itawamba"		"American Legion"		1	348	668	1016					164	869	1059	136	880	1016
"MS"	2012	"Itawamba"		"Tremont"		1	89	245	334					52	290	354	52	294	346
"MS"	2012	"Itawamba"		"James Creek"		1	26	121	147					11	136	156	9	135	144
"MS"	2012	"Itawamba"		"Tilden"		1	125	218	343					71	278	356	72	276	348
"MS"	2012	"Itawamba"		"Clay"		1	185	443	628					82	553	649	80	550	630
"MS"	2012	"Itawamba"		"Icdc"		1	268	327	595					207	399	621	170	416	586
"MS"	2012	"Itawamba"		"Mt Gilead"		1	27	73	100					9	91	103	12	89	101
"MS"	2012	"Itawamba"		"Armory"		1	148	221	369					77	303	389	64	313	377
"MS"	2012	"Itawamba"		"Bounds"		1	9	31	40					4	38	42	6	34	40
"MS"	2012	"Jackson"		"Hwy 57"		4	18	259	277					24	295	320	20	282	302
"MS"	2012	"Jackson"		"North Vancleave"		4	187	1177	1364					233	1321	1581	215	1248	1463
"MS"	2012	"Jackson"		"East Central"		4	371	3407	3778					393	3836	4258	458	3607	4065
"MS"	2012	"Jackson"		"Big Point"		4	101	1318	1419					115	1480	1609	135	1404	1539
"MS"	2012	"Jackson"		"Escatawpa"		4	521	1582	2103					620	1822	2466	586	1738	2324
"MS"	2012	"Jackson"		"Orange Grove"		4	167	624	791					190	792	990	191	754	945
"MS"	2012	"Jackson"		"Rec Center"		4	2822	295	3117					3156	269	3440	2967	351	3318
"MS"	2012	"Jackson"		"YMBC-Dantzler"		4	704	444	1148					810	468	1284	748	491	1239
"MS"	2012	"Jackson"		"Jefferson Street"		4	1285	403	1688					1493	396	1894	1350	453	1803
"MS"	2012	"Jackson"		"Fair"		4	1556	910	2466					1839	961	2817	1667	985	2652
"MS"	2012	"Jackson"		"Pinecrest"		4	167	708	875					193	797	998	177	777	954
"MS"	2012	"Jackson"		"Nazarene"		4	211	350	561					259	376	644	232	377	609
"MS"	2012	"Jackson"		"Sacred Heart"		4	159	718	877					165	819	993	160	802	962
"MS"	2012	"Jackson"		"Eastlawn"		4	143	789	932					173	872	1056	153	860	1013
"MS"	2012	"Jackson"		"American Legion"		4	63	268	331					73	299	375	68	287	355
"MS"	2012	"Jackson"		"Presbyterian"		4	101	457	558					111	532	654	98	535	633
"MS"	2012	"Jackson"		"North Pascagoula"		4	66	307	373					84	335	420	83	327	410
"MS"	2012	"Jackson"		"Gautier"		4	1772	2448	4220					2042	2663	4752	1869	2610	4479
"MS"	2012	"Jackson"		"Villa Maria"		4	109	263	372					125	295	424	112	288	400
"MS"	2012	"Jackson"		"OS Community Ctr"		4	59	140	199					70	169	241	67	160	227
"MS"	2012	"Jackson"		"OS Armory"		4	580	1501	2081					682	1708	2443	604	1716	2320
"MS"	2012	"Jackson"		"St. Martin"		4	1166	3004	4170					1340	3362	4781	1233	3296	4529
"MS"	2012	"Jackson"		"Latimer"		4	291	1471	1762					343	1696	2077	322	1621	1943
"MS"	2012	"Jackson"		"Larue"		4	17	153	170					13	176	189	18	158	176
"MS"	2012	"Jackson"		"Hickory Hills"		4	398	1046	1444					465	1141	1632	439	1122	1561
"MS"	2012	"Jackson"		"Fontainebleau"		4	501	1635	2136					603	1797	2430	543	1762	2305
"MS"	2012	"Jackson"		"Gulf Park Estates"		4	409	1341	1750					445	1516	1990	404	1473	1877
"MS"	2012	"Jackson"		"OS Civic Ctr"		4	884	2879	3763					1036	3244	4347	899	3211	4110
"MS"	2012	"Jackson"		"South Vancleave"		4	177	1733	1910					185	1966	2180	196	1847	2043
"MS"	2012	"Jackson"		"Red Hill"		4	12	212	224					10	239	254	18	223	241
"MS"	2012	"Jackson"		"Carterville"		4	8	89	97					9	105	116	11	98	109
"MS"	2012	"Jasper"		"Beat 1 Antioch 2 Judicial"		3		268	294					36	266	305	43	249	292
"MS"	2012	"Jasper"		"Beat 1 Holders-Waldrup 1"		3		51	113					163	31	195	148	35	183
"MS"	2012	"Jasper"		"Beat 1 Holders-Waldrup 2"		3		267	411					243	224	472	213	221	434
"MS"	2012	"Jasper"		"Moss First"		3		37	37					0	37	37	2	33	35
"MS"	2012	"Jasper"		"Moss Second"		3		538	638					178	532	716	176	513	689
"MS"	2012	"Jasper"		"Palestine"		3		22	52					67	12	79	58	13	71
"MS"	2012	"Jasper"		"Paulding"		3		315	635					600	198	801	536	216	752
"MS"	2012	"Jasper"		"Fellowship"		3		81	87					16	77	93	16	73	89
"MS"	2012	"Jasper"		"Midway"		3		141	226					204	94	300	180	103	283
"MS"	2012	"Jasper"		"Rose Hill"		3		253	316					181	218	399	168	208	376
"MS"	2012	"Jasper"		"Vossburg"		3		86	226					324	35	359	282	53	335
"MS"	2012	"Jasper"		"Bay Springs Beat 3"		3		482	649					429	401	833	367	410	777
"MS"	2012	"Jasper"		"Louin"		3		330	528					368	251	626	323	264	587
"MS"	2012	"Jasper"		"Montrose"		3		207	282					174	171	346	161	174	335
"MS"	2012	"Jasper"		"Bay Springs Beat 4"		3		537	855					611	381	998	533	408	941
"MS"	2012	"Jasper"		"Stringer"		3		875	942					95	889	993	121	842	963
"MS"	2012	"Jasper"		"Heidelberg Beat 5"		3		312	666					942	162	1106	850	188	1038
"MS"	2012	"Jasper"		"Claiborne"		3		169	264					200	148	349	184	152	336
"MS"	2012	"Jasper"		"Philadelphia"		3		109	238					266	66	332	235	77	312
"MS"	2012	"Jefferson Davis"		"Granby"	"11"	3		61	115					105	44	150	105	44	149
"MS"	2012	"Jefferson Davis"		"South Prentiss"	"12"	3		449	585					244	415	672	244	415	659
"MS"	2012	"Jefferson Davis"		"South Prentiss"	"13"	3		251	404					333	162	498	333	162	495
"MS"	2012	"Jefferson Davis"		"Bournham"	"21"	3		0	0					0	0	0	0	0	0
"MS"	2012	"Jefferson Davis"		"Carson"	"22"	3		188	226					78	171	251	78	171	249
"MS"	2012	"Jefferson Davis"		"Green's Creek"	"23"	3		246	307					96	221	320	96	221	317
"MS"	2012	"Jefferson Davis"		"Hathorn"	"24"	3		140	178					63	128	195	63	128	191
"MS"	2012	"Jefferson Davis"		"Son's Academy"	"25"	3		85	192					199	50	251	199	50	249
"MS"	2012	"Jefferson Davis"		"Bassfield"	"26"	3		216	314					185	171	368	185	171	356
"MS"	2012	"Jefferson Davis"		"Bassfield"	"31"	3		197	497					442	137	583	442	137	579
"MS"	2012	"Jefferson Davis"		"Bassfield"	"32"	3		193	420					454	101	561	454	101	555
"MS"	2012	"Jefferson Davis"		"Good Hope"	"33"	3		163	233					110	147	260	104	141	245
"MS"	2012	"Jefferson Davis"		"Melba"	"34"	3		44	55					15	47	63	18	43	61
"MS"	2012	"Jefferson Davis"		"Clem"	"41"	3		110	164					100	88	191	90	90	180
"MS"	2012	"Jefferson Davis"		"Mt Carmel"	"42"	3		82	169					223	12	237	186	32	218
"MS"	2012	"Jefferson Davis"		"North East Prentiss"	"43"	3		252	532					535	147	692	463	175	638
"MS"	2012	"Jefferson Davis"		"Willliamson Mill"	"44"	3		211	272					130	181	316	107	183	290
"MS"	2012	"Jefferson Davis"		"Gwinville"	"51"	3		72	119					128	34	166	119	39	158
"MS"	2012	"Jefferson Davis"		"Hebron"	"52"	3		62	83					55	54	114	40	61	101
"MS"	2012	"Jefferson Davis"		"North West Prentiss"	"53"	3		122	231					217	70	289	190	73	263
"MS"	2012	"Jefferson Davis"		"Red House"	"55"	3		138	264					252	86	340	216	89	305
"MS"	2012	"Jefferson Davis"		"Whiting"	"56"	3		97	208					303	41	347	257	53	310
"MS"	2012	"Jefferson Davis"		"City of Prentiss"		3		0	0					0	0	0	0	0	0
"MS"	2012	"Jefferson Davis"		"MUBASS"		3			0							0			0
"MS"	2012	"Jefferson"		"Union Church"	"1010"	2	167	109	276					168	132	301	119	146	265
"MS"	2012	"Jefferson"		"Harriston"	"1020"	2	175	16	191					187	17	205	160	21	181
"MS"	2012	"Jefferson"		"Red Lick"	"1030"	2	307	42	349					314	46	360	255	66	321
"MS"	2012	"Jefferson"		"Stampley"	"2010"	2	258	5	263					268	4	272	243	10	253
"MS"	2012	"Jefferson"		"Superintendent Office"	"2020"	2	290	5	295					306	1	307	248	18	266
"MS"	2012	"Jefferson"		"Rose Hill #1 Church"		2	157	33	190					160	41	201	133	46	179
"MS"	2012	"Jefferson"		"Chancery Clerk"	"3010"	2	262	6	268					270	4	276	235	18	253
"MS"	2012	"Jefferson"		"City Hall"	"3020"	2	342	15	357					367	7	376	298	30	328
"MS"	2012	"Jefferson"		"Cannonsburg"	"4010"	2	232	15	247					241	14	256	209	21	230
"MS"	2012	"Jefferson"		"Church Hill"	"4020"	2	78	12	90					79	95	175	55	105	160
"MS"	2012	"Jefferson"		"Old Hollywood Church"	"4030"	2	488	64	552					524	44	569	434	74	508
"MS"	2012	"Jefferson"		"Lorman"	"5010"	2	22	51	73					223	54	281	195	62	257
"MS"	2012	"Jefferson"		"Fayett Manor"	"5020"	2	347	2	349					365	1	366	305	19	324
"MS"	2012	"Jefferson"		"Highway 33"	"2040"	2	119	6	125					130	0	130	109	9	118
"MS"	2012	"Jefferson"		"Chambliss's Restaurant"	"5030"	2	338	10	348					349	8	358	304	28	332
"MS"	2012	"Jones"		"North Laurel"		4	607	1403	2010					717	1460	2200	643	1467	2110
"MS"	2012	"Jones"		"Shady Grove"		4	582	1457	2039					616	1499	2135	582	1457	2039
"MS"	2012	"Jones"		"Sharon"		4	168	922	1090					160	963	1126	168	922	1090
"MS"	2012	"Jones"		"Bruce"		4	39	369	408					33	380	414	39	369	408
"MS"	2012	"Jones"		"Calhoun"		4	80	1307	1387					86	1402	1503	86	1367	1453
"MS"	2012	"Jones"		"Centerville"		4	13	127	140					11	137	149	9	128	137
"MS"	2012	"Jones"		"Laurel Courthouse"		4	246	293	539					285	298	590	256	295	551
"MS"	2012	"Jones"		"Gitano"		4	67	170	237					78	181	260	70	169	239
"MS"	2012	"Jones"		"Hebron"		4	365	213	578					416	217	634	386	227	613
"MS"	2012	"Jones"		"Matthews"		4	45	4647	4692					48	483	535	54	461	515
"MS"	2012	"Jones"		"Pleasant Ridge"		4	38	492	530					33	520	559	37	510	547
"MS"	2012	"Jones"		"Cameron Center"		4	98	184	282					130	185	320	112	188	300
"MS"	2012	"Jones"		"Soso"		4	358	467	825					402	486	896	379	484	863
"MS"	2012	"Jones"		"Mauldin Community Center"		4	220	805	1025					238	851	1093	231	822	1053
"MS"	2012	"Jones"		"Kingston Church"		4	182	30	212					249	17	266	205	34	239
"MS"	2012	"Jones"		"Erata"		4	201	152	353					242	154	398	221	152	373
"MS"	2012	"Jones"		"Glade"		4	57	744	801					64	804	872	65	770	835
"MS"	2012	"Jones"		"Myrick"		4	39	886	925					43	940	993	59	890	949
"MS"	2012	"Jones"		"Powers Community Center"		4	166	670	836					198	170	372	183	668	851
"MS"	2012	"Jones"		"Ovett"		4	49	533	582					46	569	625	57	527	584
"MS"	2012	"Jones"		"Rustin"		4	23	419	442					20	468	489	32	437	469
"MS"	2012	"Jones"		"Sandersville Civic Center"		4	96	500	596					125	515	650	116	507	623
"MS"	2012	"Jones"		"Truckers"		4	27	597	624					35	657	702	57	610	667
"MS"	2012	"Jones"		"Antioch"		4	23	331	354					20	358	385	27	344	371
"MS"	2012	"Jones"		"Blackwell"		4	12	245	257					9	261	272	16	241	257
"MS"	2012	"Jones"		"County Barn"		4	143	447	590					164	503	669	168	462	630
"MS"	2012	"Jones"		"Johnson"		4	22	441	463					18	471	492	25	444	469
"MS"	2012	"Jones"		"Ellisville Courthouse"		4	187	480	667					216	516	740	197	507	704
"MS"	2012	"Jones"		"Landrum"		4	11	280	291					11	294	312	13	283	296
"MS"	2012	"Jones"		"Moselle"		4	156	547	703					174	607	795	165	580	745
"MS"	2012	"Jones"		"Pine Grove"		4	31	615	646					41	665	715	40	641	681
"MS"	2012	"Jones"		"Rainey"		4	43	736	779					37	798	839	47	762	809
"MS"	2012	"Jones"		"Sand Hill"		4	34	579	613					40	609	661	45	595	640
"MS"	2012	"Jones"		"Shelton"		4	136	344	480					159	367	530	143	359	502
"MS"	2012	"Jones"		"Union"		4	32	544	576					34	588	629	45	552	597
"MS"	2012	"Jones"		"Old South Jones Elementary"		4	27	193	220					40	203	246	31	202	233
"MS"	2012	"Jones"		"Cooks Ave. Comm. Center"		4	490	15	505					557	2	561	519	13	532
"MS"	2012	"Jones"		"Magnolia Center"		4	1193	365	1558					1331	360	1705	1266	378	1644
"MS"	2012	"Jones"		"L T Ellis Center"		4	659	37	696					785	14	804	711	39	750
"MS"	2012	"Jones"		"Roosevelt"		4	208	30	238					275	13	288	226	33	259
"MS"	2012	"Jones"		"Oak Park School"		4	670	35	705					819	3	824	708	37	745
"MS"	2012	"Jones"		"Pendorff"		4	34	150	184					38	156	200	39	145	184
"MS"	2012	"Jones"		"Currie"		4	151	7	158					168	3	171	157	5	162
"MS"	2012	"Kemper"		"Scooba A-L"		3		180	313					263	116	382	223	132	355
"MS"	2012	"Kemper"		"Scooba M-Z"		3		179	301					238	124	365	202	136	338
"MS"	2012	"Kemper"		"Farmers Market"		3		17	26					14	15	29	11	17	28
"MS"	2012	"Kemper"		"Band Building"		3		218	366					321	138	461	270	155	425
"MS"	2012	"Kemper"		"Porterville"		3		198	440					435	113	549	376	139	515
"MS"	2012	"Kemper"		"Kemper Springs"		3		55	99					132	10	142	103	20	123
"MS"	2012	"Kemper"		"Fort Stevens"		3		145	168					48	132	181	43	131	174
"MS"	2012	"Kemper"		"Lynwood"		3		235	300					100	202	304	89	209	298
"MS"	2012	"Kemper"		"Lynville"		3		216	304					161	175	338	121	197	318
"MS"	2012	"Kemper"		"Preston"		3		248	352					239	104	344	191	190	381
"MS"	2012	"Kemper"		"Kellis Store"		3		93	187					198	44	243	166	56	222
"MS"	2012	"Kemper"		"Courthouse"		3		349	593					517	213	736	420	259	679
"MS"	2012	"Kemper"		"Mount Nebo"		3		147	237					230	108	340	196	121	317
"MS"	2012	"Kemper"		"Satellite"		3		283	453					343	215	558	297	227	524
"MS"	2012	"Lafayette"		"Oxford 1"		1	957	1384	2341					964	1455	2466	872	1500	2372
"MS"	2012	"Lafayette"		"Denmark-Lafayette Springs-Pine Bluff"		1	75	350	425					61	368	437	68	355	423
"MS"	2012	"Lafayette"		"Yocona Community Center"		1	88	398	486					75	422	508	81	414	495
"MS"	2012	"Lafayette"		"Oxford 2"		1	1621	1911	3532					1681	1995	3740	1505	2076	3581
"MS"	2012	"Lafayette"		"Philadelphia"		1	102	111	213					100	122	225	98	118	216
"MS"	2012	"Lafayette"		"Oxford 3"		1	1030	791	1821					1082	795	1903	1002	849	1851
"MS"	2012	"Lafayette"		"Abbeville"		1	584	377	961					644	377	1027	606	385	991
"MS"	2012	"Lafayette"		"College Hill"		1	561	870	1431					585	889	1499	543	916	1459
"MS"	2012	"Lafayette"		"Taylor 3"		1	368	118	486					407	117	529	357	147	504
"MS"	2012	"Lafayette"		"Oxford 4"		1	1197	1624	2821					1204	1714	2981	1097	1771	2868
"MS"	2012	"Lafayette"		"Burgess"		1	105	269	374					107	249	363	108	285	393
"MS"	2012	"Lafayette"		"Anchor-Taylor"		1	71	354	425					67	381	452	69	371	440
"MS"	2012	"Lafayette"		"Harmontown"		1	70	282	352					91	296	396	94	270	364
"MS"	2012	"Lafayette"		"Union West 4"		1	92	172	264					93	176	270	88	177	265
"MS"	2012	"Lafayette"		"Oxford 5"		1	754	850	1604					782	875	1710	747	897	1644
"MS"	2012	"Lafayette"		"Paris"		1	37	212	249					30	222	254	29	217	246
"MS"	2012	"Lafayette"		"Tula"		1	53	218	271					52	231	286	44	226	270
"MS"	2012	"Lafayette"		"Airport Grocery"		1	72	318	390					66	350	421	73	328	401
"MS"	2012	"Lamar"		"Lamar Park"		4	470	747	1217					530	746	1304	530	746	1276
"MS"	2012	"Lamar"		"Okahola"		4	87	374	461					99	385	487	99	385	484
"MS"	2012	"Lamar"		"Richburg"		4	305	1112	1417					338	1165	1525	338	1165	1503
"MS"	2012	"Lamar"		"Northeast lamar"		4	473	580	1053					551	605	1171	551	605	1156
"MS"	2012	"Lamar"		"Lumberton"		4	527	610	1137					633	612	1257	633	612	1245
"MS"	2012	"Lamar"		"South Purvis"		4	91	1290	1381					105	1385	1506	105	1385	1490
"MS"	2012	"Lamar"		"Yawn"		4	15	185	200					17	207	224	17	207	224
"MS"	2012	"Lamar"		"Welsley Manor"		4	450	443	893					517	450	978	517	450	967
"MS"	2012	"Lamar"		"Pine Grove"		4	16	412	428					17	446	471	17	446	463
"MS"	2012	"Lamar"		"Baxterville"		4	21	308	329					16	342	365	16	342	358
"MS"	2012	"Lamar"		"Greenville"		4	29	635	664					23	687	717	23	687	710
"MS"	2012	"Lamar"		"Purvis"		4	329	1252	1581					370	1335	1725	341	1293	1634
"MS"	2012	"Lamar"		"Arnold Line"		4	300	723	1023					341	746	1101	302	743	1045
"MS"	2012	"Lamar"		"Midway"		4	120	1014	1134					127	1097	1239	127	1046	1173
"MS"	2012	"Lamar"		"Oak Grove"		4	243	1360	1603					277	1435	1739	266	1393	1659
"MS"	2012	"Lamar"		"Lake Serene"		4	225	1822	2047					261	1905	2188	237	1886	2123
"MS"	2012	"Lamar"		"Kingsmill"		4	82	1079	1161					94	1145	1251	85	1131	1216
"MS"	2012	"Lamar"		"Breland"		4	648	1572	2220					764	1601	2389	693	1602	2295
"MS"	2012	"Lamar"		"Oloh"		4	42	472	514					45	504	554	48	484	532
"MS"	2012	"Lamar"		"Rocky Branch"		4	119	419	538					137	436	581	126	427	553
"MS"	2012	"Lamar"		"Sumrall"		4	193	1740	1933					232	1867	2117	233	1790	2023
"MS"	2012	"Lauderdale"		"One"	"101"	3		1345	1529					449	1208	1674	395	1228	1623
"MS"	2012	"Lauderdale"		"Five"	"105"	3		1186	1380					554	1003	1568	473	1030	1503
"MS"	2012	"Lauderdale"		"Andrews Chapel"	"126"	3		587	655					180	524	711	161	526	687
"MS"	2012	"Lauderdale"		"Bailey"	"127"	3		927	1058					300	850	1161	273	847	1120
"MS"	2012	"Lauderdale"		"New Lauderdale"	"146"	3		1131	1216					192	1060	1265	178	1052	1230
"MS"	2012	"Lauderdale"		"Prospect"	"153"	3		310	334					74	282	358	55	293	348
"MS"	2012	"Lauderdale"		"West Dalewood"	"175"	3		142	145					23	127	154	24	125	149
"MS"	2012	"Lauderdale"		"Two"	"202"	3		203	241					90	163	257	74	174	248
"MS"	2012	"Lauderdale"		"Four"	"204"	3		183	347					460	74	537	289	94	383
"MS"	2012	"Lauderdale"		"Six"	"206"	3		512	949					1397	163	1565	1189	231	1420
"MS"	2012	"Lauderdale"		"Fourteen"	"214"	3		166	308					476	32	508	400	58	458
"MS"	2012	"Lauderdale"		"Daleville"	"235"	3		134	190					189	83	276	169	90	259
"MS"	2012	"Lauderdale"		"East Lauderdale"	"237"	3		669	758					277	610	894	251	600	851
"MS"	2012	"Lauderdale"		"Marion"	"238"	3		454	619					366	361	740	323	377	700
"MS"	2012	"Lauderdale"		"Kewanee"	"240"	3		130	175					121	106	229	114	108	222
"MS"	2012	"Lauderdale"		"Russell"	"254"	3		582	696					288	507	799	248	521	769
"MS"	2012	"Lauderdale"		"Toomsuba"	"262"	3		229	292					207	196	406	166	202	368
"MS"	2012	"Lauderdale"		"Center Ridge"	"282"	3		49	94					144	24	168	128	30	158
"MS"	2012	"Lauderdale"		"Three"	"303"	3		483	806					840	226	1069	724	280	1004
"MS"	2012	"Lauderdale"		"Thirteen"	"313"	3		1125	1415					700	906	1619	621	935	1556
"MS"	2012	"Lauderdale"		"Center Hill"	"329"	3		1082	1150					153	1046	1220	144	1036	1180
"MS"	2012	"Lauderdale"		"Collinsville"	"331"	3		1239	1334					249	1165	1427	226	1158	1384
"MS"	2012	"Lauderdale"		"Martin"	"343"	3		766	787					43	51	102	42	736	778
"MS"	2012	"Lauderdale"		"Suqualena"	"361"	3		1271	1389					309	1164	1485	283	1153	1436
"MS"	2012	"Lauderdale"		"West Lauderdale"	"366"	3		0	0					0	0	0	0	0	0
"MS"	2012	"Lauderdale"		"Seven"	"407"	3		354	577					601	212	816	503	251	754
"MS"	2012	"Lauderdale"		"Eight"	"408"	3		369	565					559	209	773	490	248	738
"MS"	2012	"Lauderdale"		"Nine"	"409"	3		275	563					816	80	899	667	141	808
"MS"	2012	"Lauderdale"		"Ten"	"410"	3		98	161					208	39	247	183	43	226
"MS"	2012	"Lauderdale"		"Eleven"	"411"	3		123	261					432	28	462	371	46	417
"MS"	2012	"Lauderdale"		"Twelve"	"412"	3		225	508					893	40	937	744	76	820
"MS"	2012	"Lauderdale"		"Fifteen"	"415"	3		29	48					99	18	117	96	18	114
"MS"	2012	"Lauderdale"		"Twenty"	"420"	3		258	439					454	149	607	391	176	567
"MS"	2012	"Lauderdale"		"Pickard"	"450"	3		279	307					69	268	340	63	268	331
"MS"	2012	"Lauderdale"		"Sageville"	"455"	3		68	92					57	53	112	55	55	110
"MS"	2012	"Lauderdale"		"Eighteen"	"518"	3		215	245					84	183	268	76	181	257
"MS"	2012	"Lauderdale"		"Nineteen"	"519"	3		254	313					127	217	348	115	22	137
"MS"	2012	"Lauderdale"		"Alamucha"	"525"	3		142	162					77	130	207	68	123	191
"MS"	2012	"Lauderdale"		"Ceuseyville"	"528"	3		353	364					36	338	376	33	330	363
"MS"	2012	"Lauderdale"		"Clarkdale"	"530"	3		574	597					54	558	616	41	565	606
"MS"	2012	"Lauderdale"		"Culpepper"	"533"	3		431	447					23	430	457	22	423	445
"MS"	2012	"Lauderdale"		"Meehan"	"544"	3		395	449					121	368	493	105	364	469
"MS"	2012	"Lauderdale"		"Odom"	"549"	3		263	340					203	200	405	182	200	382
"MS"	2012	"Lauderdale"		"South Nellieburg"	"560"	3		327	367					93	300	395	76	296	372
"MS"	2012	"Lauderdale"		"Valley"	"563"	3		92	104					26	93	120	30	83	113
"MS"	2012	"Lauderdale"		"Vimville"	"564"	3		821	983					363	743	1111	348	717	1065
"MS"	2012	"Lauderdale"		"Whynot"	"565"	3		356	378					78	339	420	61	335	396
"MS"	2012	"Lauderdale"		"Zero"	"567"	3		781	836					140	737	893	135	731	866
"MS"	2012	"Lauderdale"		"Mt Gilead"	"583"	3		388	438					120	337	466	106	343	449
"MS"	2012	"Lawrence"		"Courthouse A-Z"		3		894	1020					196	866	1067	204	839	1043
"MS"	2012	"Lawrence"		"Tilton"		3		136	162					55	127	183	59	120	179
"MS"	2012	"Lawrence"		"Topeka"		3		273	286					31	271	303	32	260	292
"MS"	2012	"Lawrence"		"Armory"		3		106	114					12	105	117	15	99	114
"MS"	2012	"Lawrence"		"Grange"		3		158	181					43	146	190	42	145	187
"MS"	2012	"Lawrence"		"Hooker"		3		84	151					147	47	195	120	62	182
"MS"	2012	"Lawrence"		"New Hebron"		3		365	406					88	345	440	81	337	418
"MS"	2012	"Lawrence"		"Stringer"		3		190	273					195	139	335	172	141	313
"MS"	2012	"Lawrence"		"East Arm"		3		139	206					126	103	230	118	108	226
"MS"	2012	"Lawrence"		"Monticello-Beat 5"		3		32	78					118	5	123	109	9	118
"MS"	2012	"Lawrence"		"North Silver Creek"		3		72	126					78	58	136	72	54	126
"MS"	2012	"Lawrence"		"Nola"		3		83	116					69	65	135	58	64	122
"MS"	2012	"Lawrence"		"Oakvale"		3		102	111					23	91	116	18	90	108
"MS"	2012	"Lawrence"		"Peyton Town"		3		71	146					154	25	180	141	30	171
"MS"	2012	"Lawrence"		"South Silver Creek"		3		140	236					185	98	287	178	101	279
"MS"	2012	"Lawrence"		"West Arm"		3		98	159					121	73	194	112	77	189
"MS"	2012	"Lawrence"		"West Monticello - 53"		3		31	32					2	30	32	3	29	32
