state	year	county	precinct	cd	g2012_REG_tv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	ld	g2012_STH_dv	g2012_STH_rv	g2012_STH_tv	ld2	g2012_STH_dv2	g2012_STH_rv2	g2012_STH_tv2	ld3	g2012_STH_dv3	g2012_STH_rv3	g2012_STH_tv3	ld4	g2012_STH_dv4	g2012_STH_rv4	g2012_STH_tv4	ld5	g2012_STH_dv5	g2012_STH_rv5	g2012_STH_tv5	ld6	g2012_STH_dv6	g2012_STH_rv6	g2012_STH_tv6	ld7	g2012_STH_dv7	g2012_STH_rv7	g2012_STH_tv7	ld8	g2012_STH_dv8	g2012_STH_rv8	g2012_STH_tv8	ld9	g2012_STH_dv9	g2012_STH_rv9	g2012_STH_tv9	ld10	g2012_STH_dv10	g2012_STH_rv10	g2012_STH_tv10	ld11	g2012_STH_dv11	g2012_STH_rv11	g2012_STH_tv11	ld12	g2012_STH_dv12	g2012_STH_rv12	g2012_STH_tv12	ld13	g2012_STH_dv13	g2012_STH_rv13	g2012_STH_tv13	sd	g2012_STS_dv	g2012_STS_rv	g2012_STS_tv	sd2	g2012_STS_dv2	g2012_STS_rv2	g2012_STS_tv2	sd3	g2012_STS_dv3	g2012_STS_rv3	g2012_STS_tv3	sd4	g2012_STS_dv4	g2012_STS_rv4	g2012_STS_tv4	sd5	g2012_STS_dv5	g2012_STS_rv5	g2012_STS_tv5	sd6	g2012_STS_dv6	g2012_STS_rv6	g2012_STS_tv6	sd7	g2012_STS_dv7	g2012_STS_rv7	g2012_STS_tv7	sd8	g2012_STS_dv8	g2012_STS_rv8	g2012_STS_tv8
"SC"	2012	"Hampton"	"Brunson"	6	698	297		318					188	180	371	122	342		342																																																	40	311		311																												
"SC"	2012	"Hampton"	"Crocket-Miley"	6	505	194		205					153	124	280	122	237		237																																																	40	206		207																												
"SC"	2012	"Hampton"	"Cummings"	6	795	331		341					195	250	451	122	341		342																																																	45	254	154	408																												
"SC"	2012	"Hampton"	"Early Branch"	6	488	155		164					101	121	223	122	172		173																																																	45	121	87	208																												
"SC"	2012	"Hampton"	"Emergency"	6	0	0		0					0	0	0	122	0		0																																																	40	0		0	45	0	0	0																								
"SC"	2012	"Hampton"	"Estill"	6	2502	824		847					209	806	1023	122	903		904																																																	45	779	154	933																												
"SC"	2012	"Hampton"	"Failsafe"	6	0	25		25					11	18	29	122	26		26																																																	45	10	6	16	40	13		13																								
"SC"	2012	"Hampton"	"Failsafe Provisional"	6	0	0		0					0	0	0	122	0		0																																																																																
"SC"	2012	"Hampton"	"Furman"	6	379	204		208					89	159	248	122	224		224																																																	45	176	61	237																												
"SC"	2012	"Hampton"	"Garnett"	6	150	78		79					11	79	90	122	78		78																																																	45	75	9	84																												
"SC"	2012	"Hampton"	"Gifford"	6	341	209		210					11	206	218	122	211		211																																																	45	206	12	218																												
"SC"	2012	"Hampton"	"Hampton Courthouse No.1"	6	1086	394		413					252	250	509	122	441		442																																																	40	410		411																												
"SC"	2012	"Hampton"	"Hampton Courthouse No.2"	6	1337	461		501					381	273	656	122	566		567																																																	40	489		491																												
"SC"	2012	"Hampton"	"Hopewell"	6	292	100		109					133	30	163	122	134		136																																																	45	55	87	142																												
"SC"	2012	"Hampton"	"Horse Gall"	6	75	41		42					52	4	57	122	53		53																																																	45	19	35	54																												
"SC"	2012	"Hampton"	"Provisional"	6	0	11		11					0	9	9	122	12		12																																																	45	5	0	5	40	0		0																								
"SC"	2012	"Hampton"	"Rivers Mill"	6	65	35		35					16	28	44	122	37		37																																																	40	37		37																												
"SC"	2012	"Hampton"	"Scotia"	6	406	172		179					37	179	217	122	202		202																																																	45	183	18	201																												
"SC"	2012	"Hampton"	"Varnville"	6	2029	747		777					361	592	960	122	835		837																																																	45	602	267	869																												
"SC"	2012	"Hampton"	"Yemassee"	6	1176	412		437					192	356	555	122	457		459																																																	45	356	162	518																												
"SC"	2012	"Horry"	"Absentee"	7	0	4373	8661	13288					8625	4750	13480	106		2427	2444	104	860	1532	2398	107		1129	1140	68		1090	1100	56			873	58		831	859	57	51	36	87	55	57		59	105																				28	1478	2799	4332	33		3335	3383	34		3084	3110	30	123		128	32	60		61												
"SC"	2012	"Horry"	"Absentee 2"	7	0	1100	1349	2523					1347	1184	2549	58		602	628	107		290	294	68		203	204	103	88		105	56			75	57	8	19	27	104	2	4	6	105																								28	694	338	1046	33		777	785	34		278	281	32	78		78																
"SC"	2012	"Horry"	"Adrian"	7	1621	212	610	853					616	241	868	105																																																				28	215	609	839																												
"SC"	2012	"Horry"	"Allsbrook"	7	561	65	284	357					288	71	363	105																																																				28	57	287	353																												
"SC"	2012	"Horry"	"Atlantic Beach"	7	416	76	1	83					1	83	85	104	75	7	82																																																	28	72	6	80																												
"SC"	2012	"Horry"	"Aynor"	7	1258	172	604	795					606	184	801	58		677	679																																																	30	499		505																												
"SC"	2012	"Horry"	"Bayboro"	7	1012	197	322	547					335	204	549	57	169	164	334	105																																																28	195	325	536																												
"SC"	2012	"Horry"	"Brooksville"	7	2649	585	922	1546					939	608	1568	104	656	855	1512																																																	28	525	958	1509																												
"SC"	2012	"Horry"	"Brownway"	7	1238	102	547	679					555	124	689	58		604	608																																																	32	347		360																												
"SC"	2012	"Horry"	"Burgess #1"	7	3255	556	1261	1869					1306	572	1897	106		1485	1490																																																	34		1506	1512																												
"SC"	2012	"Horry"	"Burgess #2"	7	2208	401	937	1381					965	418	1399	106		1088	1097																																																	34		1103	1114																												
"SC"	2012	"Horry"	"Burgess #3"	7	1920	355	848	1239					892	362	1265	106		968	972																																																	34		980	982																												
"SC"	2012	"Horry"	"Carolina Forest #1"	7	2446	450	940	1442					953	494	1478	56			1123																																																	33		1120	1129																												
"SC"	2012	"Horry"	"Carolina Forest #2"	7	1603	289	535	854					541	319	876	56			667																																																	33		647	656																												
"SC"	2012	"Horry"	"Cedar Grove"	7	718	71	330	417					338	77	421	58		358	358																																																	28	64	336	409																												
"SC"	2012	"Horry"	"Cherry Grove #1"	7	1380	200	534	755					530	225	766	104	251	490	744																																																	28	173	552	741																												
"SC"	2012	"Horry"	"Cherry Grove #2"	7	1543	280	682	993					701	286	1002	104	335	638	974																																																	28	210	741	974																												
"SC"	2012	"Horry"	"Coastal Carolina"	7	1432	252	413	692					424	271	707	105																																																				33		532	541																												
"SC"	2012	"Horry"	"Coastal Lane #1"	7	1072	476	63	561					64	510	577	107		118	119																																																	33		122	124																												
"SC"	2012	"Horry"	"Coastal Lane #2"	7	1187	362	155	552					157	411	574	107		239	244																																																	33		249	253																												
"SC"	2012	"Horry"	"Cool Springs"	7	370	44	179	228					185	42	229	58		202	203																																																	30	131		134																												
"SC"	2012	"Horry"	"Cresent"	7	1485	255	517	792					509	277	802	104	294	490	787																																																	28	219	544	781																												
"SC"	2012	"Horry"	"Daisy"	7	1023	161	430	611					447	169	619	104	3	2	5	105																																																28	134	451	602																												
"SC"	2012	"Horry"	"Deerfield"	7	2278	395	913	1361					936	409	1372	106		1069	1076																																																	34		1071	1077																												
"SC"	2012	"Horry"	"Dogbluff"	7	829	60	409	480					421	55	482	58		427	432																																																	28	57	411	475																												
"SC"	2012	"Horry"	"Dogwood"	7	1128	300	352	676					361	329	695	56			414	105																																																28	282	356	659																												
"SC"	2012	"Horry"	"Dunes #1"	7	1860	216	1021	1257					995	263	1269	107		1085	1088																																																	33		1088	1096																												
"SC"	2012	"Horry"	"Dunes #2"	7	1487	221	570	805					575	233	814	107		636	641																																																	33		641	645																												
"SC"	2012	"Horry"	"Dunes #3"	7	939	170	394	575					376	189	576	107		414	414	104	11	20	31																																													28	145	409	562																												
"SC"	2012	"Horry"	"East Conway"	7	1057	137	386	540					381	164	549	105																																																				33		427	435																												
"SC"	2012	"Horry"	"East Loris"	7	2213	481	799	1317					818	512	1340	105																																																				28	466	805	1301																												
"SC"	2012	"Horry"	"Ebenezer"	7	1260	234	644	900					654	247	911	104	281	584	865	56			8																																													28	203	654	872																												
"SC"	2012	"Horry"	"Emerald Forest #1"	7	3050	562	1006	1632					1038	604	1667	56			1283																																																	33		1256	1270																												
"SC"	2012	"Horry"	"Emerald Forest #2"	7	1852	332	613	982					619	365	999	56			639																																																	33		718	724																												
"SC"	2012	"Horry"	"Emerald Forest #3"	7	3042	517	1150	1728					1165	569	1763	56			1299																																																	33		1370	1393																												
"SC"	2012	"Horry"	"Emergency"	7	0	22	97	122					104	22	126	106		39	39	58		25	25	107		12	12	104	2	1	3	55	0		0	68		0	0	56			0	57	0	0	0	105																				34		36	37	30	16		16	33		11	12	28	5	6	11	32	0		0												
"SC"	2012	"Horry"	"Emergency 2"	7	0	1	3	4					2	2	4	107		2	2	103	0		1	56			0	58		0	0	57	0	0	0	68		0	0	104	0	0	0	105																								34		3	3	33		1	1	32	0		0	28	0	0	0																
"SC"	2012	"Horry"	"Enterprise"	7	2320	408	931	1387					958	438	1415	68		1030	1039																																																	34		1039	1045																												
"SC"	2012	"Horry"	"Failsafe"	7	0	88	61	162					64	101	166	58		23	23	56			17	68		8	8	106		7	7	104	2	4	6	107		5	6	55	4		4	57	2	2	4	105																				28	32	15	49	33		44	47	34		11	11	30	4		4	32	0		0												
"SC"	2012	"Horry"	"Failsafe 2"	7	0	30	12	47					12	36	48	58		11	11	107		6	6	103	1		2	68		1	1	57	0	0	0	56			0	104	0	0	0	105																								28	24	3	28	33		7	7	34		6	6	32	1		1																
"SC"	2012	"Horry"	"Failsafe Provisional"	7	0	36	68	111					64	47	113																																																																																				
"SC"	2012	"Horry"	"Floyds"	7	395	57	184	248					192	55	250	57	54	82	136	55	63		63																																													28	59	182	242																												
"SC"	2012	"Horry"	"Forestbrook"	7	2135	414	821	1279					816	459	1301	68		977	986																																																	33		982	990																												
"SC"	2012	"Horry"	"Four Mile"	7	1514	229	560	815					560	258	826	58		628	640																																																	28	243	548	806																												
"SC"	2012	"Horry"	"Gallivants Ferry"	7	156	19	89	109					91	20	111	58		90	91																																																	30	65		69																												
"SC"	2012	"Horry"	"Garden City #1"	7	1760	269	664	967					687	282	986	106		767	772																																																	34		781	784																												
"SC"	2012	"Horry"	"Garden City #2"	7	1628	275	520	824					530	295	832	106		613	615																																																	34		627	629																												
"SC"	2012	"Horry"	"Garden City #3"	7	1214	141	559	710					559	143	716	106		617	620																																																	34		617	622																												
"SC"	2012	"Horry"	"Garden City #4"	7	1081	214	365	591					369	226	603	106		428	429																																																	34		430	431																												
"SC"	2012	"Horry"	"Glenns Bay"	7	1926	340	720	1095					741	354	1118	106		832	837																																																	34		856	859																												
"SC"	2012	"Horry"	"Green Sea"	7	852	167	275	455					278	182	462	55	158		163	105																																																28	161	278	446																												
"SC"	2012	"Horry"	"Gurley"	7	216	45	85	135					86	55	141	105																																																				28	46	86	133																												
"SC"	2012	"Horry"	"Hickory Grove"	7	1244	138	486	644					482	155	650	105																																																				33		517	517																												
"SC"	2012	"Horry"	"Hickory Hill"	7	143	21	75	102					81	22	107	57	12	29	41	105																																																28	24	74	101																												
"SC"	2012	"Horry"	"Homewood"	7	1112	184	393	595					391	199	596	58		443	450																																																	33		449	451																												
"SC"	2012	"Horry"	"Horry"	7	837	58	454	513					451	66	518	58		469	472																																																	28	50	451	508																												
"SC"	2012	"Horry"	"Inland"	7	312	93	102	205					108	97	205	103	99		142																																																	32	127		127																												
"SC"	2012	"Horry"	"Jackson Bluff"	7	554	96	195	309					202	101	307	58		246	248																																																	33		252	255																												
"SC"	2012	"Horry"	"Jamestown"	7	2462	528	666	1239					697	543	1252	58		864	895																																																	28	498	698	1222																												
"SC"	2012	"Horry"	"Jerigans Crossroads"	7	553	65	289	368					292	74	372	105																																																				28	67	284	357																												
"SC"	2012	"Horry"	"Jet Port #1"	7	1421	234	369	626					377	251	639	107		458	463																																																	33		454	460																												
"SC"	2012	"Horry"	"Jet Port #2"	7	1861	390	727	1153					738	423	1183	107		884	891																																																	34		876	889																												
"SC"	2012	"Horry"	"Jordanville"	7	458	27	247	288					257	32	291	58		262	262																																																	28	31	247	281																												
"SC"	2012	"Horry"	"Joyner Swamp"	7	362	38	175	219					185	40	226	57	34	106	141	58		70	70																																													28	44	175	223																												
"SC"	2012	"Horry"	"Juniper Bay"	7	1428	147	606	779					612	160	780	58		661	663																																																	28	141	612	765																												
"SC"	2012	"Horry"	"Lake Park"	7	4717	775	1420	2289					1438	855	2336	68		1698	1712																																																	34		1709	1724																												
"SC"	2012	"Horry"	"Leon"	7	1135	461	257	763					253	516	780	56			341	104	27	23	50																																													28	448	259	729																												
"SC"	2012	"Horry"	"Little River #1"	7	1395	200	599	829					620	209	846	104	260	546	806																																																	28	164	635	815																												
"SC"	2012	"Horry"	"Little River #2"	7	2319	387	943	1355					973	389	1377	104	489	849	1341																																																	28	321	988	1336																												
"SC"	2012	"Horry"	"Little River #3"	7	1676	267	809	1100					827	284	1122	104	364	716	1084																																																	28	194	861	1081																												
"SC"	2012	"Horry"	"Live Oak"	7	455	113	170	298					187	112	301	105																																																				28	104	177	288																												
"SC"	2012	"Horry"	"Maple"	7	1017	153	451	621					445	169	621	105																																																				33		499	504																												
"SC"	2012	"Horry"	"Marlowe #1"	7	3124	564	1077	1702					1113	589	1725	106		1262	1270																																																	34		1266	1275																												
"SC"	2012	"Horry"	"Marlowe #2"	7	1948	382	775	1187					794	395	1203	106		894	898																																																	34		894	898																												
"SC"	2012	"Horry"	"Methodist Rehobeth"	7	374	24	209	238					207	30	238	58		230	230																																																	30	111		114																												
"SC"	2012	"Horry"	"Mill Swamp"	7	241	19	148	170					152	18	173	58		155	155																																																	30	82		87																												
"SC"	2012	"Horry"	"Mt. Olive"	7	381	85	142	235					145	90	239	55	159		162	57	0	4	4																																													28	83	144	230																												
"SC"	2012	"Horry"	"Mt. Vernon"	7	514	46	291	349					286	60	351	104	23	64	87	105																																																28	48	279	341																												
"SC"	2012	"Horry"	"Myrtle Trace"	7	1258	247	531	795					542	249	800	68		596	598																																																	33		603	605																												
"SC"	2012	"Horry"	"Myrtlewood #1"	7	1412	205	421	651					401	251	666	107		484	490																																																	33		488	493																												
"SC"	2012	"Horry"	"Myrtlewood #2"	7	1593	262	663	951					625	307	953	107		759	765																																																	33		773	780																												
"SC"	2012	"Horry"	"Myrtlewood #3"	7	1484	223	694	933					674	261	946	107		775	779																																																	33		783	788																												
"SC"	2012	"Horry"	"Nixon X Roads #1"	7	3316	710	1106	1882					1129	767	1925	104	802	961	1763	56			58																																													28	643	1170	1853																												
"SC"	2012	"Horry"	"Nixon X Roads #2"	7	1654	374	587	995					611	389	1011	104	424	560	986																																																	28	319	620	964																												
"SC"	2012	"Horry"	"North Conway #1"	7	916	230	235	482					231	252	489	58		309	311																																																	33		318	320																												
"SC"	2012	"Horry"	"North Conway #2"	7	1059	147	398	559					401	149	559	105																																																				33		451	461																												
"SC"	2012	"Horry"	"Norton"	7	148	17	65	90					72	18	90	55	46		46																																																	28	19	66	88																												
"SC"	2012	"Horry"	"Ocean Drive #1"	7	1580	259	634	918					622	300	933	104	293	615	911																																																	28	208	681	912																												
"SC"	2012	"Horry"	"Ocean Drive #2"	7	2426	305	1093	1424					1087	331	1427	104	422	970	1392																																																	28	210	1155	1401																												
"SC"	2012	"Horry"	"Ocean Forest #1"	7	1338	176	548	737					527	210	745	107		588	594																																																	33		604	609																												
"SC"	2012	"Horry"	"Ocean Forest #2"	7	1412	169	646	835					612	209	834	107		700	705																																																	33		711	714																												
"SC"	2012	"Horry"	"Ocean Forest #3"	7	1101	198	306	523					288	238	537	107		371	381																																																	33		378	391																												
"SC"	2012	"Horry"	"Palmetto Bays"	7	2750	431	995	1476					994	494	1509	68		1137	1147																																																	33		1151	1161																												
"SC"	2012	"Horry"	"Pawley Swamp"	7	514	36	228	271					238	34	278	103	56		160																																																	32	117		120																												
"SC"	2012	"Horry"	"Pleasant View"	7	237	33	122	155					116	36	154	57	51	101	152																																																	28	30	121	153																												
"SC"	2012	"Horry"	"Poplar Hill"	7	660	50	354	410					348	59	410	58		364	366																																																	30	192		197																												
"SC"	2012	"Horry"	"Port Harrelson"	7	711	459	25	506					25	482	510	103	473		487																																																	32	478		478																												
"SC"	2012	"Horry"	"Provisional"	7	0	40	42	85					48	42	90	104	23	16	39	107		14	14	106		4	4	68		3	4	56			1	57	0	1	1	58		0	0	55	0		0	105																				28	25	23	51	33		16	16	34		7	7	30	0		0	32	0		0												
"SC"	2012	"Horry"	"Provisional 2"	7	0	6	10	17					11	6	17	58		7	7	68		4	4	104	0	0	0	103	0		0	107		0	0	57	0	0	0	56			0	105																								33		11	11	34		0	0	28	0	0	0	32	0		0																
"SC"	2012	"Horry"	"Racepath #1"	7	1030	275	150	447					156	294	452	58		220	223	105																																																28	279	155	440																												
"SC"	2012	"Horry"	"Racepath #2"	7	1493	607	16	667					14	663	678	58		116	125																																																	28	612	26	642																												
"SC"	2012	"Horry"	"Red Bluff"	7	705	226	196	436					196	247	443	104	95	54	149	56			18	105																																												28	223	204	433																												
"SC"	2012	"Horry"	"Red Hill #1"	7	1055	127	335	494					352	140	501	105																																																				33		404	411																												
"SC"	2012	"Horry"	"Red Hill #2"	7	1932	354	643	1033					647	394	1048	58		739	744																																																	33		759	766																												
"SC"	2012	"Horry"	"Salem"	7	1607	222	672	926					681	242	940	56			329	105																																																33		743	756																												
"SC"	2012	"Horry"	"Sea Oats #1"	7	1924	304	423	772					436	338	791	107		544	550																																																	33		551	558																												
"SC"	2012	"Horry"	"Sea Oats #2"	7	1520	362	330	732					335	410	754	107		423	429																																																	33		433	440																												
"SC"	2012	"Horry"	"Sea Winds"	7	2752	517	975	1562					997	555	1577	68		1212	1225																																																	34		1216	1232																												
"SC"	2012	"Horry"	"Shell"	7	813	91	410	520					429	95	529	105																																																				28	82	416	508																												
"SC"	2012	"Horry"	"Socastee #1"	7	2890	405	931	1393					939	464	1424	68		1109	1123																																																	34		1120	1135																												
"SC"	2012	"Horry"	"Socastee #2"	7	1451	179	562	773					572	203	786	68		641	646																																																	33		653	658																												
"SC"	2012	"Horry"	"Socastee #3"	7	2238	369	1004	1421					1027	406	1446	68		1156	1159																																																	33		1159	1164																												
"SC"	2012	"Horry"	"Socastee #4"	7	3331	587	1024	1669					1033	654	1705	56			1199																																																	33		1246	1260																												
"SC"	2012	"Horry"	"Spring Branch"	7	166	25	108	134					102	30	134	55	103		104																																																	28	25	108	134																												
"SC"	2012	"Horry"	"Surfside #1"	7	2075	317	758	1104					749	352	1117	106		889	894																																																	34		888	894																												
"SC"	2012	"Horry"	"Surfside #2"	7	886	156	378	549					362	187	556	106		458	459																																																	34		459	460																												
"SC"	2012	"Horry"	"Surfside #3"	7	1907	287	743	1081					765	315	1095	106		860	863																																																	34		882	885																												
"SC"	2012	"Horry"	"Surfside #4"	7	2119	290	782	1098					787	319	1117	107		891	896	106		2	2																																													34		901	906																												
"SC"	2012	"Horry"	"Sweet Home"	7	775	289	222	541					237	306	548	104	307	222	529																																																	28	296	227	534																												
"SC"	2012	"Horry"	"Taylorsville"	7	316	18	171	192					167	22	189	58		93	93	57	30	62	92																																													28	17	170	192																												
"SC"	2012	"Horry"	"Tilly Swamp"	7	897	136	467	624					466	148	630	56			96	105																																																28	128	475	618																												
"SC"	2012	"Horry"	"Toddville"	7	1009	188	402	614					410	198	617	58		361	362	103	52		97																																													33		442	442																												
"SC"	2012	"Horry"	"Wampee"	7	1352	629	207	874					212	673	892	56			374	104	7	11	18																																													28	611	226	857																												
"SC"	2012	"Horry"	"West Conway"	7	683	145	162	321					160	157	326	105																																																				33		206	211																												
"SC"	2012	"Horry"	"West Loris"	7	808	321	112	454					117	341	464	105																																																				28	323	113	445																												
"SC"	2012	"Horry"	"White Oak"	7	575	41	267	320					265	59	326	105																																																				28	43	264	318																												
"SC"	2012	"Horry"	"Wild Wing"	7	2106	387	755	1175					759	413	1187	56			763	105																																																33		896	909																												
"SC"	2012	"Horry"	"Windy Hill 1"	7	1076	218	411	647					399	244	648	104	261	372	634																																																	28	199	417	635																												
"SC"	2012	"Horry"	"Windy Hill 2"	7	1322	237	673	923					665	257	933	104	284	613	901																																																	28	199	664	884																												
"SC"	2012	"Jasper"	"Absentee"	6	0	1942		2039					785	1672	2472	122	1394		1402	120		273	277	118		133	139																																									45	1549	419	1969	46		295	298																								
"SC"	2012	"Jasper"	"Coosawhatchie"	6	566	255		270					84	224	308	122	276		277																																																	45	235	70	305																												
"SC"	2012	"Jasper"	"Emergency"	6	0	104		121					137	28	167	120		146	146	118		0	0	122	0		0																																									46		148	148	45	0	0	0																								
"SC"	2012	"Jasper"	"Failsafe"	6	0	1		1					2	1	3	122	1		1	120		1	1	118		0	0																																									45	1	1	2	46		1	1																								
"SC"	2012	"Jasper"	"Failsafe/Provisional"	6	0	0		0					0	0	0																																																																																				
"SC"	2012	"Jasper"	"Gillisonville"	6	637	262		278					161	185	352	122	289		289																																																	45	207	130	338																												
"SC"	2012	"Jasper"	"Grahamville 1"	6	1164	301		333					229	209	441	122	225		225	120		86	87																																													46		165	168	45	79	60	139																								
"SC"	2012	"Jasper"	"Grahamville 2"	6	1970	744		779					280	634	923	122	770		777																																																	45	658	237	895																												
"SC"	2012	"Jasper"	"Grays"	6	660	275		317					292	134	430	122	341		341																																																	45	173	245	418																												
"SC"	2012	"Jasper"	"Hardeeville 1"	6	1131	438		477					266	336	612	118		326	329																																																	45	293	179	472	46		72	72																								
"SC"	2012	"Jasper"	"Hardeeville 2"	6	826	364		376					133	301	437	118		128	131	122	94		94																																													45	310	118	429																												
"SC"	2012	"Jasper"	"Levy"	6	1694	689		720					293	600	898	118		390	393																																																	45	587	283	870																												
"SC"	2012	"Jasper"	"Oakatie"	6	1546	507		559					516	361	883	120		576	581																																																	46		584	590																												
"SC"	2012	"Jasper"	"Pineland"	6	739	339		350					35	332	373	122	339		343																																																	45	333	34	368																												
"SC"	2012	"Jasper"	"Provisional"	6	0	30		30					0	30	30	122	28		28	118		0	0	120		0	0																																									45	30	0	30	46		0	0																								
"SC"	2012	"Jasper"	"Ridgeland 1"	6	1065	280		328					334	125	467	122	341		345																																																	45	166	281	447																												
"SC"	2012	"Jasper"	"Ridgeland 2"	6	949	320		344					229	218	454	122	361		363																																																	45	241	194	435																												
"SC"	2012	"Jasper"	"Ridgeland 3"	6	805	271		297					262	120	389	122	307		307																																																	45	166	200	367																												
"SC"	2012	"Jasper"	"Tillman"	6	712	306		319					131	247	382	122	327		331																																																	45	266	110	376																												
"SC"	2012	"Kershaw"	"Absentee"	5	0	2955	2245	5325					2332	3091	5472	52	2997	1048	4046	80	642		650	50	240		244	65		84	86																																					27	3269		3306	35	724	684	1409	22	57		59																				
"SC"	2012	"Kershaw"	"Absentee 2"	5	0	409	477	903					489	432	924	52	555	313	869	65		39	39																																													27	380		386	35	177	201	378																								
"SC"	2012	"Kershaw"	"Airport"	5	1146	152	367	555					398	176	577	52	351	214	565																																																	27	428		432																												
"SC"	2012	"Kershaw"	"Antioch"	5	819	142	275	438					296	145	445	50	300		302																																																	27	321		324																												
"SC"	2012	"Kershaw"	"Bethune"	5	1207	295	351	679					383	301	697	50	297		298	65		198	199																																													27	497		501																												
"SC"	2012	"Kershaw"	"Buffalo"	5	863	116	347	491					381	120	508	65		411	411																																																	27	341		345																												
"SC"	2012	"Kershaw"	"Camden No. 1"	5	1471	406	280	707					298	424	726	52	535	179	714																																																	27	632		636																												
"SC"	2012	"Kershaw"	"Camden No. 2 & 3"	5	390	63	100	166					101	68	171	52	124	46	170																																																	27	141		143																												
"SC"	2012	"Kershaw"	"Camden No. 5"	5	857	115	292	419					310	123	437	52	289	147	436																																																	27	358		363																												
"SC"	2012	"Kershaw"	"Camden No. 5-A"	5	618	189	96	295					101	192	300	52	259	32	294																																																	27	278		278																												
"SC"	2012	"Kershaw"	"Camden No. 6"	5	428	71	124	204					126	84	213	52	138	72	210																																																	27	162		165																												
"SC"	2012	"Kershaw"	"Cassatt"	5	1380	205	386	638					430	229	664	50	402		405	52	18	20	38																																													27	454		457																												
"SC"	2012	"Kershaw"	"Charlotte Thompson"	5	1527	355	421	805					426	384	824	52	537	277	815																																																	27	632		641																												
"SC"	2012	"Kershaw"	"Dobys Mill"	5	1674	293	506	838					522	327	863	80	549		560																																																	35	373	466	840																												
"SC"	2012	"Kershaw"	"E. Camden-Hermitage"	5	504	74	142	239					161	78	244	52	147	97	244																																																	27	184		191																												
"SC"	2012	"Kershaw"	"Elgin No. 1"	5	1719	250	696	984					731	265	1011	80	585		601																																																	35	332	648	982																												
"SC"	2012	"Kershaw"	"Elgin No. 2"	5	1366	228	459	720					470	257	738	52	321	386	707	80	8		8																																													35	286	434	720																												
"SC"	2012	"Kershaw"	"Elgin No. 3"	5	1244	200	450	680					449	238	696	80	431		445																																																	35	259	422	683																												
"SC"	2012	"Kershaw"	"Elgin No. 4"	5	1773	304	573	916					575	341	933	80	570		586																																																	35	378	533	913																												
"SC"	2012	"Kershaw"	"Elgin No. 5"	5	1160	182	445	649					461	199	667	80	401		410																																																	22	408		420																												
"SC"	2012	"Kershaw"	"Elgin No. 6"	5	989	222	274	525					287	242	541	80	387		395																																																	35	274	251	526																												
"SC"	2012	"Kershaw"	"Emergency"	5	0	14	36	51					33	17	51	52	10	14	24	50	14		14	80	1		1	65		0	0																																					27	34		34	22	1		1	35	0	0	0																				
"SC"	2012	"Kershaw"	"Emergency 2"	5	0	0	5	6					6	0	6	52	0	4	4	65		0	0																																													27	1		1	35	0	0	0																								
"SC"	2012	"Kershaw"	"Failsafe"	5	0	1	0	1					0	1	1	52	1	0	1	50	0		0	65		0	0	80	0		0																																					27	1		1	35	0	0	0	22	0		0																				
"SC"	2012	"Kershaw"	"Failsafe 2"	5	0	29	32	65					39	33	72	65		0	0	52	0	0	0																																													27	0		0	35	0	0	0																								
"SC"	2012	"Kershaw"	"Failsafe Provisional"	5	0	0	0	0					0	0	0																																																																																				
"SC"	2012	"Kershaw"	"Gates Ford"	5	300	22	140	170					146	31	179	65		158	159																																																	27	114		117																												
"SC"	2012	"Kershaw"	"Hobkirks Hill"	5	1648	274	535	829					549	295	859	52	620	227	847																																																	27	732		740																												
"SC"	2012	"Kershaw"	"Liberty Hill"	5	452	86	183	274					190	86	280	52	126	146	272																																																	27	182		182																												
"SC"	2012	"Kershaw"	"Lugoff No. 1"	5	1221	161	395	591					408	193	611	52	319	276	597																																																	27	432		439																												
"SC"	2012	"Kershaw"	"Lugoff No. 2"	5	1802	247	624	906					650	261	928	52	454	456	911																																																	35	340	568	910																												
"SC"	2012	"Kershaw"	"Lugoff No. 3"	5	1465	194	549	786					565	223	808	52	406	388	794																																																	35	284	504	788																												
"SC"	2012	"Kershaw"	"Lugoff No. 4"	5	1148	122	495	632					508	132	649	52	244	394	638																																																	35	171	461	632																												
"SC"	2012	"Kershaw"	"Malvern Hill"	5	1390	296	378	708					397	318	728	52	479	241	720																																																	27	573		579																												
"SC"	2012	"Kershaw"	"Provisional"	5	0	9	11	20					12	8	20	52	5	1	6	80	3		3	50	1		1	65		0	0																																					27	8		8	35	2	2	4	22	0		0																				
"SC"	2012	"Kershaw"	"Provisional 2"	5	0	2	1	3					1	3	4	52	2	1	3	65		0	0																																													27	2		2	35	0	0	0																								
"SC"	2012	"Kershaw"	"Rabons X Roads"	5	1789	225	722	982					758	242	1012	52	485	514	999																																																	27	728		739																												
"SC"	2012	"Kershaw"	"Riverdale"	5	979	345	51	414					50	377	432	52	386	38	424																																																	27	400		401																												
"SC"	2012	"Kershaw"	"Salt Pond"	5	1267	208	486	742					517	239	768	52	342	403	746																																																	27	497		504																												
