state	year	county	precinct	cd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	g2012_REG_cv	g2012_REG_ev	g2012_REG_tv	g2012_BALL_tv
"ID"	2012	"Bonner"	"9 Dover"	1	148	187	343	132	171	326	406	35	441	350
"ID"	2012	"Bonner"	"10 E. Priest River"	1	164	380	561	149	347	536	786	64	850	575
"ID"	2012	"Bonner"	"11 Edgemere"	1	203	603	844	182	569	820	1071	80	1151	868
"ID"	2012	"Bonner"	"12 Gamlin Lake"	1	148	278	443	144	244	423	543	29	572	445
"ID"	2012	"Bonner"	"13 Grouse Creek"	1	210	306	545	200	290	526	693	36	729	558
"ID"	2012	"Bonner"	"14 Hope"	1	265	294	569	241	285	551	706	35	741	582
"ID"	2012	"Bonner"	"15 Humbird"	1	312	346	690	285	320	672	948	137	1085	724
"ID"	2012	"Bonner"	"16 Kelso"	1	37	86	128	25	84	122	151	16	167	130
"ID"	2012	"Bonner"	"17 Kootenai"	1	451	804	1297	437	731	1244	1631	212	1843	1329
"ID"	2012	"Bonner"	"18 Laclede"	1	115	199	326	110	186	315	383	30	413	330
"ID"	2012	"Bonner"	"19 Lakeview"	1	42	127	169	40	113	166	197	18	215	175
"ID"	2012	"Bonner"	"20 Lamb Creek"	1	123	217	345	104	214	332	443	29	472	349
"ID"	2012	"Bonner"	"21 Oden"	1	115	273	404	111	273	401	486	36	522	414
"ID"	2012	"Bonner"	"22 Oldtown"	1	246	581	847	210	523	789	1085	109	1194	857
"ID"	2012	"Bonner"	"23 Priest Lake"	1	71	88	160	65	90	158	194	9	203	162
"ID"	2012	"Bonner"	"24 Priest River West City"	1	75	103	188	64	94	184	287	28	315	197
"ID"	2012	"Bonner"	"25 Sagle"	1	315	599	946	288	567	914	1223	96	1319	972
"ID"	2012	"Bonner"	"26 Sandpoint"	1	367	276	699	337	258	662	901	112	1013	714
"ID"	2012	"Bonner"	"27 Selle"	1	221	368	622	207	335	592	789	63	852	642
"ID"	2012	"Bonner"	"28 South Side"	1	163	361	536	137	354	514	648	56	704	557
"ID"	2012	"Bonner"	"29 Spirit Valley"	1	167	508	699	157	469	695	854	88	942	721
"ID"	2012	"Bonner"	"30 Washington"	1	503	535	1082	450	499	1010	1363	150	1513	1095
"ID"	2012	"Bonner"	"31 Westmond"	1	203	420	643	192	388	625	812	45	857	665
"ID"	2012	"Bonner"	"32 W. Priest River Bench"	1	78	235	315	71	215	300	386	35	421	321
"ID"	2012	"Bonner"	"33 Wrenco"	1	83	167	259	74	155	246	304	34	338	267
"ID"	2012	"Bonneville"	"1"	2	167	559	747	199	548	747	1027	195	1222	756
"ID"	2012	"Bonneville"	"2"	2	189	530	734	215	515	730	1031	209	1240	751
"ID"	2012	"Bonneville"	"3"	2	172	300	493	191	300	491	602	200	802	513
"ID"	2012	"Bonneville"	"4"	2	126	337	474	140	335	475	641	114	755	489
"ID"	2012	"Bonneville"	"5"	2	228	476	727	277	466	743	940	234	1174	763
"ID"	2012	"Bonneville"	"6"	2	217	602	843	251	585	836	1200	200	1400	864
"ID"	2012	"Bonneville"	"7"	2	170	285	476	210	266	476	610	212	822	490
"ID"	2012	"Bonneville"	"8"	2	204	496	720	229	492	721	1082	109	1191	727
"ID"	2012	"Bonneville"	"9"	2	221	428	683	272	407	679	871	248	1119	704
"ID"	2012	"Bonneville"	"10"	2	188	341	550	233	308	541	702	236	938	567
"ID"	2012	"Bonneville"	"11"	2	208	347	582	248	337	585	718	189	907	597
"ID"	2012	"Bonneville"	"12"	2	279	381	690	296	378	674	837	202	1039	705
"ID"	2012	"Bonneville"	"13"	2	256	585	861	263	594	857	1307	183	1490	875
"ID"	2012	"Bonneville"	"14"	2	242	375	645	247	399	646	822	171	993	666
"ID"	2012	"Bonneville"	"15"	2	227	561	814	265	541	806	1223	161	1384	823
"ID"	2012	"Bonneville"	"16"	2	219	505	747	240	505	745	1100	115	1215	757
"ID"	2012	"Bonneville"	"17"	2	218	544	783	245	542	787	947	254	1201	817
"ID"	2012	"Bonneville"	"18"	2	236	427	684	281	404	685	890	195	1085	706
"ID"	2012	"Bonneville"	"19"	2	200	398	620	220	396	616	802	167	969	630
"ID"	2012	"Bonneville"	"20"	2	220	461	706	240	459	699	961	183	1144	722
"ID"	2012	"Bonneville"	"21"	2	155	582	751	183	560	743	1009	234	1243	762
"ID"	2012	"Bonneville"	"22"	2	100	333	449	121	326	447	688	117	805	464
"ID"	2012	"Bonneville"	"23"	2	193	591	809	263	542	805	1023	210	1233	825
"ID"	2012	"Bonneville"	"24"	2	225	521	775	257	510	767	951	356	1307	803
"ID"	2012	"Bonneville"	"25"	2	127	477	612	122	474	596	831	166	997	620
"ID"	2012	"Bonneville"	"26"	2	177	494	687	203	480	683	940	141	1081	697
"ID"	2012	"Bonneville"	"27"	2	157	589	768	181	589	770	1116	156	1272	783
"ID"	2012	"Bonneville"	"37"	2	80	457	541	80	441	521	793	73	866	545
"ID"	2012	"Bonneville"	"38"	2	132	485	626	157	464	621	867	121	988	636
"ID"	2012	"Bonneville"	"39"	2	69	593	674	93	567	665	850	169	1019	686
"ID"	2012	"Bonneville"	"40"	2	148	532	694	180	497	677	813	319	1132	706
"ID"	2012	"Bonneville"	"41"	2	183	660	868	211	648	859	1220	263	1483	878
"ID"	2012	"Bonneville"	"42"	2	83	317	410	96	308	404	538	83	621	417
"ID"	2012	"Bonneville"	"43"	2	105	774	894	176	705	881	1132	187	1319	908
"ID"	2012	"Bonneville"	"44"	2	98	632	743	155	576	735	1030	144	1174	754
"ID"	2012	"Bonneville"	"45"	2	110	751	886	169	701	870	967	347	1314	896
"ID"	2012	"Bonneville"	"46"	2	147	631	796	195	590	786	971	263	1234	811
"ID"	2012	"Bonneville"	"47"	2	129	618	759	164	585	749	914	247	1161	776
"ID"	2012	"Bonneville"	"48"	2	184	745	944	225	704	929	1255	383	1638	967
"ID"	2012	"Bonneville"	"49"	2	144	696	869	208	648	856	1098	327	1425	885
"ID"	2012	"Bonneville"	"50"	2	112	532	651	125	525	650	915	168	1083	663
"ID"	2012	"Bonneville"	"51"	2	87	573	668	117	545	662	910	183	1093	675
"ID"	2012	"Bonneville"	"52"	2	127	868	1016	179	818	999	1309	304	1613	1024
"ID"	2012	"Bonneville"	"53"	2	120	841	985	182	799	981	1234	265	1499	1009
"ID"	2012	"Bonneville"	"54"	2	15	246	263	27	235	262	342	48	390	264
"ID"	2012	"Bonneville"	"55"	2	84	286	380	111	268	379	439	60	499	306
"ID"	2012	"Bonneville"	"56"	2	6	22	29	7	22	29	41	2	43	31
"ID"	2012	"Bonneville"	"57"	2	156	777	955	186	762	948	1255	287	1542	970
"ID"	2012	"Bonneville"	"58"	2	74	599	678	94	580	674	976	171	1147	687
"ID"	2012	"Bonneville"	"59"	2	84	603	699	118	562	680	961	197	1158	703
"ID"	2012	"Bonneville"	"Absentee 30"	2	902	3185	4151	926	3117	4044				4203
"ID"	2012	"Bonneville"	"Absentee 32"	2	63	392	461	69	380	449				545
"ID"	2012	"Bonneville"	"Absentee 33"	2	1070	2389	3521	1077	2383	3460				3572
"ID"	2012	"Bonneville"	"Absentee 34"	2	70	547	622	101	506	610				628
"ID"	2012	"Boundary"	"001-BF/Kootenai"	1	154	360	535	118	270	423	940	96	1036	550
"ID"	2012	"Boundary"	"002-Copeland"	1	68	222	301	57	168	250	568	48	616	322
"ID"	2012	"Boundary"	"004-Moyie Springs"	1	168	561	762	128	464	634	1345	106	1451	787
"ID"	2012	"Boundary"	"005-Naples"	1	144	444	615	110	344	504	1034	84	1118	631
"ID"	2012	"Boundary"	"006-North Bonners Ferry"	1	161	411	594	124	342	496	1085	115	1200	616
"ID"	2012	"Boundary"	"007-Valley View"	1	143	337	502	98	280	412	869	90	959	514
"ID"	2012	"Boundary"	"Absentee"	1	387	803	1235	323	735	1108				1266
"ID"	2012	"Boundary"	"Arco 1"	2	94	338	440	102	293	395	559	80	639	459
"ID"	2012	"Boundary"	"Arco 2"	2	94	163	262	84	146	230	350	40	390	267
"ID"	2012	"Boundary"	"Moore"	2	67	355	433	84	301	385	515	58	573	448
"ID"	2012	"Boundary"	"Howe"	2	3	145	151	11	115	126	183	15	198	155
"ID"	2012	"Camas"	"#1"	2	77	198	286	63	197	260	367	37	404	293
"ID"	2012	"Camas"	"#2"	2	82	204	292	71	180	251	396	30	426	298
"ID"	2012	"Canyon"	"01-09"	1	294	957	1294	265	888	1270	1610	173	1783	1320
"ID"	2012	"Canyon"	"02-09"	1	133	468	615	121	435	601	735	73	808	619
"ID"	2012	"Canyon"	"03-09"	1	257	974	1259	238	893	1211	1532	119	1651	1276
"ID"	2012	"Canyon"	"07-10"	1	359	392	773	278	403	763	964	191	1155	797
"ID"	2012	"Canyon"	"08-10"	1	296	540	865	262	505	849	1105	113	1218	882
"ID"	2012	"Canyon"	"09-10"	1	517	654	1213	427	610	1181	1804	137	1941	1233
"ID"	2012	"Canyon"	"10-10"	1	475	608	1130	411	551	1098	1604	145	1749	1154
"ID"	2012	"Canyon"	"11-10"	1	292	233	554	219	213	507	870	171	1041	574
"ID"	2012	"Canyon"	"12-10"	1	422	730	1182	348	704	1145	1539	203	1742	1200
"ID"	2012	"Canyon"	"13-10"	1	416	791	1233	329	751	1200	1583	151	1734	1260
"ID"	2012	"Canyon"	"14-10"	1	461	676	1178	405	635	1144	1616	129	1745	1205
"ID"	2012	"Canyon"	"15-10"	1	422	458	907	333	432	860	1297	171	1468	929
"ID"	2012	"Canyon"	"16-10"	1	464	1134	1645	373	1096	1587	1905	331	2236	1669
"ID"	2012	"Canyon"	"17-10"	1	358	555	933	279	537	920	1318	163	1481	960
"ID"	2012	"Canyon"	"18-10"	1	267	443	735	231	418	720	867	151	1018	747
"ID"	2012	"Canyon"	"19-10"	1	313	467	812	270	422	769	1024	159	1183	822
"ID"	2012	"Canyon"	"26-11"	1	219	961	1217	206	917	1194	1594	130	1724	1236
"ID"	2012	"Canyon"	"27-11"	1	280	1100	1406	278	1043	1370	1685	127	1812	1428
"ID"	2012	"Canyon"	"28-11"	1	192	622	830	180	584	814	995	65	1060	840
"ID"	2012	"Canyon"	"29-11"	1	320	1105	1456	324	1033	1430	1782	174	1956	1491
"ID"	2012	"Canyon"	"30-11"	1	254	767	1051	237	714	1022	1251	90	1341	1061
"ID"	2012	"Canyon"	"31-11"	1	349	750	1132	304	706	1096	1432	188	1620	1155
"ID"	2012	"Canyon"	"32-11"	1	190	618	821	178	583	803	973	98	1071	831
"ID"	2012	"Canyon"	"33-11"	1	142	465	624	124	445	612	791	45	836	638
"ID"	2012	"Canyon"	"34-11"	1	109	391	513	94	370	509	630	30	660	525
"ID"	2012	"Canyon"	"35-11"	1	188	780	993	200	720	981	1242	82	1324	1009
"ID"	2012	"Canyon"	"36-11"	1	259	407	689	210	417	679	973	78	1051	703
"ID"	2012	"Canyon"	"37-11"	1	180	655	854	141	646	842	1039	82	1121	870
"ID"	2012	"Canyon"	"38-11"	1	98	378	495	93	357	485	572	60	632	511
"ID"	2012	"Canyon"	"39-11"	1	295	915	1241	267	838	1201	1627	143	1770	1271
"ID"	2012	"Canyon"	"40-11"	1	300	731	1066	269	676	1027	1385	184	1569	1089
"ID"	2012	"Canyon"	"41-11"	1	393	936	1385	345	882	1347	1836	182	2018	1414
"ID"	2012	"Canyon"	"42-11"	1	313	1203	1549	280	1151	1509	1838	209	2047	1561
"ID"	2012	"Canyon"	"43-11"	1	103	332	445	98	325	443	521	43	564	455
"ID"	2012	"Canyon"	"49-12"	1	285	567	883	234	559	874	1065	179	1244	901
"ID"	2012	"Canyon"	"50-12"	1	237	523	779	213	502	777	1068	93	1161	803
"ID"	2012	"Canyon"	"51-12"	1	287	769	1078	249	689	1010	1245	161	1406	1089
"ID"	2012	"Canyon"	"52-12"	1	388	883	1310	364	829	1274	1505	262	1767	1330
"ID"	2012	"Canyon"	"53-12"	1	398	929	1362	317	887	1314	1523	386	1909	1382
"ID"	2012	"Canyon"	"54-12"	1	353	750	1128	325	723	1110	1392	183	1575	1152
"ID"	2012	"Canyon"	"55-12"	1	291	768	1070	256	737	1053	1282	103	1385	1090
"ID"	2012	"Canyon"	"56-12"	1	301	686	1013	276	690	1012	1278	121	1399	1044
"ID"	2012	"Canyon"	"57-12"	1	505	512	1061	464	492	1038	1427	289	1716	1107
"ID"	2012	"Canyon"	"58-12"	1	251	852	1137	255	782	1117	1358	164	1522	1164
"ID"	2012	"Canyon"	"59-12"	1	374	725	1128	332	706	1109	1269	238	1507	1155
"ID"	2012	"Canyon"	"60-12"	1	419	652	1122	344	629	1082	1477	226	1703	1146
"ID"	2012	"Canyon"	"61-12"	1	397	561	993	349	553	976	1395	196	1591	1029
"ID"	2012	"Canyon"	"62-12"	1	399	909	1345	357	857	1311	1611	226	1837	1373
"ID"	2012	"Canyon"	"69-13"	1	420	562	1019	364	535	995	1355	302	1657	1055
"ID"	2012	"Canyon"	"70-13"	1	269	674	969	256	620	937	1243	168	1411	988
"ID"	2012	"Canyon"	"71-13"	1	261	591	868	240	576	846	1080	76	1156	883
"ID"	2012	"Canyon"	"72-13"	1	303	672	1011	301	623	996	1251	138	1389	1038
"ID"	2012	"Canyon"	"73-13"	1	446	669	1156	366	638	1125	1654	247	1901	1184
"ID"	2012	"Canyon"	"74-13"	1	269	757	1053	256	724	1032	1217	164	1381	1069
"ID"	2012	"Canyon"	"75-13"	1	283	836	1150	238	820	1137	1432	174	1606	1180
"ID"	2012	"Canyon"	"76-13"	1	475	701	1216	425	687	1183	1707	319	2026	1247
"ID"	2012	"Canyon"	"77-13"	1	367	822	1227	348	778	1201	1615	192	1807	1246
"ID"	2012	"Canyon"	"78-13"	1	450	848	1343	380	818	1318	1810	233	2043	1382
"ID"	2012	"Canyon"	"79-13"	1	368	1042	1443	323	1016	1418	1691	154	1845	1473
"ID"	2012	"Canyon"	"80-13"	1	398	934	1361	346	883	1296	1716	178	1894	1385
"ID"	2012	"Canyon"	"81-13"	1	450	1080	1562	427	1047	1533	1893	159	2052	1589
"ID"	2012	"Canyon"	"82-13"	1	292	899	1208	251	865	1177	1392	175	1567	1220
"ID"	2012	"Caribou"	"Soda #1"	2	68	360	446	82	318	400	695	79	774	456
"ID"	2012	"Caribou"	"Soda #2"	2	59	323	398	88	261	350	617	69	686	418
"ID"	2012	"Caribou"	"Soda #3"	2	46	217	267	51	202	253	390	55	445	275
"ID"	2012	"Caribou"	"Soda #4"	2	35	237	274	43	199	242	354	45	399	278
"ID"	2012	"Caribou"	"Grace #1"	2	44	468	518	65	416	481	700	56	756	537
"ID"	2012	"Caribou"	"Grace #2"	2	18	250	271	33	216	249	390	36	426	283
"ID"	2012	"Caribou"	"Bancroft"	2	25	323	357	55	276	331	491	20	511	365
"ID"	2012	"Caribou"	"Wayan"	2	0	30	30	1	23	24	42	2	44	30
"ID"	2012	"Caribou"	"Freedom"	2	0	51	51	2	45	47	66	19	85	52
"ID"	2012	"Caribou"	"Absentee"	2	91	349	440	85	309	394				439
"ID"	2012	"Cassia"	"101 Burley 1"	2	84	111	203	92	106	198	280	64	344	208
"ID"	2012	"Cassia"	"102 Burley 2"	2	38	147	194	52	144	196	298	46	344	203
"ID"	2012	"Cassia"	"103 Burley 3"	2	75	351	429	81	347	428	637	85	722	441
"ID"	2012	"Cassia"	"104 Burley 4"	2	80	408	498	97	387	484	698	85	783	501
"ID"	2012	"Cassia"	"105 Burley 5"	2	72	344	429	77	344	421	628	90	718	436
"ID"	2012	"Cassia"	"106 Burley 6"	2	130	432	581	132	433	565	825	137	962	589
"ID"	2012	"Cassia"	"107 Burley 7"	2	54	66	122	55	70	125	205	32	237	131
"ID"	2012	"Cassia"	"108 Albion"	2	32	243	282	51	230	281	337	35	372	286
"ID"	2012	"Cassia"	"109 Almo"	2	12	85	97	11	86	97	108	1	109	98
"ID"	2012	"Cassia"	"110 Bridge"	2	1	44	47	3	39	42	51	4	55	48
"ID"	2012	"Cassia"	"111 Declo"	2	48	503	558	79	469	548	725	84	809	567
"ID"	2012	"Cassia"	"112 Elba"	2	1	95	96	2	89	91	115	2	117	96
"ID"	2012	"Cassia"	"113 Grandview"	2	25	291	323	29	289	318	481	44	525	325
"ID"	2012	"Cassia"	"114 Heglar-Yale"	2	3	84	87	3	83	86	103	7	110	89
"ID"	2012	"Cassia"	"115 Jackson"	2	18	159	177	22	149	171	219	29	248	178
"ID"	2012	"Cassia"	"116 Malta"	2	6	251	261	14	239	253	316	45	361	267
"ID"	2012	"Cassia"	"117 Oakley 1"	2	11	192	204	22	181	203	296	20	316	211
"ID"	2012	"Cassia"	"118 Oakley 2"	2	17	303	326	33	285	318	433	57	490	330
"ID"	2012	"Cassia"	"119 Parsons"	2	9	42	52	11	41	52	71	5	76	54
"ID"	2012	"Cassia"	"120 Pella"	2	23	220	245	23	219	242	319	42	361	247
"ID"	2012	"Cassia"	"121 Springdale"	2	43	396	440	48	389	437	609	57	666	447
"ID"	2012	"Cassia"	"122 Starrahs Ferry"	2	88	722	823	117	696	813	1020	157	1177	835
"ID"	2012	"Cassia"	"123 Sublett"	2	1	38	39	1	38	39	41	1	42	40
"ID"	2012	"Cassia"	"124 Unity"	2	42	465	516	61	440	501	692	68	760	518
"ID"	2012	"Cassia"	"125 View"	2	4	173	179	11	165	176	241	23	264	184
"ID"	2012	"Cassia"	"126 Absentee"	2	181	989	1188	182	964	1146				1206
"ID"	2012	"Clark"	"#1"	2	28	81	128	32	78	110	173	0	173	128
"ID"	2012	"Clark"	"#2"	2	30	56	88	26	49	75	113	12	125	99
"ID"	2012	"Clark"	"#3"	2	8	98	112	13	88	101	143	6	149	115
"ID"	2012	"Clearwater"	"1 Orofino"	1	105	256	372	114	221	362	625	87	712	389
"ID"	2012	"Clearwater"	"2 Orofino"	1	110	254	376	120	220	364	558	71	629	382
"ID"	2012	"Clearwater"	"3 Orofino"	1	105	281	402	106	258	388	628	64	692	415
"ID"	2012	"Clearwater"	"4 Orofino"	1	57	211	273	59	191	265	387	56	443	275
"ID"	2012	"Clearwater"	"5 Orofino"	1	120	247	376	141	202	372	578	73	651	387
"ID"	2012	"Clearwater"	"6 Fraser"	1	10	58	69	14	55	73	87	5	92	74
"ID"	2012	"Clearwater"	"7 Greer"	1	13	17	32	16	16	33	46	6	52	35
"ID"	2012	"Clearwater"	"8 Teakean"	1	30	107	140	38	98	141	193	15	208	145
"ID"	2012	"Clearwater"	"9 Weippe"	1	76	282	375	111	235	374	530	73	603	397
"ID"	2012	"Clearwater"	"10 Headquarters"	1	2	16	18	3	13	16	23	2	25	18
"ID"	2012	"Clearwater"	"11 Ahsahka"	1	64	142	216	54	138	213	332	38	370	221
"ID"	2012	"Clearwater"	"12 Pierce"	1	50	170	226	69	145	230	363	27	390	236
"ID"	2012	"Clearwater"	"13 Elk River"	1	27	44	79	32	41	80	109	1	110	84
"ID"	2012	"Clearwater"	"14 Grangemont"	1	27	65	93	28	59	87	103	4	107	94
"ID"	2012	"Clearwater"	"Absentee"	1	236	391	649	266	351	640				667
"ID"	2012	"Custer"	"Challis 1"	2	92	266	372	97	246	343	615	91	706	372
"ID"	2012	"Custer"	"Mackay"	2	75	115	200	65	119	184	342	32	374	217
"ID"	2012	"Custer"	"Leslie"	2	49	248	310	59	221	280	459	22	481	323
"ID"	2012	"Custer"	"Battleground"	2	18	79	99	17	81	98	117	0	117	102
"ID"	2012	"Custer"	"Stanley"	2	73	37	119	65	45	110	220	37	257	121
"ID"	2012	"Custer"	"Clayton"	2	11	83	97	20	77	97	171	12	183	112
"ID"	2012	"Custer"	"Round Valley 1"	2	40	314	362	52	265	317	551	53	604	372
"ID"	2012	"Custer"	"Round Valley 2"	2	28	186	222	30	163	193	351	25	376	224
"ID"	2012	"Custer"	"Sunol"	2	8	42	50	6	35	41	61	0	61	50
"ID"	2012	"Custer"	"Absentee"	2	136	374	521	144	327	471				533
"ID"	2012	"Elmore"	"Mtn. Home #1"	2	87	256	349	96	249	345	749	156	905	360
"ID"	2012	"Elmore"	"Mtn. Home #2"	2	179	353	557	183	373	556	1084	161	1245	577
"ID"	2012	"Elmore"	"Mtn. Home #3"	2	173	290	491	182	317	499	890	159	1049	518
"ID"	2012	"Elmore"	"Mtn. Home #4"	2	143	288	452	139	313	452	835	138	973	465
"ID"	2012	"Elmore"	"Mtn. Home #5"	2	138	370	527	151	376	527	950	123	1073	539
"ID"	2012	"Elmore"	"Mtn. Home #6"	2	129	280	422	124	291	415	760	88	848	431
"ID"	2012	"Elmore"	"Mtn. Home #7"	2	154	303	469	137	326	463	837	106	943	474
