state	year	county	county_code	ed	precinct	cd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"MD"	2012	"Talbot"	21	1	5	1	492	844	1361	417	631	1327	296	820	1289
"MD"	2012	"Talbot"	21	2	1	1	584	647	1250	537	519	1230	276	642	1162
"MD"	2012	"Talbot"	21	2	2	1	128	228	363	114	169	357	51	231	351
"MD"	2012	"Talbot"	21	2	3	1	229	347	588	220	277	581	134	325	552
"MD"	2012	"Talbot"	21	3	1	1	492	803	1318	451	634	1289	289	794	1246
"MD"	2012	"Talbot"	21	3	3	1	262	420	690	227	358	678	106	415	653
"MD"	2012	"Talbot"	21	4	1	1	455	1216	1707	402	887	1676	287	1129	1625
"MD"	2012	"Talbot"	21	5	1	1	210	244	461	194	174	450	94	234	428
"MD"	2012	"Talbot"	21	5	2	1	140	256	404	143	165	395	55	253	386
"MD"	2012	"Washington"	22	1	0	6	554	895	1490	433	702	1443	667	714	1454
"MD"	2012	"Washington"	22	2	0	6	596	1033	1678	449	789	1615	775	782	1633
"MD"	2012	"Washington"	22	3	1	6	237	116	371	157	85	351	220	105	350
"MD"	2012	"Washington"	22	3	2	6	321	248	592	246	180	568	371	185	582
"MD"	2012	"Washington"	22	3	3	6	413	369	819	311	271	798	484	261	800
"MD"	2012	"Washington"	22	3	4	6	387	190	598	296	151	571	381	157	567
"MD"	2012	"Washington"	22	4	0	6	333	974	1345	269	759	1295	488	735	1301
"MD"	2012	"Washington"	22	5	0	6	302	1003	1351	265	715	1294	464	768	1315
"MD"	2012	"Washington"	22	6	1	6	419	766	1218	321	600	1183	507	609	1175
"MD"	2012	"Washington"	22	6	2	6	577	836	1451	416	695	1397	689	662	1409
"MD"	2012	"Washington"	22	7	1	6	388	963	1385	288	739	1339	541	741	1349
"MD"	2012	"Washington"	22	7	2	6	388	715	1142	294	600	1110	485	570	1103
"MD"	2012	"Washington"	22	8	0	6	407	732	1170	328	584	1120	460	612	1131
"MD"	2012	"Washington"	22	9	0	6	381	775	1190	272	629	1153	459	641	1158
"MD"	2012	"Washington"	22	10	1	6	535	867	1436	405	659	1380	648	666	1386
"MD"	2012	"Washington"	22	10	2	6	514	779	1322	393	588	1285	600	627	1281
"MD"	2012	"Washington"	22	10	3	6	320	488	828	262	355	797	376	382	800
"MD"	2012	"Washington"	22	10	4	6	136	283	435	109	206	415	184	206	413
"MD"	2012	"Washington"	22	11	1	6	229	301	546	181	226	526	244	260	528
"MD"	2012	"Washington"	22	11	2	6	117	154	278	93	119	272	125	136	276
"MD"	2012	"Washington"	22	12	0	6	338	742	1119	251	569	1084	413	604	1086
"MD"	2012	"Washington"	22	13	1	6	401	1091	1526	330	809	1451	585	825	1483
"MD"	2012	"Washington"	22	13	2	6	256	470	752	220	364	733	339	351	728
"MD"	2012	"Washington"	22	14	1	6	153	337	507	101	277	495	201	267	501
"MD"	2012	"Washington"	22	14	2	6	195	335	548	155	266	522	219	274	530
"MD"	2012	"Washington"	22	15	0	6	183	631	825	130	463	780	289	459	780
"MD"	2012	"Washington"	22	16	0	6	512	1046	1607	393	795	1558	629	857	1571
"MD"	2012	"Washington"	22	17	1	6	298	184	496	216	145	472	293	160	477
"MD"	2012	"Washington"	22	17	2	6	563	497	1102	401	374	1070	613	402	1071
"MD"	2012	"Washington"	22	18	1	6	350	817	1199	275	631	1169	505	617	1169
"MD"	2012	"Washington"	22	18	2	6	514	705	1259	400	559	1216	602	562	1218
"MD"	2012	"Washington"	22	18	3	6	655	638	1328	500	541	1288	724	504	1289
"MD"	2012	"Washington"	22	19	0	6	385	738	1156	303	586	1116	444	634	1125
"MD"	2012	"Washington"	22	20	0	6	286	651	959	217	481	926	408	490	943
"MD"	2012	"Washington"	22	21	1	6	444	445	921	347	340	896	499	351	900
"MD"	2012	"Washington"	22	21	2	6	517	509	1056	395	403	1019	599	391	1028
"MD"	2012	"Washington"	22	21	3	6	297	350	660	233	288	643	347	281	644
"MD"	2012	"Washington"	22	22	1	6	566	316	912	416	244	874	566	265	871
"MD"	2012	"Washington"	22	22	2	6	419	340	774	308	264	742	457	246	744
"MD"	2012	"Washington"	22	23	0	6	493	1449	1994	396	1075	1923	716	1099	1921
"MD"	2012	"Washington"	22	24	1	6	92	169	270	65	120	253	128	117	258
"MD"	2012	"Washington"	22	24	2	6	9	12	21	4	6	16	8	9	18
"MD"	2012	"Washington"	22	25	1	6	359	43	407	270	44	379	337	40	385
"MD"	2012	"Washington"	22	25	2	6	474	385	891	352	249	832	520	283	845
"MD"	2012	"Washington"	22	25	3	6	6	9	15	4	5	13	8	6	14
"MD"	2012	"Washington"	22	25	4	6	524	474	1016	409	332	978	597	358	989
"MD"	2012	"Washington"	22	26	1	6	653	997	1680	496	728	1617	788	737	1619
"MD"	2012	"Washington"	22	26	2	6	497	625	1146	370	480	1108	588	487	1111
"MD"	2012	"Washington"	22	26	3	6	535	918	1479	399	677	1428	704	665	1433
"MD"	2012	"Washington"	22	27	1	6	477	868	1379	378	737	1346	576	716	1347
"MD"	2012	"Washington"	22	27	2	6	594	841	1457	485	664	1402	700	654	1408
"MD"	2012	"Washington"	22	28	1	6	71	63	140	56	56	132	67	52	126
"MD"	2012	"Washington"	22	28	2	6	214	122	347	164	104	334	215	96	329
"MD"	2012	"Washington"	22	28	3	6	5	4	9	2	3	9	7	0	9
"MD"	2012	"Wicomico"	23	1	1	1	119	173	298	101	110	294	86	176	290
"MD"	2012	"Wicomico"	23	1	2	1	77	315	399	64	222	386	58	301	389
"MD"	2012	"Wicomico"	23	1	3	1	65	203	277	58	133	269	50	186	266
"MD"	2012	"Wicomico"	23	1	4	1	21	68	91	17	54	90	15	71	92
"MD"	2012	"Wicomico"	23	2	1	1	294	675	995	257	493	983	212	653	969
"MD"	2012	"Wicomico"	23	4	1	1	370	862	1249	298	569	1214	266	843	1200
"MD"	2012	"Wicomico"	23	5	2	1	980	367	1375	833	239	1312	749	410	1292
"MD"	2012	"Wicomico"	23	5	3	1	555	884	1463	471	606	1420	411	860	1388
"MD"	2012	"Wicomico"	23	5	4	1	589	728	1358	475	487	1318	409	733	1290
"MD"	2012	"Wicomico"	23	5	5	1	284	537	839	208	341	811	197	526	803
"MD"	2012	"Wicomico"	23	5	6	1	538	910	1491	457	631	1455	410	865	1422
"MD"	2012	"Wicomico"	23	5	7	1	193	514	732	158	336	713	130	504	709
"MD"	2012	"Wicomico"	23	6	1	1	79	279	361	69	163	349	55	260	349
"MD"	2012	"Wicomico"	23	7	1	1	164	284	466	129	218	454	107	270	450
"MD"	2012	"Wicomico"	23	7	2	1	122	213	339	101	149	328	76	202	320
"MD"	2012	"Wicomico"	23	8	1	1	247	588	857	203	393	820	189	570	822
"MD"	2012	"Wicomico"	23	8	2	1	144	220	372	120	149	358	82	206	343
"MD"	2012	"Wicomico"	23	8	3	1	214	317	547	206	203	535	159	291	520
"MD"	2012	"Wicomico"	23	8	4	1	447	1103	1574	390	771	1533	307	1051	1517
"MD"	2012	"Wicomico"	23	9	1	1	319	263	591	267	167	575	199	268	562
"MD"	2012	"Wicomico"	23	9	2	1	1398	94	1499	1199	71	1412	1038	178	1345
"MD"	2012	"Wicomico"	23	9	3	1	446	769	1244	394	536	1215	304	755	1188
"MD"	2012	"Wicomico"	23	9	4	1	61	44	106	46	30	101	36	43	98
"MD"	2012	"Wicomico"	23	9	5	1	436	950	1415	400	703	1392	296	934	1370
"MD"	2012	"Wicomico"	23	9	6	1	718	149	874	611	104	828	548	188	795
"MD"	2012	"Wicomico"	23	10	1	1	187	42	229	164	21	223	145	55	218
"MD"	2012	"Wicomico"	23	10	2	1	96	266	371	69	174	357	61	253	357
"MD"	2012	"Wicomico"	23	11	1	1	707	795	1542	597	525	1492	488	791	1460
"MD"	2012	"Wicomico"	23	11	2	1	162	90	256	136	63	243	127	96	238
"MD"	2012	"Wicomico"	23	13	1	1	684	574	1298	596	392	1254	465	547	1227
"MD"	2012	"Wicomico"	23	13	2	1	888	404	1335	765	258	1273	689	457	1247
"MD"	2012	"Wicomico"	23	13	3	1	261	319	594	238	208	578	159	315	564
"MD"	2012	"Wicomico"	23	14	1	1	265	514	795	193	334	766	191	515	758
"MD"	2012	"Wicomico"	23	15	1	1	446	817	1293	355	578	1268	286	845	1255
"MD"	2012	"Wicomico"	23	15	2	1	22	60	84	20	40	83	16	57	84
"MD"	2012	"Wicomico"	23	16	1	1	629	798	1468	502	557	1426	438	788	1392
"MD"	2012	"Wicomico"	23	16	2	1	535	594	1142	452	405	1101	413	583	1077
"MD"	2012	"Wicomico"	23	17	1	1	380	387	781	319	269	759	230	407	740
"MD"	2012	"Worcester"	24	1	1	1	867	494	1379	763	354	1331	603	548	1309
"MD"	2012	"Worcester"	24	1	2	1	430	610	1054	379	442	1025	279	601	998
"MD"	2012	"Worcester"	24	1	3	1	105	226	334	78	151	324	60	214	317
"MD"	2012	"Worcester"	24	2	1	1	604	304	915	540	199	877	430	325	851
"MD"	2012	"Worcester"	24	2	2	1	145	237	393	128	131	381	107	230	364
"MD"	2012	"Worcester"	24	2	3	1	784	325	1128	694	217	1086	468	376	1042
"MD"	2012	"Worcester"	24	3	1	1	317	821	1156	273	569	1124	243	791	1105
"MD"	2012	"Worcester"	24	3	2	1	406	873	1295	360	601	1275	286	853	1239
"MD"	2012	"Worcester"	24	3	3	1	529	915	1485	436	644	1452	322	923	1417
"MD"	2012	"Worcester"	24	4	1	1	101	217	324	92	132	322	71	218	314
"MD"	2012	"Worcester"	24	4	2	1	440	961	1418	370	571	1363	273	905	1334
"MD"	2012	"Worcester"	24	4	3	1	321	539	882	258	337	845	224	547	833
"MD"	2012	"Worcester"	24	5	1	1	792	1364	2196	679	1050	2149	490	1381	2081
"MD"	2012	"Worcester"	24	5	2	1	537	739	1302	445	550	1282	362	753	1253
"MD"	2012	"Worcester"	24	6	1	1	390	772	1178	337	618	1162	218	774	1125
"MD"	2012	"Worcester"	24	6	2	1	377	538	922	290	427	902	225	543	874
"MD"	2012	"Worcester"	24	6	3	1	405	794	1216	332	540	1191	254	795	1159
"MD"	2012	"Worcester"	24	7	1	1	1111	1995	3189	966	1258	3101	846	1955	3012
